"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Run.Tackle.for.Losss.or.No.Gain","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Pass.Plays","Average.Depth.of.Tackle","Missed.Tackles.on.Run.Plays","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Pass.Rush.Productivity","Unblocked.Pass.Rush","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Yards.per.Reception.Allowed","Sacks","Pursuit.Pressure","Pass.Break.Up","Hits","Drops...Off.Targets.Receptions.Forced","Beaten.Defender","Plays.of.15..Yards.Allowed","Forced.Fumble","Lined.up.in.Press.Coverage","Pass.Tackle.for.Loss.or.No.Gain","Fumble.Recovery","Interceptions","Dropped.Int","Touchdowns.Allowed","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"CARSON SLOAN","APP STATE",28,42.32,"C",70.8,81.2,52.7,60.8,3,1,2,0,1,1,2,0,106.3,1.9,8.3,0,0,0,9.5,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.25,2,0,0,1,1,1,1,1,1,2,1,19,1,0,0,0,0.1,0,0.5,0,9.5,0,0,1,4,0,1
"DWIGHT NUNOO","AKRON",39,42.31,"C",66.6,63.7,56.5,66.4,6,0,4,0,0,1,3.4,0,77.1,-0.38,0,0,-2.3,0,-3,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0.143,3,1,1,0,0,0,3,1,1,3,0.75,-9,0,0,0,2,0,0.5,0,0,-2.3,0,0,0.5,7,0,5
"KEITH WILLIAMS","N DAK ST",25,42.24,"C",58.5,64,59.1,56.1,2,1,0,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,1
"LUKE HODGE","TROY",18,41.64,"C",61.8,56.7,65.2,61.7,1,0,1,0,0,0,0,0,70.1,0,16.7,1,3,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,2,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"JAYLEN KING","COLO STATE",22,40.74,"C",59.3,57.5,59.1,61.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ISAAC ZAY","TOLEDO",71,40.68,"C",41.4,67.7,65.5,27.9,5,1,2,1,1,2,3.5,0,77.1,0.61,8.3,1,6.3,0,7,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,1,0.286,1,1,1,1,1,1,9,6,0,2,0.667,14,2,0,0,0,0,0,0.667,0,4.7,0,0,0.5,7,0,5
"BROCK UIHLEIN","MIAMI OH",34,40.39,"C",62.7,52,56.4,70,8,1,3,0,1,0,8,1,95,2,0,0,3.4,0,6.8,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.111,0,3,0,0,0,1,4,2,3,5,1,34,2,0,0,0,0.059,0,0.4,0,6.8,0,0.2,0,9,0,7
"WILLIE NELSON III","UTSA",15,40.36,"C",59.8,60.9,51.5,63,NA,0,0,NA,NA,NA,0,NA,0,0,25,1,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,1,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"ERIC STUART","TEMPLE",63,40.28,"C",49.6,67.7,57,40.6,11,4,1,0,3,1,8.67,0,158.3,2.44,0,0,3.6,2,16.6,0,0,0,0,0,0,2,0,NA,0,0,0,0,2,0,0.083,1,0,0,0,0,5,6,5,1,5,1,83,3,0,0,0,0.059,0,0.6,0,16.6,0,0,0.167,12,0,4
"AIDEN SULLIVAN","OREGON ST",35,40.24,"C",51.8,52.7,54.1,55.4,5,3,0,0,3,0,0,1,110.4,1,12.5,1,5.5,0,10.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.167,0,0,0,1,1,3,4,2,0,2,1,21,1,0,0,0,0,0,0.5,0,10.5,0,0.25,0,6,0,4
"JA'MEZ DRUMMER","DOMINION",46,40.07,"C",64.2,59.2,54.6,69.9,3,1,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,4,0,3
"CREWS LAW","E CAROLINA",17,39.83,"D",62.1,58.2,NA,63.4,1,1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"JASHAWN COOPER","MO STATE",75,39.78,"D",56,53.5,56.5,60,9,2,4,0,2,0,4,2,118.8,1.28,0,0,13.5,0,16,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.182,3,1,0,0,0,2,9,2,1,2,1,32,2,0,0,0,0.04,0,1,0,16,0,0.222,0,11,0,6
"RASHON MYLES JR.","GA SOUTHRN",51,39.54,"D",60.6,61.1,68,57,7,1,3,0,0,0,3,0,141.7,0.71,0,0,2.5,1,8.5,0,0,0,0,0,1,0,0,NA,0,0,0,0,1,0,0,3,0,0,0,0,1,4,1,1,2,1,17,1,0,0,1,0,0.5,0.5,0,8.5,0,0,0,7,0,6
"TY WILLIAMS","TULSA",22,38.59,"D",59.5,63.6,59.6,58,2,1,0,0,0,0,17,0,78.5,2.33,0,0,6.7,1,35,0,0,0,0,2,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.333,35,1,0,0,0,0.067,0,0.333,0,11.7,0,0,0,2,0,1
"PERCY COURTNEY JR.","FIU",41,38.5,"D",63.9,58.4,58.2,65.9,3,1,1,0,0,0,2.5,0,95.8,0.58,0,0,5,1,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,1,14,0,0,0,0,0,0,0,0,7,0,0,0,3,0,1
"BRYCE STEELE","TROY",18,38.34,"D",68.9,70.9,57.9,62.7,1,0,1,0,0,0,3,0,116.7,1.5,0,0,-4,0,12,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,12,0,0,0,1,0,1
"JAMARRI VINSON","UTSA",33,38.07,"D",53.6,64.9,55.6,46.5,6,1,2,0,1,0,5,0,112.5,1.1,0,0,3,0,11,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,1,4,2,0,1,1,11,1,0,0,0,0,0,1,0,11,0,0,0,6,0,1
"MIKE KING JR.","SM HOUSTON",22,37.26,"D",68.1,64.5,68.5,62,1,0,1,0,0,0,1,1,39.6,0,0,0,2,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,3
"AUSTIN HARNETIAUX","RICE",56,37.24,"D",57.8,53.6,56.3,62.2,9,1,4,0,1,1,2.75,1,100,0.67,0,0,4,0,8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.182,3,1,0,0,0,1,7,2,1,2,1,16,1,0,0,0,0,0,0.5,0,8,0,0.167,0.2,11,0,6
"ZACH RUFFIN","MEMPHIS",36,37.11,"D",58,65.6,66.6,51.8,3,3,0,0,1,0,0,0,118.8,1.88,0,0,3,2,16,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,0,2,1,32,2,0,0,0,0.118,0,1,0,16,0,0,0,3,0,1
"TJ THOMPSON","TROY",33,36.82,"D",50.2,70.7,53.6,48.4,2,1,1,0,1,0,4,0,91.7,2.3,0,0,5,0,23,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0.5,23,1,0,0,0,0.1,0,0.5,0,11.5,0,0,0,2,0,0
"TREYLIN PAYNE","TEXAS ST",38,36.73,"D",59,56.4,53.4,62.3,4,2,2,0,0,0,1,1,86.8,0.88,0,0,7.3,2,10.5,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.2,1,1,0,0,0,2,2,1,0,2,0.667,21,1,0,0,0,0,0,0.333,0,7,0,0.5,0,5,0,1
"BRADY KERPERIN","N ILLINOIS",42,36.62,"D",61.1,56.7,53.4,66.6,2,1,0,0,1,0,0,0,100,0.42,0,0,4,0,8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,8,0,0,0,0,0,0,0,0,8,0,0,0,2,0,1
"JORDAN THOMPSON","COAST CAR",55,36.59,"D",55.1,57.4,55.6,55.6,6,1,4,0,1,2,3.67,0,145.8,2.38,0,0,5.7,0,9.5,0,1,0,0,0,0,1,0,NA,2,0,0,0,1,0,0.25,2,2,2,1,1,1,5,3,2,6,1,57,3,0,0,0,0.042,0,0.5,0,9.5,0,0,0.5,8,0,7
"PEDER HAUGO","N DAK ST",26,36.01,"D",57.7,48.2,56.6,66,2,2,0,0,1,0,0,1,NA,NA,0,0,NA,1,NA,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,0.333,0,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,3,0,1
"MONTRELL CHAPMAN","DOMINION",23,35.87,"D",56.4,51.7,NA,63,2,0,0,0,0,0,4,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"JABARI ODOEMENEM","OREGON ST",26,35.64,"D",51.4,55.2,58,53,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BRENDEN ANES","W MICHIGAN",16,35.5,"D",38.1,65.4,55.9,50.5,3,0,1,0,0,0,6.67,1,39.6,0,0,0,13,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4,0,4
"ELGIN MCDUFFEY","E MICHIGAN",51,35.22,"D",54.3,61,55.9,51.7,8,1,3,1,0,1,2.75,2,118.8,1.3,0,0,12.5,1,15,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0.273,3,0,1,0,0,1,6,3,0,2,1,30,2,0,0,0,0.087,0,1,0,15,0,0.333,0.2,11,0,7
"DEVIN HIGHTOWER","TULSA",22,35.16,"D",60.8,47.7,57.8,67.1,2,0,0,0,0,0,9,0,56.3,0.33,0,0,-0.5,0,5,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,5,0,0,0,0,0,0,0,0,2.5,0,0,0,2,0,1
"ZACH BERGMANN","BUFFALO",35,34.99,"D",55.5,62.2,56.6,54,2,1,1,0,0,1,3,0,39.6,0.59,0,0,7.3,1,10,0,0,1,0,2,0,0,0,NA,0,0,0,0,0,0,0.333,1,0,0,0,0,1,4,3,1,1,0.25,10,1,1,0,2,0,0.5,0.25,0,2.5,0.25,0,0.5,3,0,2
"BRAYSHAWN LITTLEJOHN","FIU",35,34.04,"D",61.8,62.9,57.7,61.1,2,1,0,0,0,0,0,0,112.5,0.5,0,0,8,1,11,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,11,1,0,0,0,0,0,1,0,11,0,0,0,2,0,1
"CEDRIC ROBERTS","N TEXAS",25,33.27,"D",57.9,51.8,NA,64,3,0,1,0,0,0,6.33,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,5,0,4
"SAVEON BROWN","BUFFALO",60,32.97,"D",47.4,50.5,58.5,53.4,5,1,3,0,1,1,3.33,1,139.6,0.64,33.3,1,11,0,8,0,0,0,1,0,0,0,0,NA,0,0,0,0,1,0,0.286,2,1,0,1,2,1,7,2,0,2,1,16,1,0,0,2,0,1,0.5,0,8,0,0.2,0.5,7,0,5
"JASEIM MITCHELL","COLO STATE",32,32.59,"D",51.5,69.5,60,37.5,3,0,2,1,0,1,2,0,108.3,2,0,0,1,0,10,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,2,0,1,0,0,0,4,3,0,2,1,20,1,0,0,2,0,1,0.5,0,10,0,0,1,4,0,4
"JAWARREN CORBIN","DELAWARE",17,32.45,"D",51.6,46.4,56.6,64.5,2,0,0,0,0,0,2,1,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,0,2
"CAMERON COOPER","S DIEGO ST",25,31.52,"D",56.2,66.2,60,48.8,3,0,1,0,0,0,4.67,0,152.1,1.83,0,0,7.5,0,11,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,2,1,22,1,0,0,0,0.083,0,0.5,0,11,0,0,0,3,0,1
"BRANDON TYSON","GA SOUTHRN",45,31.29,"D",48.3,60.3,60,42.8,2,0,1,0,0,0,5.5,0,77.1,0.43,0,0,2,0,3.3,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,3,0.75,10,0,0,0,3,0,0.75,0,0,2.5,0,0,0,2,0,2
"MERCURY SWAIM","NEW MEXICO",38,31.11,"D",58.7,74.9,45.6,46.9,3,1,1,0,1,1,3,0,158.3,2.9,25,1,13,0,29,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0.25,1,0,0,1,1,1,5,1,0,1,1,29,1,0,0,0,0.1,0,1,0,29,0,0,1,4,0,2
"DAUNTE CURTIS","AKRON",21,29.79,"D",38.4,30.8,NA,62.2,3,1,1,0,1,0,6.5,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4,0,1
"CLAY MARTINEAU","NEW MEXICO",24,29.65,"D",43.9,55.3,53.8,43.9,2,0,1,1,0,0,0,0,118.8,5.5,0,0,8,0,22,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,1,22,1,0,0,0,0.25,0,1,0,22,0,0,0,2,0,3
"ALFRED THOMAS","KENNESAW",61,29.63,"D",42.5,45.5,NA,45.7,11,3,2,0,1,0,6.67,1,118.8,1.78,NA,0,9,2,19,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0.083,2,0,0,0,0,3,13,3,0,3,1,57,2,0,0,3,0.063,1,0.667,0,19,0,0.125,0,12,0,9
"WESLEY BROWN","TEMPLE",15,29.4,"D",56.2,NA,NA,56.5,NA,0,0,NA,NA,NA,NA,NA,147.9,0.67,NA,0,1,NA,10,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,NA,NA,NA,0,0,0,NA,1,1,0,1,1,10,1,0,0,0,0,0,1,0,10,0,NA,NA,NA,0,1
"JAVAE GILMORE","MARSHALL",61,28.51,"D",39.1,60.6,48.4,31.6,7,1,4,0,1,1,-0.8,1,158.3,1.71,0,1,3.3,0,17.7,0,1,0,0,0,0,2,0,NA,0,0,0,0,1,1,0.222,4,0,0,2,2,1,11,6,0,3,1,53,2,0,0,0,0.065,0,0.667,0,17.7,0,0.143,0.5,9,0,5
"SANDERS ELLIS","BOWL GREEN",41,28.44,"D",47.6,33.9,60,65.5,4,3,0,0,0,0,5,0,100,1,0,0,1.5,3,8,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,0,0,0,0,0,3,6,1,1,2,1,16,1,0,0,0,0.063,0,0.5,0,8,0,0,0,5,0,1
"CHRIS JOE","UTAH ST",16,28.4,"D",60.2,42.4,NA,73.1,2,0,1,0,0,0,0,1,79.2,0.63,NA,0,0.5,0,2.5,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0.333,0,1,1,0,0,0,2,0,1,2,1,5,0,0,0,0,0,0,0,0,2.5,0,1,0,3,0,2
"DEUCE SPURLOCK","LIBERTY",27,27.8,"D",53.3,50.9,69,53.3,2,0,1,0,0,0,2,2,118.8,1.44,0,0,8,0,13,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,1,0,0,1,0,3,1,1,1,1,13,1,0,1,0,0,0,1,0,13,0,0.667,0,4,0,3
"SAYED ABUHAMDEH","KENT STATE",40,27.56,"D",51.8,43.5,57.5,65.8,4,0,0,0,0,0,9.33,1,91.7,0.38,0,0,5,0,6,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.2,0,0,0,0,0,0,5,0,0,1,1,6,0,0,0,0,0,0,0,0,6,0,0.25,0,5,0,3
"JAMESON MCCOLLOUGH","JVILLE ST",32,27.31,"D",54.4,58.8,56.5,54.2,1,0,1,0,0,0,4,0,118.8,1.27,0,0,-8,0,14,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,14,1,0,0,1,0,1,1,0,14,0,0,0,1,0,1
"JACK FRIES","OHIO",68,26.34,"D",48.3,31,78.4,65.1,3,2,1,0,2,0,2,4,118.8,0.79,7.1,1,1,0,15,0,0,0,1,0,1,1,0,NA,0,0,0,0,0,0,0.571,1,0,0,1,2,2,11,0,0,1,1,15,1,0,0,0,0.053,0,1,0,15,0,0.571,0,7,0,6
"WESLEY EDISON","SO MISS",27,24.55,"D",47.9,69.7,59.6,29.8,5,2,1,0,2,1,4.33,2,158.3,3.8,0,0,28,0,38,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0.375,1,0,0,0,0,2,5,3,0,1,1,38,1,0,0,0,0.1,0,1,0,38,0,0.286,1,8,0,2
"BRADEN SULLIVAN","UAB",18,23.03,"D",31.5,41.4,57.7,44,2,0,1,0,0,0,4,0,100,1.14,0,0,-1,0,8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,8,0,0,0,0,0,0,0,0,8,0,0,0,2,0,2
"RODNEY HILL","USF",16,19.97,"F",51.1,55.1,59.6,54.7,1,0,0,0,0,1,0,0,106.3,2.38,0,0,3,0,9.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2,1,0,2,1,19,1,0,0,0,0,0,0.5,0,9.5,0,0,0.5,2,0,2
"JOSH ANGLIN","KENNESAW",45,18.73,"F",29.6,39.1,56.4,31.8,4,3,0,0,3,1,6,0,118.8,1.24,0,0,9,0,13,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,0,0,0,0,0,3,10,4,0,2,1,26,2,0,0,2,0.048,1,1,0,13,0,0,1,5,0,0
"KHMARI JOHNSON","FAU",16,15.27,"F",38.4,44.7,60,42.3,1,1,0,0,0,0,0,1,104.2,1.8,0,0,8.5,1,9,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0.5,0,0,0,0,0,1,4,2,0,2,1,18,2,0,0,0,0,0,1,0,9,0,1,0,2,0,1
"NATE FISCHER","FAU",20,14.88,"F",44.1,54,60,46.3,1,1,0,0,0,0,0,1,118.8,5.13,0,0,15,1,41,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,1,2,1,0,1,1,41,1,0,0,0,0.125,0,1,0,41,0,1,0,2,0,2
"OUMAR DIOMANDE","COLO STATE",37,0,"F",32.9,31.6,60,47.7,1,0,0,0,0,1,9,1,118.8,3.33,0,0,2.5,0,20,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.667,0,0,0,0,0,0,9,2,0,2,1,40,2,0,0,2,0.083,1,1,0,20,0,0.5,1,3,0,4
