"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Antonio Turner Jr.","HAMPTON",31,58.4,"C",64.3,63.7,61.9,NA,2,1,0,NA,42.4,0,17.3,0.53,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"33.30%",9,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,0
"CJ Fraser","SE LA",73,58.11,"C",67.1,66.3,66.4,60,5,1,1,NA,104.2,0,22.6,1.64,23,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,1,1,0,3,"60.00%",69,1,0,"2.40%","0.00%","20.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,1,0,0,0,1
"Mark Arthur","WOFFORD",28,58.08,"C",58.9,58.3,62.2,57.4,2,0,2,NA,71.5,0,0.7,0.63,5,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0.00%",0,0,2,0,1,1,0,2,"66.70%",10,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,33.3,2,0,0
"Vincent Bertone","WAGNER",21,57.95,"C",65.3,63.4,64.2,59,1,0,0,NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,0,0,0,0
"Julian Sampson","STETSON",33,57.9,"C",51.2,48.6,65.1,NA,2,2,0,NA,39.6,0,31,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,3,3,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,2,NA,0,0,0
"DaMari Smith","CENT ARK",33,57.67,"C",66.1,65.8,60.7,NA,NA,0,0,NA,29.2,0,5.5,0.52,12,0,1,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,1,1,"50.00%",12,0,0,"0.00%","0.00%","0.00%","50.00%","0.00%",NA,NA,0,0,1,1,NA,0,0,0
"Trey Carr","UC DAVIS",26,57.57,"C",66.6,66.6,61.6,60,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,1,0,0,0,0,0,0,0
"Carmaro Mayo","TXAMEA",28,57.17,"C",67.3,67,60.5,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Ja'Mareion Gipson","TARLETON",27,57.07,"C",66.2,68.8,57.4,NA,1,1,0,NA,42.4,1,5,0.36,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,2,1,2,1,"33.30%",4,0,1,"0.00%","0.00%","0.00%","0.00%","33.30%","0.00%","100%",2,0,0,1,NA,0,0,0
"Jerry Allen III","IDAHO",30,57.04,"C",58.2,54.6,65.9,NA,2,0,1,NA,42.4,0,21,0.17,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"33.30%",2,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,2,NA,0,0,0
"Zion Graham","SACR HEART",24,57.01,"C",66.3,65.7,62.1,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Jaden Sasu","CENT CT ST",18,56.86,"C",67.6,60,68.6,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Zayden Harvey","MOREHEAD",16,56.47,"C",63.6,64.9,58.6,NA,2,0,0,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Rett Hemphill","MURRAY ST",47,56.34,"C",62.5,65.7,54,71.4,3,0,2,NA,97.9,0,6.2,1.5,9,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"0.00%",0,0,2,0,3,1,1,5,"83.30%",45,1,0,"3.30%","0.00%","16.70%","0.00%","0.00%","0.00%","0.00%",3,0,0,1,75,1,0,1
"Chaz Gilbreath","UC DAVIS",26,56.23,"C",72.1,71.8,61,NA,4,0,2,NA,96.7,0,2.8,2.12,7.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,2,5,"100%",36,1,0,"5.90%","0.00%","20.00%","0.00%","0.00%","0.00%","0.00%",5,0,0,0,NA,0,0,1
"X'Avion Brice","TXAMEA",18,56.17,"C",65.7,65.1,61.3,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Brandon Parnell Jr.","HAMPTON",22,56.16,"C",66,65.5,60.7,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"D.J. Galva","E KENTUCKY",47,56.09,"C",65.1,64.2,64.4,NA,2,0,0,NA,47.9,0,12.8,0.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,2,"40.00%",8,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,3,NA,0,0,0
"Hasson Manning Jr.","MONMOUTH",15,55.85,"C",65.2,64.3,61.8,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Ife Current","S DAK ST",16,55.64,"C",65.6,64.8,60.8,NA,NA,0,0,NA,39.6,0,10.5,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,2,NA,0,0,0
"Anthony Hightower III","HAMPTON",67,55.62,"C",65.4,59.9,78.7,NA,7,2,1,NA,147.9,0,15.8,1.31,14,4.5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,2,2,0,3,"75.00%",42,3,0,"3.10%","0.00%","75.00%","0.00%","0.00%","0.00%","0.00%",6,0,0,1,NA,0,0,1
"Aaron Evans","NORFOLK",16,55.61,"C",65.1,64.6,60.6,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,1,0,0,0,NA,0,0,0
"Xavier Tates","SCAR STATE",15,55.56,"C",65.2,64.5,60,NA,NA,0,0,NA,39.6,0,16,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Wendell Smith","TENN MARTN",38,55.54,"C",67.3,64.7,68.5,NA,4,1,0,NA,113.9,1,15.7,3.56,32,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,1,1,"33.30%",32,1,1,"11.10%","0.00%","33.30%","0.00%","33.30%","0.00%","0.00%",1,0,0,1,NA,0,0,1
"Quency Grant III","W CAROLINA",16,55.11,"C",64.4,62.8,62.4,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Amyrion Mingo","MCNEESE",28,54.82,"C",64.5,66.6,55.8,59.1,3,0,0,NA,66.7,0,16.5,0.55,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,1,1,1,"50.00%",11,1,1,"0.00%","0.00%","50.00%","0.00%","50.00%","0.00%","0.00%",1,0,0,0,0,0,0,0
"Mick McKee","LEHIGH",21,54.75,"C",70,69.5,60,NA,2,0,0,NA,64.6,0,10,0.59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.00%",0,0,0,0,1,1,1,1,"50.00%",10,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,NA,0,0,0
"Da'Sean Anderson","MERCYHURST",16,54.74,"C",61.9,NA,62.3,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA
"Keontae Byas","BETH COOK",62,54.55,"C",69,68.9,63,NA,3,1,0,NA,120.8,1,14.6,1.22,27.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,2,2,"40.00%",55,2,1,"4.40%","0.00%","40.00%","0.00%","20.00%","0.00%","0.00%",3,0,0,2,NA,0,0,2
"Nikkem Reynolds","NEWHVN",26,54.51,"C",62,65.3,53.2,NA,1,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Jaheim Williams","LNDNWD",18,54.45,"C",63.7,61.9,62.4,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Myles Green","S DAK ST",18,54.42,"C",64.6,64.1,61.3,NA,NA,0,0,NA,39.6,0,8.5,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,1,NA,0,0,0
"Justin Wilson","W GEORGIA",18,54.29,"C",63.6,60.7,63.6,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Marcus Samuels","SCAR STATE",19,54.24,"C",55.6,55.3,60,NA,NA,0,0,NA,39.6,0,37.5,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,2,NA,0,0,0
"Amari Gardner","HOLY CROSS",18,54.2,"C",63.6,61.2,62.8,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Antone Monroe","CHISTA",29,54.2,"C",63.7,60.2,70.1,NA,2,1,0,NA,66.7,0,8.5,0.73,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"50.00%",11,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Dorian Gibson","W GEORGIA",25,54.11,"C",58.7,58.4,59.8,NA,2,0,1,NA,39.6,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Jamari Mosley","TXAMEA",19,54.06,"C",59.1,58.5,60.5,NA,NA,0,0,NA,39.6,0,29,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Jylon Jackson","SOUTHERN U",33,54.05,"C",58,63.2,51.2,NA,1,0,0,NA,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Evan Kludt","N DAKOTA",53,54.02,"C",63.3,65.9,54.8,53,6,0,3,NA,77.1,0,13.7,0.84,5.2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,1,4,3,3,5,"71.40%",26,1,0,"0.00%","0.00%","14.30%","0.00%","0.00%","100%","0.00%",5,0,0,0,0,0,0,0
"Jaylen Latson","WAGNER",20,53.94,"C",54.1,53,61.1,NA,NA,0,0,NA,39.6,0,44,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"J. Augustus Olidge","HOWARD",31,53.89,"C",59.8,55.9,66.6,NA,1,0,0,NA,39.6,0,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,1,NA,0,0,0
"Mark Burns","DELWARE ST",32,53.78,"C",64.3,62,66.5,NA,1,0,0,NA,39.6,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",0,0,0,0,NA,0,0,0
"DeVonta Owens","LNDNWD",28,53.67,"C",69.5,72.3,55,NA,2,0,2,NA,112.5,0,6,0.92,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,1,1,"100%",11,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Zach Williams","ALABAMA ST",39,53.05,"C",59.6,58.5,63.1,NA,4,0,2,NA,75.4,0,9.6,1.56,9.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,1,3,"60.00%",28,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,2,NA,0,0,0
"Zayd Rogan","WOFFORD",40,53,"C",68.4,67.7,64.4,NA,2,0,2,NA,118.8,0,23.5,3.3,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,2,2,"100%",66,1,0,"5.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,1
"Naz Hill","S ILLINOIS",27,52.96,"C",64.3,68.7,48.4,NA,2,0,1,NA,70.8,1,25.5,0.76,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,0,2,1,1,1,"50.00%",13,1,1,"0.00%","0.00%","50.00%","0.00%","50.00%","50.00%","0.00%",1,0,0,0,NA,0,0,0
"Codey Larkins","ELON",20,52.76,"C",64.8,62.9,64.8,NA,2,0,0,NA,85.4,1,13,2.86,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"50.00%",20,1,1,"14.30%","0.00%","50.00%","0.00%","50.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Jadyn Marshall","CAL POLY",58,52.71,"C",63.7,60,73.2,NA,6,0,1,NA,96.3,0,17.6,1.83,17.7,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",0,0,0,0,3,3,1,3,"60.00%",53,2,0,"3.50%","0.00%","40.00%","0.00%","0.00%","0.00%","33.30%",4,0,0,2,NA,0,0,1
"Mekhi Toms","N IOWA",48,52.67,"C",66.8,65.8,61.7,NA,3,1,0,NA,95.8,0,15,0.31,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,1,2,"50.00%",12,2,1,"0.00%","0.00%","50.00%","0.00%","25.00%","0.00%","0.00%",1,0,0,1,NA,0,0,0
"Tay'Shawn Wilson","ROB MORRIS",30,52.55,"C",62,61.2,62.4,NA,NA,0,0,NA,39.6,0,9,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,1,NA,0,0,0
"Sir Christian Johnson","CENT ARK",32,52.53,"C",60.2,59.7,61.1,NA,1,0,1,NA,60.4,0,18.5,0.32,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,1,"50.00%",8,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Darvens Tunis","YNGTOWN ST",34,52.48,"C",68.1,73.2,47.4,NA,0,0,0,NA,39.6,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,0,1,0,"0.00%",0,0,1,"0.00%","0.00%","0.00%","0.00%","100%","100%","0.00%",0,0,0,0,NA,0,0,0
"Quan Peterson","AUSTINPEAY",37,52.4,"C",67.4,66.6,64.2,NA,4,0,0,NA,100.8,1,9,1.78,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,4,"80.00%",41,2,1,"4.30%","0.00%","40.00%","0.00%","20.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Caleb McKenzie","FL A&M",30,52.27,"C",74.4,91.3,56.9,56.1,2,0,1,NA,154.9,0,7,3.18,11.7,5,0,1,0,0,1,0,1,0,3,0,0,0,0,1,1,0,0,"33.30%",0,0,0,0,5,3,0,3,"100%",35,3,0,"9.10%","100%","100%","0.00%","0.00%","50.00%","0.00%",0,0,0,0,0,0,0,1
"Tyler Hutcherson","STF AUSTIN",31,52.27,"C",65.9,68.3,70.2,60,3,1,0,NA,116.7,0,5,0.6,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",12,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,0
"Aden Tagaloa-Nelson","E KENTUCKY",51,52.2,"C",62.7,69.4,42,NA,1,0,0,NA,0,0,19.3,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,4,2,1,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","33.30%","0.00%","66.70%","0.00%",1,0,1,0,NA,0,0,0
"Tamajh Mitchell","E TENN ST",23,51.91,"C",60.6,64.2,52.4,NA,3,1,1,NA,56.3,0,18,0.36,4,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,2,1,1,1,"50.00%",4,1,0,"0.00%","50.00%","50.00%","0.00%","0.00%","33.30%","0.00%",2,0,0,1,NA,0,0,0
"Kamden Wyatt","MERRIMACK",25,51.51,"C",61.4,65.6,60,57.7,NA,0,0,NA,42.4,0,6.3,0.18,3,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,"33.30%",3,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,1,0,0,0,0
"Keshawn Lyons","LNDNWD",34,51.39,"C",62.9,56.6,71.4,NA,5,1,1,NA,110.4,0,6.5,2.33,10.5,7.67,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,1,1,0,2,"100%",21,1,0,"0.00%","100%","50.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,NA,0,0,0
"Safir Stills-Bey","MCNEESE",65,51.18,"C",56.5,52.8,54.4,88.8,6,0,2,NA,82.5,1,16.2,2.36,15.9,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"25.00%",0,1,2,0,10,9,4,7,"53.80%",111,7,2,"8.50%","0.00%","53.80%","0.00%","15.40%","100%","14.30%",8,0,0,3,75,1,0,4
"Taylor Smallwood","GARD-WEBB",55,51.16,"C",65,58.8,75.7,NA,4,1,1,NA,158.3,0,39,2.45,54,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,1,1,1,0,1,"100%",54,1,0,"4.50%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Johnny Delancy","STETSON",62,50.97,"C",54.4,61.2,38.7,62.6,5,1,3,NA,83.8,1,2.7,1.37,5.3,15,0,3,3,0,2,1,0,0,0,1,0,2,0,0,0,0,1,"50.00%",0,1,2,1,8,5,4,7,"77.80%",37,0,1,"3.70%","0.00%","0.00%","0.00%","11.10%","66.70%","42.90%",6,0,0,1,20,1,0,1
"Mika Roberson","IDAHO",16,50.84,"C",70.5,70,60,NA,NA,0,0,NA,83.3,0,4,0.27,4,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,1,1,"100%",4,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,1,0,0,0,NA,0,0,0
"Antonio Hall","NWSTATE",40,50.68,"C",58,55.5,65.8,NA,2,1,0,NA,82.9,1,16,3.35,28.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,3,2,2,"40.00%",57,2,1,"11.80%","0.00%","40.00%","20.00%","20.00%","0.00%","0.00%",1,0,1,1,NA,0,0,2
"David Jones","SE MO ST",57,50.61,"C",55.8,52.3,65.8,NA,7,3,2,NA,133.3,0,13.8,1.56,16.7,0.5,0,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,0,"12.50%",2,1,0,3,5,3,0,3,"60.00%",50,3,0,"6.30%","0.00%","60.00%","0.00%","0.00%","16.70%","0.00%",4,0,0,1,NA,0,0,2
"Zay Franks","SE LA",55,50.46,"C",67.3,66.2,66.7,NA,1,0,0,NA,104.2,0,17.3,0.67,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,2,2,"50.00%",20,1,0,"3.30%","0.00%","25.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Jeremiah Postell","TARLETON",51,50.35,"C",63.7,63.5,65.2,55.8,2,0,1,NA,88.5,1,17.6,2.69,21.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,4,4,3,4,"50.00%",86,3,2,"9.40%","0.00%","37.50%","0.00%","25.00%","0.00%","33.30%",2,0,0,2,0,0,0,3
"Jack McGrath","E KENTUCKY",45,49.66,"C",60.3,53,65.5,65.2,3,1,1,NA,64.6,0,0.5,0.67,10,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,1,0,1,"50.00%",10,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",3,1,0,1,0,0,0,0
"Chance Harrison Jr.","W ILLINOIS",28,49.51,"C",62,61.1,62.4,NA,1,1,0,NA,39.6,0,-2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,1,NA,0,0,0
