"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"Tommy Williams","DRAKE",51,55.8,"C",48.7,43.9,60.9,NA,10,4,2,39.6,0,4.33,3,8.9,0.22,0,4,1,NA,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,"9.10%",1,1,0,4,7,5,1,2,"28.60%",6,2,0,0,"0.00%","0.00%","28.60%","0.00%",0.9,"0.00%","12.50%","0.00%",0,NA,0
"Lucas Theriaque","NEWHVN",32,55.65,"C",59.5,54.2,57.4,78.2,4,1,1,39.6,0,3.5,0,13,0,0,1,0,NA,0,0,0,16.7,0,0,0,0,1,0,0,1,0,0,0,0,"0.00%",1,0,1,1,4,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",1,NA,0
"Sidney Webb","MOREHEAD",28,55.47,"C",62.6,67.2,52.1,NA,2,0,0,0,0,8,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Jordan Irvine","STHLSK",55,55.43,"C",63.3,69.7,50.2,NA,6,1,3,39.6,0,2,0,3,0,0,1,3,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,"33.30%",2,0,1,1,3,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Amari Mack","MAINE",15,55.38,"C",59.1,53.6,69.5,58.3,1,0,1,39.6,0,0,0,13,0,0,1,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Khaled Rawls","IDAHO",27,55.36,"C",58.9,64.2,52,NA,4,0,1,0,0,15.5,0,0,0,0,0,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,0,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Stephan French","W GEORGIA",38,55.25,"C",66.2,73.5,53.4,NA,4,1,2,79.2,0,4,2.5,-1,0.33,1,0,1,NA,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,"20.00%",1,1,0,1,2,0,1,2,"100%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",2.5,"0.00%","33.30%","0.00%",0,NA,0
"Dontay Johnson","S DAK ST",23,54.84,"C",61.4,64.1,56.6,NA,1,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Caleb Merritt","AUSTINPEAY",30,54.81,"C",68,68.2,60,59.1,2,0,2,49.3,0,0,14,12.3,0.56,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"33.30%",14,0,0,0,"0.00%","0.00%","0.00%","0.00%",4.7,"0.00%","0.00%","0.00%",0,NA,0
"Jadan Aubert","TARLETON",61,54.72,"C",71,68.3,73.3,NA,4,2,0,104.2,0,17.5,9,-1,0.23,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,0,1,"100%",9,1,0,0,"0.00%","0.00%","100%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
"Navon Mitchell","CENT CT ST",16,54.68,"C",60,63.9,55.1,NA,2,0,1,39.6,0,7.5,0,31,0,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Qwae Willis","HAMPTON",57,54.63,"C",59.1,57.1,64.3,59.2,3,1,0,39.6,0,0,6,15.8,0.21,1,2,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,2,2,0,1,"25.00%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",1.5,"0.00%","0.00%","25.00%",0,NA,0
"Kevin Dodard","S DAKOTA",23,54.6,"C",66.4,66.2,60,NA,NA,0,0,39.6,0,0,0,14,0,NA,1,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Jaylen Williams","ROB MORRIS",25,54.49,"C",62.5,57.2,69.7,58.4,3,2,1,56.3,0,2,5,12.5,0.36,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,1,1,0,1,"50.00%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",2.5,"0.00%","0.00%","0.00%",0,NA,0
"Kade Boyd","MONTANA",50,54.45,"C",58.9,58.5,60.5,58,3,0,0,39.6,0,4.5,0,20,0,0,0,1,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"25.00%",0,0,1,0,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",1,NA,0
"Adrian Fitts","ALABAMA ST",39,54.36,"C",59.5,56.5,63.1,59.1,4,1,1,39.6,0,7,0,19,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,1,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","20.00%","0.00%",0,NA,0
"Brady Sorenson","UTAHTC",25,54.1,"C",57.5,51,67.9,59.7,2,0,1,0,0,6,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Kaiser Wilhelm","VALPO",15,53.59,"C",61.5,61,60,NA,NA,0,0,39.6,0,0,0,18,0,NA,0,NA,NA,NA,1,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"100%",NA,NA,0,NA,0
"Braylon Beckwith","MERCYHURST",51,53.56,"C",57.9,47.5,74.7,55.2,6,2,1,66,0,9,26,15,1.37,1,2,0,NA,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,2,3,3,0,1,"33.30%",26,1,0,0,"5.30%","66.70%","33.30%","0.00%",8.7,"0.00%","0.00%","0.00%",0,NA,0
"Kenny Langston","COLGATE",66,53.34,"C",63.4,67.3,65.2,58.7,4,1,0,81.3,0,12,18,22.5,0.72,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,2,1,1,"50.00%",18,1,1,0,"4.00%","0.00%","50.00%","0.00%",9,"50.00%","0.00%","0.00%",0,NA,0
"Donya Borden","E TENN ST",17,53.08,"C",59.7,63.4,55.8,59.7,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Troy Wilkey","IDAHO ST",41,53.01,"C",63.8,55.1,76.2,NA,8,3,0,77.1,0,12,7,8.7,0.74,0,0,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,3,2,2,0,2,"66.70%",14,1,0,0,"0.00%","0.00%","33.30%","0.00%",4.7,"0.00%","0.00%","50.00%",0,NA,0
"Jacorey York","GRAMBLING",19,53,"C",57.8,63.2,52.6,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Mike Polke","MERCER",63,52.94,"C",65.2,65.2,62.6,NA,6,2,0,100,0,8,8,3,0.24,2,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,1,0,1,"100%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",8,"0.00%","0.00%","0.00%",0,NA,0
"Cody Morris","SOUTHERN U",25,52.83,"C",58.3,64.5,52.2,NA,5,0,0,0,0,-3.8,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",0,0,0,0,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","16.70%","0.00%",0,NA,0
"Jaden Nelson","CHATTNOOGA",71,52.79,"C",62,58.5,77.6,NA,7,2,2,116.7,0,6,16,18,0.5,1,0,0,NA,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,"0.00%",2,1,0,2,3,3,0,1,"50.00%",16,1,0,0,"3.10%","0.00%","50.00%","0.00%",8,"0.00%","0.00%","0.00%",0,NA,0
"Jordan Ford","TXRG",34,52.49,"C",66,62.7,70.3,60,3,0,1,62.5,0,3,9,0.5,0.47,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,0,1,"50.00%",9,0,0,0,"0.00%","0.00%","0.00%","0.00%",4.5,"0.00%","0.00%","0.00%",0,NA,0
"Jackson Stone","NEW HAMP",81,52.31,"C",58.3,54.8,69.4,NA,8,3,0,103,0,11,5.8,12.7,0.41,2,2,0,NA,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"11.10%",0,0,0,3,5,5,0,4,"57.10%",23,2,0,0,"0.00%","0.00%","28.60%","0.00%",3.3,"0.00%","0.00%","14.30%",0,NA,0
"Dylan Kelly","STETSON",50,52.21,"C",63.9,68.7,54.4,59.6,5,0,4,56.3,0,1.33,6,5.5,0.23,0,1,2,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"28.60%",3,1,0,0,3,1,1,1,"50.00%",6,1,0,0,"0.00%","0.00%","50.00%","0.00%",3,"0.00%","40.00%","0.00%",0,NA,0
"Titan Saxton","IDAHO ST",27,52.11,"C",63.1,65.5,58.4,NA,2,1,0,39.6,0,0,0,-3,0,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"TJ Sands","TOWSON",59,52.1,"C",63.8,68.4,47.9,NA,4,0,1,47.9,0,9,7.5,3,0.48,0,3,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,1,1,2,"40.00%",15,1,0,0,"0.00%","0.00%","20.00%","0.00%",3,"0.00%","0.00%","0.00%",0,NA,0
"Zach Wusstig","IDAHO",38,51.98,"C",59.6,58.5,61,NA,3,1,0,39.6,0,8,0,19,0,0,1,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,1,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","100%",0,NA,0
"Leo Glover","N ALABAMA",65,51.91,"C",58.5,58.2,55.8,67.1,4,0,1,0,0,2,0,0,0,0,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"50.00%",1,0,1,0,6,4,4,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","57.10%",1,NA,0
"Sam Ostrenga","N DAKOTA",50,51.75,"C",68.5,68.2,66.3,58.8,3,2,0,100,0,0,8,8,0.26,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,0,0,0,1,"100%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",8,"0.00%","0.00%","0.00%",0,NA,0
"Jacob Sekiyoba","CENT ARK",46,51.54,"C",61.9,71,38,60,4,0,2,56.3,1,4,34,19,1.13,0,1,0,NA,0,0,1,50,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",1,0,1,0,3,1,2,1,"50.00%",34,1,0,0,"3.30%","0.00%","50.00%","50.00%",17,"0.00%","0.00%","0.00%",1,NA,1
"Donovan Aidoo","WEBER ST",18,51.51,"C",57.2,64,50.9,NA,1,0,0,39.6,0,7,0,20,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jahlani Clarke","STETSON",70,51.45,"C",64,69.3,57.9,57.8,8,1,1,83.9,0,0,10.9,7.7,2.24,1,4,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,4,3,1,7,"63.60%",76,3,0,0,"2.90%","0.00%","27.30%","0.00%",6.9,"0.00%","0.00%","0.00%",0,NA,0
"Stephon Hall","NORFOLK",27,51.34,"C",62.7,66.5,68,NA,3,1,0,87.5,0,8,5,4,0.42,0,0,0,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,1,"100%",5,0,0,0,"0.00%","100%","0.00%","0.00%",5,"0.00%","0.00%","0.00%",0,NA,0
"Bryant Meredith","MONTANA ST",52,51.24,"C",63.9,65.7,56.9,59,2,1,1,79.2,0,0,2.2,0,0.35,1,1,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"33.30%",0,1,0,1,3,2,2,5,"83.30%",11,1,0,0,"0.00%","0.00%","16.70%","0.00%",1.8,"0.00%","0.00%","33.30%",0,NA,0
"Carter Hanberry","SE LA",74,51,"C",65.4,56.3,76.5,65.9,9,1,1,106.3,0,7.2,17.5,12.7,0.85,0,1,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"0.00%",1,0,1,1,5,3,1,2,"66.70%",35,2,0,0,"2.40%","0.00%","66.70%","0.00%",11.7,"0.00%","0.00%","0.00%",0,NA,0
"Jaydon Williams","ALBANY",19,50.98,"C",57.7,64.4,50.4,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","0.00%",0,NA,0
"Chris Baker","N ALABAMA",15,50.97,"C",50,46.2,60,NA,3,0,1,0,0,3.5,0,0,0,0,0,0,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,1,0,0,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Coleman Calmus","RICHMOND",16,50.9,"C",53.3,65.3,44.5,NA,2,1,1,0,0,2,0,0,0,1,0,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,1,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","66.70%","0.00%",0,NA,0
"Markell Redding","AUSTINPEAY",41,50.6,"C",61.5,66.3,49.5,56.8,0,0,0,39.6,0,0,0,26,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","0.00%",0,NA,0
"Tyson Grimm","RHODE ISLD",37,50.29,"C",64,57.6,76.1,56,7,0,2,79.2,1,3.75,28.5,27,3.35,0,0,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",2,0,0,0,2,2,1,2,"100%",57,2,0,0,"11.80%","0.00%","100%","50.00%",28.5,"0.00%","0.00%","0.00%",0,NA,1
"Dekker Hagler","IDAHO ST",41,50.02,"C",63.5,65.3,60.4,58,3,1,0,60.4,0,1,8,-1.5,0.47,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,0,0,1,"50.00%",8,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,"0.00%","0.00%","0.00%",0,NA,0
"Trevion Butler","N ALABAMA",51,49.78,"C",57.6,65.1,44.9,NA,6,1,3,56.3,0,7,2.5,5,0.2,1,2,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,7,3,3,2,"50.00%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",1.3,"0.00%","0.00%","33.30%",0,NA,0
"Kwantre' Harry","SCAR STATE",23,49.56,"C",55.2,54.2,60.9,60,NA,0,0,39.6,0,0,0,31,0,NA,1,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%",NA,NA,0,NA,0
"Denzel Williams","SOUTHERN U",19,49.56,"C",49,47.3,57.9,NA,2,2,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Alant'e Reese","W CAROLINA",38,49.55,"C",65.3,73.4,48,NA,5,1,2,80.6,0,6.67,3.3,-0.3,0.48,1,0,1,NA,0,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,"16.70%",1,0,0,1,2,0,1,3,"100%",10,0,0,0,"0.00%","66.70%","0.00%","0.00%",3.3,"0.00%","25.00%","0.00%",0,NA,0
"Tommy Romano","WEBER ST",37,49.2,"C",61.5,61.1,61.5,59.7,4,1,1,72.9,0,4.5,5.5,1.7,0.55,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,4,2,1,2,"66.70%",11,1,0,0,"0.00%","0.00%","33.30%","0.00%",3.7,"0.00%","0.00%","0.00%",0,NA,0
"Roderick Owens Jr.","YNGTOWN ST",44,49.14,"C",61.7,58.6,65.3,NA,6,1,0,89.6,0,7,22,18,1.16,0,2,1,NA,0,1,1,NA,0,0,0,1,0,0,1,0,0,0,0,0,"14.30%",0,0,0,1,3,2,2,1,"25.00%",22,1,1,0,"5.30%","0.00%","25.00%","0.00%",5.5,"25.00%","14.30%","0.00%",0,NA,0
"D.J. Cureton","RHODE ISLD",49,48.86,"C",74.4,79.6,59.7,59.2,2,1,0,135.4,0,10,35,29.5,1.52,1,1,1,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,2,1,2,1,"50.00%",35,1,1,0,"4.30%","0.00%","50.00%","0.00%",17.5,"50.00%","50.00%","0.00%",0,NA,0
"Franky Morales","N COLORADO",61,48.84,"C",70.3,72,63.4,NA,8,2,2,137.1,0,9.5,7.4,3.8,1.32,0,0,0,NA,0,0,1,NA,0,5,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,1,3,5,"100%",37,2,0,0,"3.60%","100%","40.00%","0.00%",7.4,"0.00%","0.00%","0.00%",0,NA,0
"Eric Jackson","CENT CT ST",48,48.83,"C",63.2,56.8,75,NA,7,2,3,120.8,0,2,8.5,-1,0.59,1,1,0,NA,1,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,"12.50%",3,1,0,2,3,2,0,2,"66.70%",17,2,0,0,"0.00%","0.00%","66.70%","0.00%",5.7,"0.00%","0.00%","33.30%",0,NA,0
"Ian Elmore","WEBER ST",19,48.76,"C",52.2,65.8,41.9,NA,1,0,1,0,0,6,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,0,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Jaden Ratliff","WM & MARY",33,48.63,"C",49.2,54.1,46.8,NA,4,1,1,0,0,8,0,0,0,1,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,0,0,1,4,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","50.00%",0,NA,0
"Jaeden Jones","MONMOUTH",41,48.6,"C",54.3,49.8,63.9,NA,7,1,2,70.1,0,7.75,2.5,5.3,0.25,1,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,5,3,1,2,"66.70%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",1.7,"0.00%","0.00%","0.00%",0,NA,0
"Derek Taylor","E KENTUCKY",55,48.54,"C",61.3,62.8,56.6,NA,5,3,1,88.9,0,0,5.3,2.3,0.59,3,0,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"28.60%",0,0,0,3,3,2,1,3,"100%",16,1,0,0,"0.00%","0.00%","33.30%","0.00%",5.3,"0.00%","0.00%","28.60%",0,NA,0
"Jermiyah Douglas","W CAROLINA",20,48.33,"C",67.2,65.8,64.9,59.9,2,0,1,87.5,0,5,5,4,0.56,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"100%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",5,"0.00%","0.00%","0.00%",0,NA,0
"Kai Callen","IDAHO ST",54,48.28,"C",69.5,69.7,64.2,60,3,1,2,108.3,0,0,12.5,7,2.27,1,1,0,NA,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"25.00%",0,0,0,1,1,1,1,4,"80.00%",50,1,0,0,"4.50%","0.00%","20.00%","0.00%",10,"0.00%","0.00%","25.00%",0,NA,0
"Gavin Duplechin","NICHOLLS",29,48.12,"C",65.8,65.7,61.2,NA,1,0,1,83.3,0,0,4,0.5,0.4,0,0,0,NA,1,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,"50.00%",0,1,0,0,1,1,1,2,"100%",8,1,0,0,"0.00%","0.00%","50.00%","0.00%",4,"0.00%","0.00%","50.00%",0,NA,0
"Mel Jacobs","CENT CT ST",28,48.06,"C",76,88.8,57.3,NA,NA,0,0,95.8,1,0,40,10.5,10,NA,1,NA,NA,NA,0,1,NA,NA,0,NA,1,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,4,1,1,1,"50.00%",40,1,0,0,"25.00%","0.00%","50.00%","50.00%",20,"0.00%",NA,NA,0,NA,1
"Noel Roach","ROB MORRIS",52,47.93,"C",63.8,57.6,74.5,58.9,9,6,1,138.2,0,6,7.7,3.3,0.77,1,0,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"10.00%",0,0,0,6,3,3,1,3,"100%",23,3,0,0,"0.00%","0.00%","100%","0.00%",7.7,"0.00%","0.00%","25.00%",0,NA,0
"Marcus Washington","CENT ARK",39,47.84,"C",65.2,65,61.3,NA,6,0,2,79.2,0,0,17,7.8,1.13,0,2,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,2,2,"50.00%",34,1,0,0,"3.30%","0.00%","25.00%","0.00%",8.5,"0.00%","0.00%","0.00%",0,NA,0
"Dedric Walker","BRYANT",45,47.66,"C",63.5,58.7,69.4,59.9,5,1,1,87.5,0,3,5,3,0.71,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,3,"100%",15,0,0,0,"0.00%","0.00%","0.00%","0.00%",5,"0.00%","0.00%","0.00%",0,NA,0
"Donovan Fey","MONMOUTH",34,47.6,"C",44.5,38.6,58.8,NA,4,3,0,42.4,0,23,9,19.3,0.5,1,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,3,4,2,0,1,"33.30%",9,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,"0.00%","0.00%","0.00%",0,NA,0
"Tae Bulock","CENT ARK",50,47.35,"C",59.6,52.2,76.7,NA,6,2,2,91.7,0,5.33,6,6,0.18,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"14.30%",2,0,0,2,2,2,0,1,"100%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",6,"0.00%","0.00%","50.00%",0,NA,0
"Na'koma Simpson-Nealy","W CAROLINA",18,47.22,"C",54.1,58,51,NA,2,0,0,0,0,6,0,0,0,0,0,1,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","50.00%",0,NA,0
"Jarrett Mitchel","LAMAR",20,46.96,"C",49.3,46.9,60,NA,NA,0,0,39.6,0,0,0,29,0,NA,1,NA,NA,NA,1,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"50.00%",NA,NA,0,NA,0
