"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Average.Depth.of.Tackle","Pursuit.Pressure","Run.Tackle.for.Losss.or.No.Gain","Pass.Rush.Productivity","Passer.Rating.Allowed","Average.Depth.of.Target.per.Coverage","Yards.per.Reception.Allowed","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Unblocked.Pass.Rush","Drops...Off.Targets.Receptions.Forced","Sacks","Missed.Tackles.on.Pass.Plays","Beaten.Defender","Plays.of.15..Yards.Allowed","Hits","Pass.Tackle.for.Loss.or.No.Gain","Lined.up.in.Press.Coverage","Batted.Passes","Pass.Break.Up","Forced.Fumble","Interceptions","Touchdowns.Allowed","Fumble.Recovery","Dropped.Int","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"ALEX TATSCH","PENN STATE",24,35.1,"D",62.9,61.8,58.3,62.9,2,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"ISMAEL KANTE","ILLINOIS",49,34.68,"D",57.5,61,58,53.5,5,3,2,3,1,1.5,0,1,0,112.5,0,11,1.1,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0.167,2,0,1,0,0,3,4,1,0,1,1,11,1,0,0,0,0,0,1,0,11,0,0.167,0,6,0,2
"TYLER LOCKHART","MISS STATE",65,34.21,"D",48.1,72.6,57.4,40.1,5,2,1,1,0,5,0,0,3.9,118.8,6.8,13.5,1.35,1,2,0,1,0,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,2,2,5,5,2,4,1,54,3,0,0.33,0,0.05,0,0.75,0,13.5,0,0,0,5,0,3
"CAEL BREZINA","PENN STATE",21,34.2,"D",51.8,66.2,55.4,46.1,4,0,2,0,0,1.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
"KJ FORD","FLORIDA",19,34.04,"D",70.9,91.6,54.9,44.6,2,1,1,1,0,-2,0,0,0,118.8,3,14,3.5,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,14,1,0,0,0,0,0,1,0,14,0,0,0,2,0,0
"BEAU GOODWIN","IOWA STATE",21,33.79,"D",60,74.9,57.2,45.2,6,1,2,1,0,4.25,0,1,0,116.7,6,12,2.4,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.143,2,0,1,0,0,1,2,1,0,1,1,12,1,0,0,0,0,0,1,0,12,0,0,0.5,7,0,5
"JAKE CLIFTON","BYU",19,33.5,"D",62.5,69.2,NA,57.7,1,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RAY CONEY","TEXAS A&M",48,33.4,"D",62.8,62.3,58.3,62.4,4,1,3,0,2,0,0,1,0,83.3,2.5,4,0.29,1,0,0,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0.333,2,1,2,0,0,1,4,2,1,2,1,8,1,0,0,0,0,0,0.5,0,4,0,0.5,0,6,0,5
"QB REESE","ALABAMA",20,32.62,"D",65.3,72.4,NA,55.3,5,1,2,1,0,2,0,0,NA,85.4,2,4.5,1.5,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.167,2,0,0,0,0,1,2,1,0,2,1,9,1,0,0,1,0,0.5,0.5,0,4.5,0,0,0.333,6,0,5
"SEAN ALLISON","RUTGERS",19,32.28,"D",77.2,54.3,68.4,79,2,0,2,0,0,0,0,0,0,79.2,-4,2,0.25,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,1,2,0,0,0,1,0,1,0,0,2,0,0,0,2,0,2
"AISEA MOA","MICHIGAN",19,32.09,"D",73.1,73.9,NA,64.1,1,1,0,1,0,0,0,0,NA,91.7,1,6,1.71,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,12,1,0,0,0,0,0,0.5,0,6,0,0,0,1,0,0
"ANTONIO WATTS","LOUISVILLE",34,31.81,"D",67.8,50.2,NA,72.5,3,1,2,0,0,0,0,0,NA,70.1,1.3,4,0.4,1,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,2,0.667,8,0,0,0,2,0,0.667,0,0,2.7,0,0,0,3,0,1
"BEN BOGLE","ARKANSAS",24,31.49,"D",68.2,69.5,58.4,63.7,3,0,1,0,0,2,0,0,0,56.3,-2,3,0.27,0,0,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.25,0,1,0,0,0,0,1,1,1,1,0.5,3,0,0,0,0,0,0,0,0,1.5,0,0,0.333,4,0,4
"GRANT BEERMAN","ILLINOIS",16,31.37,"D",56.4,66.5,57.7,48.7,4,1,1,1,0,6.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3
"JALEN SMITH","MISS STATE",66,31.03,"D",61,67.7,53.1,66.4,4,0,2,0,0,0,0,0,0,65.8,3,6.8,0.73,0,0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,4,0.571,27,2,1,0,0,0,0,0.286,0,3.9,0.143,0,0,4,0,3
"MASON MURAGIN","ILLINOIS",39,30.96,"D",54.8,53.6,57.5,60.3,2,1,1,1,0,4,1,0,7.7,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
"GRANT GODFREY","KENTUCKY",63,30.48,"D",54.6,59.2,67.9,49.3,6,2,2,2,1,4.25,1,0,8.3,118.8,10,15,1.5,0,1,0,0,2,0,1,1,0,NA,0,0,0,0,0,0,0,0.333,2,0,0,1,2,2,10,4,2,3,1,45,2,0,0,3,0.033,1,0.667,0,15,0,0.143,1,9,0,6
"RAYLEN WILSON","GEORGIA",20,30.41,"D",66.8,69,56.4,63.3,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"CHASE TAYLOR","MICHIGAN",45,30.41,"D",51.4,52.4,74.4,47.2,4,0,2,0,0,2,1,0,20,74.3,11.5,14.7,1.52,0,0,2,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,0.2,1,1,0,0,1,0,6,4,1,3,0.5,44,2,1,0,0,0.035,0,0.333,0,7.3,0.167,0,0.25,5,0,2
"DEREK MCDONALD","N CAROLINA",35,30.37,"D",62.4,67,57.8,58.5,3,2,0,1,0,0,0,0,0,100,6,8,0.53,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,8,0,0,0,1,0,1,0,0,8,0,0,0,3,0,2
"BRAXTON LINDSEY","BYU",23,29.66,"D",69.1,67.3,54.6,70.7,2,0,0,0,0,3,0,0,0,79.2,-5,1,0.13,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
"EAN RHEA","ILLINOIS",21,29.38,"D",53.4,54.8,54.7,60,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"TIMIR HICKMAN-COLLINS","N CAROLINA",18,29.28,"D",67.7,58,57.3,72.1,2,0,2,0,1,3,0,0,50,83.3,3,4,0.5,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,1,1,0,1,1,0,2,0,1,1,1,4,0,0,0,1,0,1,0,0,4,0,0.5,0.5,4,0,3
"ELIJAH LITTLEJOHN","GEORGIA",17,28.45,"D",59.1,57.2,55.9,63.1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,3,0,2
"KELLEN WILEY JR.","MIAMI FL",15,28.1,"D",67.3,66.7,57.1,64.6,2,1,0,0,0,5,0,0,0,95.8,5,7,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,0,1,0,1,0,0,7,0,0,0,2,0,0
"JEREMIAH ALEXANDER","CLEMSON",38,27.75,"D",57.5,67.3,66.4,51.1,4,2,1,1,0,1,0,0,0,116.7,-1.5,12,0.96,1,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,2,1,24,2,0,0,0,0,0,1,0,12,0,0,0,4,0,2
"OWEN HEINECKE","OKLAHOMA",56,27.69,"D",48.7,51.5,57.8,50.9,10,3,5,3,5,3.2,0,0,25,118.8,4,21.5,2.53,0,1,0,0,2,0,1,0,0,NA,0,0,0,0,0,0,0,0.412,4,1,0,1,1,3,13,2,0,2,1,43,1,0,0,0,0.059,0,0.5,0,21.5,0,0.385,0.5,17,0,14
"KEON WYLIE","VA TECH",24,27.31,"D",49.9,39.7,77.5,44.3,1,0,1,0,0,0,1,0,18.8,0,0,0,0,0,0,0,1,1,1,0,1,0,NA,0,0,0,0,0,1,0,0.5,0,1,0,0,2,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,1
"NICK MORRIS JR.","DUKE",45,27.21,"D",57.8,63,NA,60.8,7,1,2,1,1,4.6,0,0,NA,100,-3,8,0.33,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.222,2,0,0,0,0,1,6,1,0,1,1,8,0,0,0,0,0,0,0,0,8,0,0.143,0.5,9,0,5
"FILIP MACIOROWSKI","CINCINNATI",23,27.02,"D",61.9,66.7,58,58.2,3,1,1,1,0,7,0,0,0,118.8,14,25,1.92,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,25,1,0,0,1,0.077,1,1,0,25,0,0,0,3,0,3
"FLETCHER COTHRAN","CLEMSON",16,26.95,"D",63,61.4,57.6,62.9,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"GAVIN NIX","OREGON",25,26.95,"D",61.5,56.1,NA,63.8,2,0,0,0,1,2.5,1,0,NA,39.6,3,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.333,0,3,0,3
"EDWIN SPILLMAN","TENNESSEE",33,26.64,"D",52.6,47.3,64.6,56.7,6,4,0,3,3,0,0,0,7.1,100,7,11.3,2.62,1,0,0,0,0,0,1,0,0,NA,0,1,0,0,0,0,0,0.333,0,0,0,1,1,4,6,3,1,3,0.75,34,2,1,0,0,0.077,0,0.5,0,8.5,0.25,0.5,0,9,0,4
"MADDOX MARCELLUS","VIRGINIA",27,26.51,"D",49.9,65.9,NA,44.6,4,2,1,1,0,5.5,0,0,NA,112.5,6,11,0.65,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,1,1,11,1,0,0,1,0,1,1,0,11,0,0,0,4,0,2
"JEREMIAH BEASLEY","MISSOURI",20,24.97,"D",56.9,65.2,59.4,53.6,2,0,1,0,0,2,0,0,0,70.1,3.7,3.5,0.78,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,0.667,7,1,0,0,3,0,1,0.333,0,2.3,0,0,0,2,0,1
"RASHEEM BILES","TEXAS",65,22.73,"D",45.2,61.9,55,38.9,7,1,3,1,0,4.5,0,0,12.5,113.5,8.9,12.9,2.57,0,1,1,0,1,0,3,0,1,NA,0,0,0,0,0,0,0,0.125,2,1,1,1,1,1,10,7,1,7,0.875,90,4,0,0,0,0.086,0,0.5,0,11.3,0,0,0.333,8,0,6
"COLE SULLIVAN","OKLAHOMA",43,20.63,"D",52.6,45,48.8,70.4,2,1,1,1,1,2,1,0,0,39.6,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,1,0,0,1,1,1,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.333,1,4,0,1
"ZAYDEN WALKER","GEORGIA",22,20.15,"D",55.9,48.5,57.3,63.5,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1
"MAX HARRIS","ARIZONA",28,20.04,"D",45.1,42.1,54.5,63.3,2,0,2,0,1,6,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,1,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,0,2
"MATT KINGSBURY","MINNESOTA",56,19.61,"F",41.5,37.2,57.3,59.6,6,1,2,1,2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.25,2,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,8,0,8
"TAYE BROWN","ARIZONA",58,19.45,"F",56.6,55,53.8,62.7,7,1,2,1,2,8.6,0,0,0,91.7,-3.5,23,1.44,0,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0.3,1,1,0,0,0,1,6,1,1,1,0.5,23,1,0,0,0,0.063,0,0.5,0,11.5,0,0.25,0.5,10,0,7
"XE'REE ALEXANDER","WASHINGTON",29,18.7,"F",56.4,62.8,64.1,45.9,4,0,1,0,0,4,0,0,11.5,158.3,14,41,13.67,0,3,0,0,1,0,1,0,0,NA,0,0,0,0,1,0,0,0.2,1,0,0,3,3,0,3,1,0,2,1,82,1,0,0,0,0.167,0,0.5,0,41,0,0,0.5,5,0,2
"VINCENT SHAVERS JR.","NEBRASKA",25,17.33,"F",58.7,62.1,59.8,56.7,2,1,1,1,0,4,0,0,0,135.4,-1.3,10,2.5,0,0,0,0,1,0,1,0,0,NA,0,1,0,0,1,0,0,0.333,1,0,0,0,0,1,3,2,1,3,0.75,30,1,1,0,0,0.083,0,0.25,0,7.5,0.25,0,1,3,0,1
"ELIJAH BARNES","KENTUCKY",47,16.88,"F",55.7,51.5,47.7,65.5,4,0,1,0,1,4.67,1,0,0,56.3,-2,2,0.09,0,0,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,1,1,0,5,1,0,1,0.5,2,0,0,0,2,0,1,0,0,1,0,0.25,0.5,6,0,3
"CHASE SMITH","MIAMI FL",15,16.75,"F",51.5,48.7,59.2,61.4,1,0,0,0,0,0,0,0,25,79.2,-5,2,0.2,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,2,1,0,0,1,0,1,1,0,2,0,0,0,1,0,1
"FRANK CUSANO","WAKE",52,16.21,"F",50.2,71.2,46.6,43.8,4,2,1,0,1,0,1,1,0,102.1,-0.3,8.5,2.22,2,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0.429,1,0,1,1,1,2,6,5,0,6,1,51,3,0,0,0,0,0,0.5,0,8.5,0,0.5,0.4,7,0,5
"T.J. CAPERS","LOUISVILLE",37,15.98,"F",49.1,52.2,54.7,52.5,1,1,0,1,0,0,0,0,0,60.4,2,8,0.38,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,0.5,8,1,0,0,2,0,1,0.5,0,4,0,0,0,1,0,1
"TAVION WALLACE","KENTUCKY",23,15.91,"F",47.8,52.6,59.5,51.7,1,1,0,1,0,0,0,0,0,104.2,9,9,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,9,1,0,0,0,0,0,1,0,9,0,0,0,1,0,0
"JADEN YATES","HOUSTON",21,15.38,"F",51.4,43.1,54.6,63.8,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"DAWSON MERRITT","NEBRASKA",15,13.67,"F",51.1,40,57.7,64.4,1,0,0,0,0,0,0,0,0,60.4,3.5,8,1.33,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0.5,8,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1
"BRYCE COWAN","VANDERBILT",25,12.55,"F",51.9,70.7,54.5,43.5,1,0,1,0,0,1,0,0,0,72.9,2,14,1.4,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,2,2,0,1,0.5,14,1,0,0,0,0,0,0.5,0,7,0,0,1,2,0,1
"CALVIN THOMAS","N CAROLINA",17,11.53,"F",47.6,60.9,64.6,39.8,1,0,0,0,0,0,0,0,8.3,95.8,-3,7,2.33,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,2,1,0,1,1,7,0,0,0,1,0,1,0,0,7,0,0,0.5,2,0,2
"LANDON DANLEY","VIRGINIA",26,11.42,"F",48.6,55.1,59,49.4,2,1,0,1,1,2,0,0,0,64.6,2.5,10,1.33,0,0,2,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,3,2,0,2,0.5,20,1,0,0,2,0,0.5,0.25,0,5,0,0.333,1,4,0,2
"ARION CARTER","TENNESSEE",54,5.38,"F",43,45.3,56.3,45.3,7,0,1,0,0,6,1,0,0,116,6.7,14.2,2.54,0,0,0,0,2,0,2,1,0,NA,0,1,0,0,0,0,1,0.222,1,0,0,0,1,0,10,5,1,5,0.833,71,5,1,0,0,0.071,0,0.833,0,11.8,0.167,0,0.286,9,0,5
"MOHAMED TOURE","MIAMI FL",17,3.39,"F",57.1,50.9,76.7,53.6,0,0,0,0,1,0,0,0,16.7,118.8,2.5,15,3,0,1,0,0,0,1,1,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,1,30,2,0,0,2,0.1,1,1,0,15,0,1,0,1,0,0
"TA'MERE ROBINSON","USC",17,2.44,"F",55.8,47.9,NA,62.9,0,0,0,0,1,0,0,0,NA,95.8,-4,7,0.64,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,7,0,0,0,0,0,0,0,0,7,0,1,0,1,0,1
"DAVHON KEYS","LSU",20,2.21,"F",30,60.6,NA,28.9,1,0,1,0,1,1,0,0,NA,91.7,-4,6,0.46,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,4,3,0,1,1,6,0,0,0,1,0,1,0,0,6,0,0.5,0,2,0,2
"JA'QUAVION SMITH","ARKANSAS",32,0,"F",44.1,60.6,55.6,41.4,3,0,1,0,0,4,0,0,0,118.8,12,31,5.47,0,0,0,0,1,0,2,0,0,NA,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,4,3,0,3,1,93,3,0,0,0,0.118,0,1,0,31,0,0,0.333,4,0,3
