"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level"
"Brayden Latham","E KENTUCKY",18,22.54,"D",14,"HB",2026,"United Athletic",64.5,4,10,32,3.2,0,1,0,0,1,5,0.5,27,2.7,0,0.1,0.1,2,0.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Christian Vann","GARD-WEBB",36,22.39,"D",34,"HB",2026,"Big South - OVC Football Association",63.3,3,8,22,2.8,0,0,0,0,0,14,1.8,8,1,0,0,0,0,0.125,"GARD-WEBB",34,"Big South - OVC Football Association",56.5,1,19,0,2,1,3,3,0,0,0,0,0,1,0,0,5,5,-1,0,0.16,-1.5,0,1,"100%","0.00%","0.00%",16.7,0,0.105,0,"50.00%","Big South - OVC Football Association","FCS"
"Kemarrion Battles","TOWSON",21,22.25,"D",3,"HB",2026,"CAA",59.8,1,8,25,3.1,0,1,0,0,2,3,0.4,22,2.8,0,0.125,0.25,1,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Jojo Uga","LAMAR",22,22.01,"D",0,"HB",2026,"Southland",63.1,4,8,24,3,0,1,0,0,3,-3,-0.4,27,3.4,0,0.125,0.38,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Zion Dobson","NC CENT",1,21.93,"D",22,"HB",2026,"MEAC",0,0,16,69,4.3,0,3,0,0,0,13,0.8,56,3.5,0,0.188,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Colson Coon","MONTANA ST",20,21.83,"D",28,"HB",2026,"Big Sky",67.3,4,7,29,4.1,0,3,0,0,0,12,1.7,17,2.4,0,0.429,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Camury Reid","SO UTAH",33,21.7,"D",20,"HB",2026,"Big Sky",62.4,6,12,30,2.5,0,1,0,0,2,2,0.2,28,2.3,0,0.083,0.17,0,0.083,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Colton Brunell","N DAKOTA",NA,21.66,"D",21,"HB",2026,"Missouri Valley",0,0,11,65,5.9,0,3,0,0,0,28,2.5,37,3.4,0,0.273,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Jakyre Henley","LAFAYETTE",31,21.63,"D",5,"HB",2026,"Patriot",57.3,1,7,8,1.1,0,1,0,0,1,-6,-0.9,14,2,0,0.143,0.14,1,0.571,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Robert Freeman IV","IDAHO ST",35,21.49,"D",0,"HB",2026,"Big Sky",63.8,5,10,32,3.2,0,2,0,0,0,16,1.6,16,1.6,0,0.2,0,0,0.2,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Jaylen Middleton","HOUCHR",17,21.08,"D",4,"HB",2026,"Southland",63.7,2,9,29,3.2,0,1,0,0,1,3,0.3,26,2.9,0,0.111,0.11,1,0.111,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Ashton Ashford","ALABAMA ST",9,21.02,"D",6,"HB",2026,"SWAC",61.6,2,7,23,3.3,1,0,0,0,1,15,2.1,8,1.1,0,0,0.14,0,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Isaiah Ragland","VILLANOVA",26,20.64,"D",20,"HB",2026,"Patriot",56.4,3,13,42,3.2,0,2,0,0,0,19,1.5,23,1.8,0,0.154,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"TJ Dement","TXRG",29,20.49,"D",4,"HB",2026,"Southland",59,7,12,29,2.4,0,3,0,0,1,5,0.4,24,2,0,0.25,0.08,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Deuce Young","GARD-WEBB",17,20.33,"D",10,"HB",2026,"Big South - OVC Football Association",58.1,2,6,23,3.8,1,2,0,0,0,18,3,5,0.8,0,0.333,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Jareese Howard","ALABAMA ST",14,20.05,"D",23,"HB",2026,"SWAC",63.9,3,8,22,2.8,1,2,0,0,0,12,1.5,10,1.3,0,0.25,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Zuberi Mobley","BETH COOK",20,19.91,"F",11,"HB",2026,"SWAC",63.4,2,6,12,2,0,0,0,0,1,-2,-0.3,14,2.3,0,0,0.17,0,0.5,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Dan Frederick","ELON",15,19.84,"F",2,"HB",2026,"CAA",60.5,2,6,28,4.7,0,1,0,0,0,16,2.7,12,2,0,0.167,0,1,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Parker Jenkins","LAMAR",21,19.6,"F",3,"HB",2026,"Southland",54.9,6,10,24,2.4,0,1,1,0,2,-1,-0.1,25,2.5,0,0.1,0.2,0,0.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Champ Davis","SOUTHERN U",14,19.45,"F",0,"HB",2026,"SWAC",61.4,2,6,22,3.7,0,2,0,0,1,2,0.3,20,3.3,0,0.333,0.17,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Ernest Temple","ALCORN ST",17,19.07,"F",20,"HB",2026,"SWAC",64.3,3,9,32,3.6,0,2,0,0,0,-4,-0.4,36,4,0,0.222,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Michael Dempsey","STETSON",2,18.64,"F",0,"HB",2026,"Pioneer",54.4,0,7,14,2,1,3,0,0,0,6,0.9,8,1.1,0,0.429,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Dorian Harris","MORGAN ST",14,18.54,"F",22,"HB",2026,"MEAC",70.3,4,6,24,4,0,2,0,0,0,10,1.7,14,2.3,0,0.333,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"MEAC","FCS"
"Joshua Tate","ALCORN ST",12,18.39,"F",23,"HB",2026,"SWAC",63.9,3,8,33,4.1,0,1,0,0,0,15,1.9,18,2.3,0,0.125,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jeremiah Coney","STNY BROOK",17,17.99,"F",4,"HB",2026,"CAA",63.7,3,7,17,2.4,0,1,0,0,2,0,0,17,2.4,0,0.143,0.29,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Xavier Goulbourne","ROB MORRIS",16,17.57,"F",0,"HB",2026,"Northeast",56.7,2,6,25,4.2,0,1,0,0,0,8,1.3,17,2.8,0,0.167,0,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Jordan Bennett","BRYANT",13,17.18,"F",28,"HB",2026,"CAA",56.7,2,8,29,3.6,0,2,0,0,0,12,1.5,17,2.1,0,0.25,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Carter James","MS VLY ST",21,16.89,"F",9,"HB",2026,"SWAC",59.9,3,10,23,2.3,0,0,0,0,2,-3,-0.3,26,2.6,0,0,0.2,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Jake Croce","HOLY CROSS",14,16.82,"F",40,"HB",2026,"Patriot",56.8,1,8,15,1.9,0,1,0,0,1,-8,-1,23,2.9,0,0.125,0.13,1,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Yohan-Li Louis","FORDHAM",16,16.48,"F",13,"HB",2026,"Patriot",61.3,4,9,23,2.6,0,1,0,0,1,4,0.4,19,2.1,0,0.111,0.11,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Tyler Arrington","JACKSON ST",NA,16.4,"F",12,"HB",2026,"SWAC",0,0,6,40,6.7,0,2,0,0,0,11,1.8,29,4.8,0,0.333,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Zalan Bennett","JACKSON ST",NA,16.4,"F",25,"HB",2026,"SWAC",0,0,7,43,6.1,0,2,0,0,0,8,1.1,35,5,0,0.286,0,2,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Michael Dellumo","BUTLER",22,16.12,"F",24,"HB",2026,"Pioneer",57.9,2,10,23,2.3,0,2,0,0,0,13,1.3,10,1,0,0.2,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Tyren Buggs","E ILLINOIS",14,16.12,"F",22,"HB",2026,"Big South - OVC Football Association",59.2,1,6,2,0.3,0,0,0,0,3,-9,-1.5,11,1.8,0,0,0.5,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Charles Kellom","E ILLINOIS",21,16.05,"F",4,"HB",2026,"Big South - OVC Football Association",56.6,1,7,20,2.9,0,0,0,0,2,4,0.6,16,2.3,0,0,0.29,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Desmin Jackson","BUTLER",29,16.05,"F",25,"HB",2026,"Pioneer",58,2,10,17,1.7,1,1,0,0,0,8,0.8,9,0.9,0,0.1,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Will Jones","DAVIDSON",34,16.05,"F",28,"HB",2026,"Pioneer",58,2,8,15,1.9,0,0,0,0,1,2,0.3,13,1.6,0,0,0.13,0,0.25,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Jamal Hailey","FL A&M",26,15.99,"F",2,"HB",2026,"SWAC",62.5,4,11,13,1.2,0,0,0,0,2,-6,-0.6,19,1.7,0,0,0.18,0,0.091,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Koven Smith","LAFAYETTE",17,15.98,"F",20,"HB",2026,"Patriot",64.1,3,7,19,2.7,0,1,0,0,0,1,0.1,18,2.6,0,0.143,0,0,0.143,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Justin Montgomery","W GEORGIA",18,15.88,"F",2,"HB",2026,"United Athletic",46.3,1,7,9,1.3,0,0,1,1,2,-9,-1.3,18,2.6,0,0,0.29,0,0.286,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Jayden Sumpter","GEORGETOWN",16,15.77,"F",8,"HB",2026,"Patriot",61.2,2,6,16,2.7,0,0,0,0,1,3,0.5,13,2.2,0,0,0.17,0,0.167,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Isaiah Simmons","MARIST",NA,15.73,"F",2,"HB",2026,"Pioneer",0,0,9,32,3.6,0,2,0,0,0,0,0,32,3.6,0,0.222,0,2,0.222,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Rovaughn Banks Jr.","ABILENE CH",29,15.61,"F",2,"HB",2026,"United Athletic",51,3,12,25,2.1,0,1,1,0,1,0,0,25,2.1,0,0.083,0.08,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"OJ Ross","BRYANT",26,15.56,"F",4,"HB",2026,"CAA",58,2,8,15,1.9,0,0,0,0,0,6,0.8,9,1.1,0,0,0,0,0.375,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Terrence Campbell","RHODE ISLD",25,15.56,"F",27,"HB",2026,"CAA",66.2,3,7,24,3.4,0,1,0,0,0,6,0.9,18,2.6,0,0.143,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
"Emari Matthews","JACKSON ST",NA,15.26,"F",9,"HB",2026,"SWAC",0,0,6,33,5.5,0,3,0,0,0,13,2.2,20,3.3,0,0.5,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"Caleb Naumann","COLGATE",8,15.07,"F",28,"HB",2026,"Patriot",64.6,3,7,15,2.1,0,1,0,0,1,-4,-0.6,19,2.7,0,0.143,0.14,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Troy Flowers","STETSON",9,14.2,"F",8,"HB",2026,"Pioneer",51.8,0,9,31,3.4,0,0,0,0,0,18,2,13,1.4,0,0,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Tre' Hartwell","CHISTA",13,14.17,"F",0,"HB",2026,"IND (FCS)",58.4,1,6,19,3.2,0,1,0,0,0,6,1,13,2.2,0,0.167,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"IND (FCS)","FCS"
"Marcus Harris II","TENN TECH",12,13.69,"F",26,"HB",2026,"Southern",49.2,0,6,12,2,1,1,0,0,0,3,0.5,9,1.5,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Ty Stauffer","BUCKNELL",37,13.59,"F",5,"HB",2026,"Patriot",56.9,3,8,6,0.8,0,1,0,0,2,-4,-0.5,10,1.3,0,0.125,0.25,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Patriot","FCS"
"Elijah Harris","HOUCHR",14,13.53,"F",26,"HB",2026,"Southland",59.9,3,6,19,3.2,0,1,0,0,0,4,0.7,15,2.5,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Shane Lee","NICHOLLS",23,12.79,"F",4,"HB",2026,"Southland",59.3,2,10,12,1.2,0,1,0,0,0,-11,-1.1,23,2.3,0,0.1,0,0,0.1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Zack Simmons-Brown","TENN STATE",20,12.76,"F",6,"HB",2026,"Big South - OVC Football Association",60.7,1,7,2,0.3,0,0,0,0,0,-2,-0.3,4,0.6,0,0,0,0,0.429,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Ryder Hooks","E KENTUCKY",14,12.5,"F",24,"HB",2026,"United Athletic",59.3,2,6,16,2.7,0,1,0,0,0,1,0.2,15,2.5,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Noah Long","STTHOM",NA,12.28,"F",25,"HB",2026,"Pioneer",0,0,7,20,2.9,1,2,0,0,0,8,1.1,12,1.7,0,0.286,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Hakeem Watters","CHARLES SO",11,12.2,"F",0,"HB",2026,"Big South - OVC Football Association",55.1,3,7,8,1.1,0,0,0,0,2,-3,-0.4,11,1.6,0,0,0.29,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Michael Dabney Jr.","CHISTA",24,11.88,"F",28,"HB",2026,"IND (FCS)",53.5,2,9,16,1.8,0,0,0,0,1,1,0.1,15,1.7,0,0,0.11,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"IND (FCS)","FCS"
"Matt Lawson","N DAKOTA",NA,11.28,"F",4,"HB",2026,"Missouri Valley",0,0,6,34,5.7,0,1,1,1,0,19,3.2,15,2.5,0,0.167,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Missouri Valley","FCS"
"Leo Boehling","VA MILT IN",39,11.25,"F",9,"HB",2026,"Southern",51.7,2,11,11,1,0,0,0,0,0,-5,-0.5,16,1.4,0,0,0,0,0.182,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southern","FCS"
"Fredrick Robertson","ALCORN ST",14,10.94,"F",7,"HB",2026,"SWAC",56.2,0,8,13,1.6,0,0,0,0,0,0,0,13,1.6,0,0,0,0,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"SWAC","FCS"
"TJ Lane","Argonauts",NA,10.88,"F",8,"HB",2026,"United Athletic",0,0,7,18,2.6,1,2,0,0,0,4,0.6,14,2,0,0.286,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"United Athletic","FCS"
"Dwayne Wright","CHARLES SO",10,10.53,"F",28,"HB",2026,"Big South - OVC Football Association",56.8,1,6,11,1.8,0,1,0,0,0,-4,-0.7,15,2.5,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Rickey Stewart","STF AUSTIN",12,10.33,"F",25,"HB",2026,"Southland",56.7,1,6,11,1.8,0,1,0,0,0,5,0.8,6,1,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Malik Dotson","E WASHGTON",33,9.66,"F",7,"HB",2026,"Big Sky",46.8,0,9,13,1.4,0,1,0,0,0,-5,-0.6,18,2,0,0.111,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big Sky","FCS"
"Nathan Gray","LIUSHAR",28,9.59,"F",31,"HB",2026,"Northeast",53.4,1,8,9,1.1,0,0,0,0,0,-11,-1.4,20,2.5,0,0,0,0,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Northeast","FCS"
"Kameron Thomas","NWSTATE",16,9.53,"F",18,"HB",2026,"Southland",52.5,0,8,1,0.1,0,0,0,0,1,-13,-1.6,14,1.8,0,0,0.13,0,0.125,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Southland","FCS"
"Brenton Paul","TENN STATE",14,9.38,"F",15,"HB",2026,"Big South - OVC Football Association",54.9,1,7,-7,-1,0,0,0,0,0,-13,-1.9,6,0.9,0,0,0,0,0.429,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Big South - OVC Football Association","FCS"
"Mordecai Ford","STTHOM",NA,9.36,"F",23,"HB",2026,"Pioneer",0,0,7,30,4.3,0,1,1,0,0,19,2.7,11,1.6,0,0.143,0,1,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"Pioneer","FCS"
"Denzell Gibson","NEW HAMP",10,8.82,"F",29,"HB",2026,"CAA",49,3,6,9,1.5,0,1,1,1,0,-2,-0.3,11,1.8,0,0.167,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,NA,"CAA","FCS"
