"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Pass.Break.Up","Lined.up.in.Press.Coverage","Interception","Average.Depth.of.Tackle","Receiving.Yards.per.Coverage.Target","Drops...Off.Targets.Receptions.Forced","Average.Depth.of.Target.per.Coverage","Pass.Stop","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Pass.Plays","Assist.on.Pass.Plays","Missed.Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Dropped.Int","Touchdowns.Allowed","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Run.Tackle.for.Losss.or.No.Gain","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Beaten.Defender","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interceptions"
"MARLIN ODOM","TROY",15,45.41,"C",65.2,64.7,60,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"QUANDARIUS KEYES","UNLV",67,45.17,"C",56.2,57.9,56.7,51.9,2,0,0,1,NA,0,0,4.6,1,11.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0.429,32,1,1,0,0,0.033,0,0.143,0,0.143,0,0,2,0,2,0,0
"DERRICK ROGERS","FAU",38,44.91,"C",58.3,52.2,66.6,60,3,2,0,0,NA,0,0,4.3,0,13,0,0,1,0,0,2,0,0,50,1,0,0,0,0,0,0,0,0,0.25,0,0,1,2,2,2,0,2,0.667,13,1,0,0,0,0,0,0.333,0,0,0,0.5,4,0,2,0,0
"LIAM LINDO","N ILLINOIS",60,44.68,"C",66.2,65,65.9,NA,1,0,0,0,NA,0,0,4.5,0,17,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.5,9,1,0,0,0,0,0,0.5,0,0,0,0,1,0,2,0,0
"CHARLES MCCARTHERENS","MARSHALL",33,44.65,"C",63.4,63,60.9,NA,NA,0,0,0,NA,0,0,3.3,2,9.3,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,0.333,10,1,0,0,0,0,0,0.333,0,0,NA,NA,NA,0,0,0,0
"A'TIQ MUHAMMAD","KENT STATE",45,44.64,"C",63.8,62.5,65.7,NA,4,0,1,0,NA,0,11,5.8,0,14.6,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,2,2,1,2,0.4,29,1,0,0,0,0.032,0,0.2,0,0,0,0.25,5,0,4,0,0
"GABE ARAMBOLES","BALL ST",15,44.61,"C",63.9,63.5,60.1,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"TJ CRANDALL","OREGON ST",72,44.27,"C",60.7,61.2,58.1,NA,6,2,1,1,NA,0,0,7,0,6.5,1,1,2,0,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,2,5,4,1,5,0.833,42,4,1,0,3,0.032,0.5,0.667,0,0.167,0.333,0.333,9,0,6,0,0
"WILLARD FERRELL","W MICHIGAN",28,44.26,"C",58,56.5,62.9,NA,1,0,0,0,NA,0,0,0,0,32,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TRACY HILL JR.","GA SOUTHRN",49,44.16,"C",68.7,68.5,63.8,60,2,0,0,0,NA,0,0,4.7,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,1,0,0,0,0,0,0.333,0,0,0,0,2,0,2,0,0
"TRE'QUON FEGANS","JVILLE ST",68,44.11,"C",69.7,68.3,69.7,NA,2,0,0,0,NA,0,9,8,0,-1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0
"JAQUISE ALEXANDER","DELAWARE",34,43.89,"C",61.7,58.6,70.2,NA,3,0,1,0,NA,0,2,9.3,1,15.3,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0.667,28,2,0,0,0,0.048,0,0.667,0,0,0,0,3,0,2,0,0
"MAURION ELEAM","LA LAFAYET",59,43.87,"C",53,46.9,70.7,55.5,6,1,1,1,NA,0,12.33,11.3,1,8.9,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,5,1,5,0.714,79,5,1,0,0,0.13,0,0.714,0,0.143,0,0,6,0,5,0,0
"KENDALL BANNISTER","OHIO",74,43.32,"C",60.2,55.6,73.8,NA,5,0,2,0,NA,0,2.5,35.7,0,19.7,1,2,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,2,1,2,0.667,107,2,1,0,0,0.063,0,0.667,0,0.333,0,0,5,0,3,0,0
"DEMARIO BOOKHART","LA TECH",15,43.27,"C",61.6,60.3,61.4,NA,2,2,0,0,NA,0,0,15,0,12,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,15,0,0,0,1,0.077,1,0,0,0,0,0,2,0,1,0,0
"KOLBY PEAVY","SO MISS",15,43.14,"C",65.3,64.8,61.4,NA,2,0,0,0,NA,0,0,3,0,-2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"TRULY BELL III","FRESNO ST",18,43.13,"C",55.6,54,61.9,NA,NA,0,0,0,NA,0,0,0,1,30,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"COLE WATSON","LA TECH",21,43.12,"C",58.2,64.3,43.3,68.1,3,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,5,0,0,0,0
"JAY HARPER","LA MONROE",61,43.11,"C",63.3,60.6,66.6,NA,4,2,0,0,NA,0,6,15,0,16,0,1,0,0,1,2,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2,2,1,0,1,1,15,1,0,0,0,0.056,0,1,0,0,0.2,0,5,0,3,0,0
"SHERROD SMITH","BOISE ST",56,42.95,"C",54.9,52.9,65.8,NA,3,0,0,1,NA,0,16,21.8,1,31.8,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0.4,109,2,1,0,0,0.059,0,0.4,0,0.2,0,0,3,0,3,0,0
"RAY JAMES JR.","N DAK ST",42,42.76,"C",47.9,65.9,35.6,57.6,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,12.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,NA
"JAIR MURPHY","USF",30,42.74,"C",54.2,42.8,70.3,NA,4,1,1,0,NA,0,2,12,1,19.5,0,1,0,0,0,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,1,3,2,0,1,0.5,24,1,0,0,0,0.125,0,0.5,0,0,0,0,4,0,2,0,0
"ARMONI RUE","LA MONROE",21,42.54,"C",55.1,53.9,61.2,NA,1,0,0,0,NA,0,0,0,1,17,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"RYAN GADSON","FIU",42,42.43,"C",54.6,57.5,45.2,NA,4,1,1,0,NA,0,0,4.1,2,13.3,1,1,1,1,1,0,0,0,NA,0,1,0,0,0,0,0,0,0,0.333,0,1,0,1,6,5,4,5,0.5,41,2,2,0,0,0.035,0,0.2,0,0.2,1,0.2,6,0,5,0,0
"JAKOBE CAMPBELL","NEW MEX ST",46,42.26,"C",59.1,59.9,56.6,58.9,5,1,1,0,NA,0,3,11.2,1,7.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,5,0.833,67,4,0,0,0,0.03,0,0.667,0,0,0,0,5,0,2,0,0
"JERICO WASHINGTON JR.","BOISE ST",55,42.24,"C",60.7,59.8,63.5,NA,2,0,0,1,NA,0,0,5.8,0,20.5,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,4,2,2,0.5,23,2,1,0,0,0,0,0.5,0,0.25,0,0.5,4,0,5,0,0
"DRAVON WILSON","SM HOUSTON",29,42.12,"C",59.2,55.2,72.3,NA,2,0,1,1,NA,0,8,9.8,0,20.8,0,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,1,0,0,0,3,3,1,2,0.5,39,2,1,0,0,0.1,0,0.5,0,0.25,0,1,3,0,2,0,0
"ASAAD CHAPMAN","UTSA",40,41.64,"C",63.9,61,70,NA,3,1,1,0,NA,0,15,11.6,1,10.8,1,1,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,2,2,1,4,0.8,58,2,0,0,1,0.059,0.2,0.4,0,0,0,0.5,4,0,2,0,0
"JUSTIN WATTS","DOMINION",30,41.46,"C",62.6,57.1,75.6,NA,3,0,1,0,NA,0,2,21,0,19,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,21,1,0,0,0,0.059,0,1,0,0,0,0,3,0,0,0,0
"CALDRA WILLIFORD","TULSA",45,41.21,"C",60,58.9,64.1,NA,4,2,1,0,NA,0,0,20.7,0,19.7,1,1,2,2,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0.333,0,1,0,2,3,3,1,3,1,62,3,0,0,0,0.033,0,1,0,0,0,0.333,5,0,3,0,0
"AIDEN WALKER","NEVADA",66,41.06,"C",65.5,63.9,67,NA,2,0,1,0,NA,0,10,4,1,-0.8,1,0,2,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,3,2,5,0.833,24,1,0,0,0,0,0,0.167,0,0,0,0.667,4,0,4,0,0
"LOYALL MOUZON","FRESNO ST",47,40.59,"C",59,57.4,65.6,59.4,4,0,0,0,NA,0,2,7.8,2,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0.667,47,2,0,0,0,0,0,0.333,0,0,0,0,4,0,3,0,0
"WARREN SMITH JR.","SACRAMENTO",36,39.85,"D",45.3,37.1,74.3,57.8,5,3,0,0,NA,0,0,NA,NA,NA,0,NA,2,1,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,7,0,4,0,NA
"CAM JONES","TOLEDO",30,39.69,"D",58.9,62.9,50.8,NA,1,0,0,0,NA,0,0,4,1,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0.5,8,1,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,0
"JUSTIN BROWN","W KENTUCKY",30,39.53,"D",54.4,56.9,58.4,48.6,5,0,2,0,NA,0,1,25.5,0,19,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.286,2,1,1,0,3,2,0,2,1,51,1,0,0,0,0.059,0,0.5,0,0,0.333,0.5,7,0,1,0,0
"KAI RAPOLLA","WASH STATE",65,39.38,"D",52.2,53.2,50.5,NA,3,0,1,0,NA,0,0,4.7,1,6,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6,4,0,4,0.667,28,2,0,0,0,0,0,0.333,0,0,0,0,3,0,4,0,0
"JERRICK HARPER","RICE",26,39.34,"D",61,60,62.4,NA,1,0,0,0,NA,0,0,10,0,10,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"DREY BRAXTON","BOWL GREEN",57,39.19,"D",54.4,57.6,48.4,NA,4,3,0,0,NA,0,19,8.5,0,7,0,0,0,0,2,3,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,3,5,2,0,2,1,17,1,0,0,0,0,0,0.5,0,0,0.333,0,6,0,2,0,0
"DAMILL BOSTIC JR.","COAST CAR",39,38.91,"D",59,57.4,65.2,NA,4,0,0,0,NA,0,20,7.5,0,11.5,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,15,1,0,0,0,0,0,0.5,0,0,0,0,4,0,2,0,0
"KALEB MILES","UTEP",28,38.91,"D",60.3,65.3,51.3,58.1,1,0,0,0,NA,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,1,0,0
"TYLER HALLUM","KENNESAW",33,38.27,"D",60.9,62.6,63.8,48.6,2,0,0,0,NA,0,0,10,0,10,0,0,1,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0.333,0,0,1,0,2,1,0,1,1,10,1,0,0,0,0,0,1,0,0,0,0.333,3,0,3,0,0
"MARKIE GRANT","UTAH ST",60,38.05,"D",55.4,52.2,72.8,NA,3,0,1,0,NA,0,2,8.9,2,13.9,0,3,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,4,0.571,62,4,1,0,0,0.079,0,0.571,0,0.143,0,0,3,0,2,0,0
"KHALIL CONLEY","APP STATE",64,37.96,"D",63.6,68.9,36.3,NA,6,0,1,0,NA,0,0,4.9,2,7.3,1,0,1,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,5,3,3,6,0.75,39,3,0,0,0,0,0,0.375,0,0,1,0.143,9,0,7,0,0
"ASA LOCKS","TEMPLE",54,37.89,"D",61.2,57,73.7,NA,3,1,0,0,NA,0,9,8.6,1,6,0,2,2,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,0,0,0,1,4,4,1,3,0.6,43,1,1,0,0,0.067,0,0.2,0,0.2,0,0.5,5,0,4,0,0
"MAKANA MEYER","HAWAII",25,37.71,"D",57,54.7,62.8,NA,2,0,0,0,NA,0,7,12.5,1,20,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.5,25,1,0,0,0,0.053,0,0.5,0,0,0,0,2,0,1,0,0
"TONY-LOUIS NKUBA","UNLV",30,37.64,"D",57.6,59.9,53.9,59,2,0,0,0,NA,0,0,5.3,2,17.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,3,2,1,1,0.333,16,1,0,0,0,0.063,0,0.333,0,0,0,0.333,3,0,2,0,0
"DARRELL SWEETING","UAB",56,37.2,"D",64.5,65,59.7,NA,3,0,0,0,NA,0,12,5,0,4,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,1,0,1,1,5,1,0,0,0,0,0,1,0,0,0.5,0,4,0,2,0,0
"KYREN CONDOLL","RICE",34,36.81,"D",58.7,56.2,68,NA,6,1,0,0,NA,0,15,23,0,12.7,0,1,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.143,0,0,0,1,1,1,0,3,1,69,1,0,0,1,0.053,0.333,0.333,0,0,0,0.2,7,0,4,0,0
"AHAMAD CHAPMAN","UTSA",46,36.79,"D",47.9,50,47.2,NA,3,2,1,0,NA,0,2,5.5,2,11.3,0,1,0,2,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,1,0,0,2,5,3,0,2,0.5,22,2,0,0,0,0.053,0,0.5,0,0,0.667,0,5,0,3,0,0
"ROMAN TILLMON","BOISE ST",15,36.71,"D",53.1,52.7,60,59.4,2,0,1,0,NA,0,0,6,1,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0.75,24,2,0,0,0,0,0,0.5,0,0,0,0,2,0,2,0,0
"ANTHONY PINNACE","BALL ST",26,36.66,"D",62.1,71.9,29.9,NA,2,0,0,0,NA,0,0,3.3,1,12.3,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2,0,1,2,0.667,10,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0
"CHASE USHER","CHARLOTTE",33,36.66,"D",61,60.6,62,58.9,2,0,0,1,NA,0,0,11.5,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,3,1,2,1,23,2,1,0,1,0,0.5,1,0,0.5,0,0.5,4,0,4,0,0
"ZION JONES","NEVADA",56,36.35,"D",52.2,55.8,58.9,59.6,1,0,1,0,NA,0,6,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"TOBY BOLTON","GA STATE",44,36.26,"D",59.5,58.7,62.8,NA,5,1,0,0,NA,0,0,16,0,15.2,0,2,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,0.8,80,4,0,0,0,0.063,0,0.8,0,0,0,0,5,0,4,0,0
"ZION FRINK","DOMINION",67,36.24,"D",50.1,51.1,64.1,NA,5,4,0,0,NA,0,0,13.2,1,6,0,2,1,2,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0.167,0,0,0,4,6,5,0,4,0.8,66,4,0,0,3,0.048,0.6,0.8,0,0,0,0.25,6,0,3,0,0
"CHAUNCEY LOGAN JR.","MEMPHIS",64,36.19,"D",50.6,49.7,56.4,NA,5,0,2,1,NA,0,6,15.8,0,10.8,1,2,2,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.286,1,0,0,0,5,4,2,4,0.667,95,3,1,0,0,0.074,0,0.5,0,0.167,0,0.4,7,0,6,0,0
"DJ VOLTZ","N DAK ST",23,35.14,"D",49.2,47,62.5,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,2,0,NA
"JONAH MARTINEZ","SO MISS",17,34.92,"D",63.1,60.4,64.8,NA,1,0,0,0,NA,0,39,12.5,0,12.5,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,1,1,0.5,25,1,1,0,0,0.25,0,0.5,0,0.5,0,1,2,0,1,0,0
"ZACH CODY","RICE",16,34.87,"D",58.5,57.7,60.7,NA,1,0,0,0,NA,0,0,9,0,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"JAVON GILLESPIE","NEW MEX ST",33,34.31,"D",56.5,60.6,44.5,NA,4,0,0,0,NA,0,0,16.3,0,15.7,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,49,1,0,0,0,0.053,0,0.333,0,0,0,0,4,0,6,0,0
"CALEB DOBBS","E MICHIGAN",48,34.19,"D",58,56.6,63.8,NA,2,0,0,0,NA,0,0,7.3,1,8.3,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0.75,29,3,0,0,0,0.04,0,0.75,0,0,0,0,2,0,3,0,0
"JAMAL OLFORD","JAMES MAD",16,34.04,"D",55.5,64.1,45.1,NA,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
"JAMIR BENJAMIN","RICE",43,33.02,"D",59.5,57.7,65.9,60,4,0,1,0,NA,0,12,11.6,0,11.8,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2,0,1,0,0,3,3,1,4,0.8,58,3,0,0,3,0.13,0.6,0.6,0,0,0,0.25,5,0,4,0,0
"CORDARIAN POWELL","TEXAS ST",31,32.99,"D",56.9,55.6,62.5,NA,2,0,0,0,NA,0,0,7.3,1,3.3,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,2,2,0,2,0.667,22,1,0,0,0,0,0,0.333,0,0,0,0.333,3,0,2,0,0
"BJ ALLEN JR.","N TEXAS",38,32.59,"D",54.2,54.7,57.2,59.3,4,0,1,0,NA,0,0,7.3,0,4,1,0,1,0,1,0,0,0,50,1,0,0,0,0,0,0,0,0,0.333,0,0,1,0,4,3,0,3,1,22,1,0,0,0,0,0,0.333,0,0,1,0.2,6,0,5,0,0
"JONATHAN AKINS","E CAROLINA",22,32.57,"D",57,55.6,61.8,NA,NA,0,0,0,NA,0,0,13,0,14,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,1,13,1,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0
"ZY JACKSON","LA MONROE",56,32.25,"D",53.9,58.7,46.4,NA,2,0,0,1,NA,0,8,16.3,0,16.5,0,1,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,5,2,1,3,0.75,65,3,1,0,0,0.045,0,0.75,0,0.25,0.5,0,3,0,3,0,0
"KYE STOKES","UTAH ST",15,32.03,"D",53.5,53.5,60,NA,6,0,0,0,NA,0,0,11.3,0,5,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,34,2,0,0,0,0.083,0,0.667,0,0,0,0,6,0,5,0,0
"DEREK FIELDS","BALL ST",52,32.02,"D",57.5,58.6,53.3,NA,2,0,1,0,NA,0,0,4.8,0,-0.5,1,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,5,4,1,4,1,19,1,0,0,0,0,0,0.25,0,0,0,0.333,3,0,3,0,0
"TJ SMITH","TULANE",32,31.76,"D",52.3,53.9,52.6,NA,2,0,0,0,NA,0,5,0,1,13,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,4,0,2,0,0
"CJ CLINKSCALES JR.","CHARLOTTE",26,31.44,"D",54.3,53.2,61.8,NA,3,1,0,0,NA,0,0,8.8,0,4.3,0,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,4,1,35,2,0,0,2,0.056,0.5,0.5,0,0,0,0,3,0,1,0,0
"DONMIEL ROGERS","E MICHIGAN",21,31.27,"D",57.3,64.8,47.6,57,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"JAYLEN POLLARD","W KENTUCKY",32,31.07,"D",59.6,64.1,54.6,NA,2,0,0,0,NA,0,4,13,0,-5,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,0,0,1,1,13,1,0,0,0,0,0,1,0,0,0.5,0,3,0,1,0,0
"ELIAS MULLICAN","SACRAMENTO",30,30.7,"D",55.2,59.2,45.1,NA,1,0,1,0,NA,0,0,NA,NA,NA,1,NA,1,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,3,0,3,0,NA
"ANGELO STOCKSTILL","KENT STATE",48,30.52,"D",59.2,58.4,62.4,60,0,0,0,0,NA,0,0,6.7,3,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,3,0.5,40,1,0,0,0,0.03,0,0.167,0,0,0,1,1,0,1,0,0
"CAIDEN NEWSOME","AKRON",33,30.3,"D",54.1,53.3,61.6,NA,3,0,0,0,NA,0,0,6.8,1,10.2,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,4,4,1,4,0.8,34,3,0,0,0,0,0,0.6,0,0,0,0.25,4,0,4,0,0
"KENDALL GRIFFIN","WYOMING",34,29.56,"D",50,45.1,63.5,NA,6,1,0,0,NA,0,7,19.3,0,19,0,2,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,3,1,58,2,0,0,0,0.167,0,0.667,0,0,0,0,6,0,4,0,0
"NOAH MANGHAM","GA SOUTHRN",60,29.53,"D",43.9,44.5,49.7,NA,4,2,1,0,NA,0,2,5.9,2,24.6,0,1,2,2,2,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.5,1,0,0,2,9,7,1,3,0.429,41,3,1,0,0,0.027,0,0.429,0,0.143,0.667,0.4,8,0,4,0,0
"MACHO STEVENSON","TULANE",25,29.25,"D",48.2,49.6,53.5,NA,2,0,0,0,NA,0,0,7.5,1,11.8,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0.5,30,2,0,0,0,0.077,0,0.5,0,0,0,0,2,0,2,0,0
"DEANDRE BOYKINS","FIU",54,29.12,"D",58.2,60.4,51.5,59.8,1,0,0,0,NA,0,0,9,1,18.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,2,0,2,0.667,27,1,0,0,0,0.029,0,0.333,0,0,1,0,2,0,1,0,0
