"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Stop","Assist.Tackles.on.Run.Plays","Pass.Break.Up","Interceptions","Drops...Off.Targets.Receptions.Forced","Yards.per.Reception.Allowed","Run.Tackle.for.Losss.or.No.Gain","Receiving.Yards.Allowed.per.Snap","Average.Depth.of.Tackle","Lined.up.in.Press.Coverage","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Run.Plays","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Touchdowns.Allowed","Beaten.Defender","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage"
"ISAAC PAUL","KENNESAW",56,39.13,"D",61,59.3,63.4,NA,4,0,0,39.6,0,0,0,0,1,0,0,0,8,NA,19,0,2,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
"ROGER JONES JR.","AIR FORCE",56,39.07,"D",63.3,59.4,67.6,59.2,4,0,2,0,0,0,0,0,0,0,0,0,7,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
"D-ICEY HOPKINS","LIBERTY",58,39.01,"D",56.8,57.3,57.5,57.4,5,2,0,88.2,0,1,0,0,0,11,0,0.69,20,NA,8.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,2,3,2,0,2,0.667,22,2,0,0,0,0,0,0.667,0,7.3,0,0.333,0
"BLAKE MATTHEWS","DELAWARE",50,38.96,"D",62,56,59.4,70.8,1,0,0,104.2,0,0,0,0,0,9,0,0.56,3,NA,-6,0,2,0,0,20,3,0,0,0,0,1,0,0,0,0,0,0.667,0,0,4,0,3,1,0,1,1,9,0,0,0,0,0,0,0,0,9,0,0,1
"LOGAN CHRISTENSEN","UNLV",25,38.89,"D",64.9,64.7,61.5,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"JAMARCUS PIERRE","TEMPLE",17,38.86,"D",58.5,64.1,52.3,NA,1,0,1,0,0,0,0,0,0,0,0,0,4,NA,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"KEVIN LONGSTREET","NEW MEXICO",22,38.58,"D",64.4,64,61.7,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"JACKQUINTIN BAL","WASH STATE",33,38.24,"D",60.3,48.7,82.8,NA,6,1,2,116.7,0,0,0,0,0,12,1,1.2,3.33,NA,1.5,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,0,2,1,24,2,0,0,0,0,0,1,0,12,0,0,0
"CHAKAI SCOTT","SACRAMENTO",19,38.22,"D",54.1,57.8,65.8,NA,2,0,0,NA,0,0,0,NA,NA,NA,0,NA,6,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"AHRAN OGBOR","RICE",26,38.13,"D",56.7,59.1,53.9,NA,3,3,0,85.4,0,1,0,0,1,20,0,1.82,0,NA,14.5,2,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,3,2,1,0,1,0.5,20,1,0,0,1,0.091,0.5,0.5,0,10,0,0.5,0
"DONOVAN TURNER","SACRAMENTO",18,38,"D",57.7,64.6,49.6,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,1,NA,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"JOSHUA MOORE","TULANE",34,37.45,"D",58.5,65.3,48.7,57.5,0,0,0,39.6,0,0,0,0,0,0,0,0,0,NA,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALEXANDER FORD","KENNESAW",49,36.79,"D",59.3,57.5,62.5,59.7,6,2,0,118.8,0,1,0,0,0,13.5,0,1.23,8.5,NA,-0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,2,4,2,0,2,1,27,2,0,0,0,0,0,1,0,13.5,0,0,0.25
"DYLAN SMITH","MEMPHIS",72,36.74,"D",56.8,51,65.8,NA,11,2,2,118.8,0,2,0,0,0,16.5,0,2.2,12.17,NA,11,0,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.083,2,0,0,2,5,3,0,4,1,66,3,0,0,0,0.067,0,0.75,0,16.5,0,0.111,0
"BRANDON JONES","N TEXAS",39,36.49,"D",49.1,36.6,76.1,60,5,3,0,99.3,0,2,0,0,1,15,0,1.5,13,NA,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,0.667,30,2,0,0,0,0.05,0,0.667,0,10,0,0,0
"DAEVON ILES","DOMINION",54,36.47,"D",58.7,58.9,58,NA,5,0,2,108.3,2,0,0,0,0,10,0,0.88,0,NA,5.3,0,1,1,0,NA,0,1,0,0,0,0,0,0,0,0,0,0.167,0,1,0,0,4,3,1,3,1,30,2,0,0,0,0.029,0,0.667,0,10,0,0,0.167
"RONNELL DAVIS","BUFFALO",63,36.42,"D",63.4,55.6,81.3,NA,9,2,2,158.3,0,1,0,0,0,19,0,2.24,5.33,NA,12.5,1,1,2,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.1,2,0,0,2,4,3,0,4,1,76,3,0,0,0,0.059,0,0.75,0,19,0,0,0.167
"CHAPMAN LEWIS","UTAH ST",63,36.23,"D",53.2,48,72.5,56.9,5,0,2,53.8,0,0,0,0,3,11,1,0.51,2,NA,14.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,4,1,2,0.4,22,2,0,0,0,0.023,0,0.4,0,4.4,0,0,0
"NOREY JOHNSON","KENT STATE",34,36.08,"D",62.4,67.4,48.8,NA,3,2,0,91.7,0,0,0,0,0,6,0,0.6,0,NA,-0.5,2,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2,2,1,1,2,1,12,1,0,0,0,0,0,0.5,0,6,0,1,0.25
"DONAVAN HOWARD","UTEP",27,35.9,"D",61,60.3,60.3,57.8,2,0,1,52.1,1,0,0,0,2,16,0,0.89,0,NA,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.333,16,1,0,0,0,0.056,0,0.333,0,5.3,0,0,0
"CHASE DAVIS","TEXAS ST",36,35.75,"D",58.7,55.1,67.8,NA,4,1,0,104.2,0,0,0,0,0,9,0,0.78,19,NA,2,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,18,1,0,0,0,0,0,0.5,0,9,0,0,0
"JAMARION KEYES","TROY",16,35.45,"D",66.2,65.5,62.8,60,2,1,0,118.8,0,1,0,0,0,14,0,1.56,0,NA,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14,1,0,0,0,0,0,1,0,14,0,0,0
"GERAYAS GRIMES","FRESNO ST",52,35.38,"D",61,57.8,68,NA,1,0,1,52.9,1,0,0,0,2,10.5,0,0.66,0,NA,11,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0.4,21,1,0,0,0,0.031,0,0.2,0,4.2,0,0,0
"JAYLEN ARCHIBALD","N DAK ST",28,34.75,"D",41.5,38,55.2,NA,3,2,0,NA,0,2,0,NA,NA,NA,0,NA,0,NA,NA,0,1,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0.25,0,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5
"CAMERON UPSHAW JR.","UTSA",43,34.39,"D",49.4,59.7,45.5,NA,4,0,1,0,0,0,0,1,0,0,0,0,7.67,NA,0,0,1,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
"BEN MINICH","MIAMI OH",28,34.33,"D",51.6,49.3,62.2,NA,0,0,0,39.6,0,0,0,0,1,0,0,0,0,NA,18.7,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ESTEBAN GUILLORY","UTEP",35,34.33,"D",54.9,55,56.3,60,3,0,0,38.9,0,0,0,1,0,7.5,0,1.15,10.5,NA,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,3,2,1,2,0.667,15,0,0,0,0,0,0,0,0.333,5,0,0.333,0
"CEDRICK HAWKINS JR.","USF",16,34.24,"D",61.7,49.9,69.9,NA,6,1,1,118.8,0,1,0,0,0,13,0,4.33,4.75,NA,13,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,13,1,0,0,0,0,0,1,0,13,0,0,0
"JOE REDDISH","APP STATE",16,34.03,"D",50.2,64.5,38.3,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0
"SHAMAR MCINTOSH","CHARLOTTE",24,33.83,"D",49.8,64.9,32.3,NA,2,0,1,0,0,0,0,0,0,0,0,0,5,NA,0,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
"CHASE JACKSON","COAST CAR",44,33.59,"D",61.5,57.7,69.1,NA,4,1,2,105.2,1,0,0,0,0,9.3,0,1.42,5,NA,4.8,1,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,1,3,3,1,4,1,37,3,0,0,0,0.039,0,0.75,0,9.3,0,0,0.25
"KYON CONYERS","N ILLINOIS",66,33.44,"D",57.4,52.7,69.7,NA,8,0,3,142,3,0,0,0,0,8.6,0,1.88,10,NA,6.6,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,7,1,60,5,0,0,0,0.031,0,0.714,0,8.6,0,0,0
"BRANDON BARNES","ARK STATE",18,32.91,"D",57.5,64.9,53.6,NA,1,0,0,56.3,0,0,1,0,0,5,0,0.56,0,NA,4,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2,1,1,1,0.5,5,1,1,0,0,0,0,0.5,0,2.5,0.5,1,0
"KEVIN ADAMS III","TULANE",56,32.74,"D",52.1,41.6,77.9,NA,9,1,2,95.5,1,1,0,0,2,11.4,0,1.78,7.6,NA,7.9,0,3,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,1,6,6,1,5,0.714,57,2,0,0,0,0.063,0,0.286,0,8.1,0,0,0.5
"TYLAN BOYKIN","E MICHIGAN",29,32.63,"D",66.3,65.9,62.8,NA,NA,0,0,91.7,NA,NA,0,0,0,6,NA,0.43,0,NA,-1,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,1,1,6,0,0,0,0,0,0,0,0,6,0,NA,NA
"TONY NEWSOME JR.","W KENTUCKY",29,32.05,"D",59.9,62.5,52.6,NA,3,1,0,127.1,0,1,0,0,0,5,0,0.31,4,NA,10,0,0,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,1,2,1,0,1,1,5,1,0,0,0,0,0,1,0,5,0,0.333,0
"DJ WALKER","OHIO",46,31.09,"D",51.8,37,82.3,NA,9,1,4,118.8,1,1,0,0,0,29.7,1,3.87,3.25,NA,12.7,0,2,2,0,NA,0,0,0,0,0,0,0,0,0,1,0,0.182,3,1,0,1,4,4,0,3,1,89,2,0,0,0,0.087,0,0.667,0,29.7,0,0,0.333
"KOA AKUI","RICE",41,30.92,"D",51.4,54.7,48.2,NA,5,2,0,111.6,0,1,3,0,2,10.2,0,2.22,0,NA,10.9,2,1,1,2,NA,0,0,0,2,0,0,0,0,0,0,0,0.375,0,0,0,3,7,5,2,5,0.556,51,5,3,0,4,0.043,0.444,0.556,0,5.7,0.333,0.667,0.2
"DOUG NELSON","TROY",37,30.89,"D",61.1,60,62.9,60,1,0,0,79.2,0,0,0,0,0,-1,0,-0.08,0,NA,-5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,-2,0,0,0,0,0,0,0,0,-1,0,0,0
"SETH GATHERS","JAMES MAD",38,30.54,"D",57.6,54.6,64.5,NA,1,1,0,83.3,0,1,0,0,1,19,0,0.83,0,NA,10.5,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,19,1,0,0,0,0.043,0,0.5,0,9.5,0,0,0
"JAKE POPE","UNLV",52,30.34,"D",47.6,47.9,50,NA,4,3,0,140.3,0,3,0,0,1,15.5,0,1.19,0,NA,3,0,0,1,1,NA,0,0,1,1,0,0,0,0,0,0,0,0.2,0,0,0,3,6,3,0,2,0.667,31,1,0,0,0,0.039,0,0.333,0,10.3,0,0.25,0
"KODY JACKSON","LA LAFAYET",59,30.33,"D",58.2,54.2,65.1,57.1,4,0,2,127.1,0,0,0,0,0,5,2,0.21,4.5,NA,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.333,2,2,0,0,3,2,0,1,1,5,1,0,0,0,0,0,1,0,5,0,0.2,1
"AYDEN DUNCANSON","E CAROLINA",21,30.16,"D",44.1,48.5,48.7,NA,1,0,0,39.6,0,0,0,0,1,0,0,0,0,NA,27,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZYEIR GAMBLE","E CAROLINA",55,29.95,"D",62.3,51.9,77.3,NA,3,0,1,67.4,0,0,0,0,2,27,0,1.13,4.33,NA,3.3,0,1,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0.25,1,0,0,0,2,2,0,1,0.333,27,1,0,0,0,0.042,0,0.333,0,9,0,0,1
"DEVIN HENDERSON","APP STATE",66,29.82,"D",55.9,59.7,40.9,63,3,1,0,135.4,0,0,2,0,1,38,0,2.05,0,NA,16.8,1,0,2,3,50,1,0,0,1,0,0,0,0,0,0,0,0.5,0,0,1,1,4,2,2,2,0.5,76,2,2,0,0,0.054,0,0.5,0,19,0.5,1,0
"DAVION WILLIAMS","E MICHIGAN",23,29.48,"D",58.5,48,73.1,NA,6,0,1,135.4,0,0,0,0,1,38,0,3.17,9.8,NA,29,0,1,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.143,1,0,0,0,2,2,1,1,0.5,38,1,1,0,0,0.083,0,0.5,0,19,0.5,0,0.5
"CJ MCBEAN","NEW MEXICO",24,29.45,"D",62.2,56.4,64,60,2,0,0,108.3,0,0,0,0,0,10,0,0.63,9,NA,10,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,10,1,0,0,0,0,0,1,0,10,0,0,0
"SABOOR KARRIEM","TEMPLE",44,29.31,"D",48.3,37.5,76.9,NA,8,2,3,149.3,0,2,0,0,1,23,1,1.92,4.6,NA,14.3,0,1,2,0,NA,0,0,0,2,0,0,0,0,0,0,0,0.111,3,1,0,2,6,5,0,2,0.667,46,2,0,0,0,0.083,0,0.667,0,15.3,0,0,0.5
"BO SIMPSON-NEALY","FAU",36,29.27,"D",57,49.9,72.9,NA,2,1,1,70.1,0,1,0,1,0,21,0,2,3,NA,17,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,0.667,42,2,0,0,0,0.095,0,0.667,0.333,14,0,0,0
"DAYTIONE SMITH","MARSHALL",64,28.93,"D",55.3,52.1,67.4,NA,3,2,0,136.5,0,2,0,0,1,10.3,0,0.63,0,NA,7.8,0,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,2,4,4,0,3,0.75,31,3,0,0,0,0,0,0.75,0,7.8,0,0,0.5
"MUMU BIN-WAHAD","UNLV",46,28.44,"D",62.6,59,60.3,60,2,1,0,118.8,0,1,0,0,0,23,0,1.05,0,NA,22,0,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,1,2,1,1,1,1,23,1,0,0,0,0.045,0,1,0,23,0,0.667,0
"GRANT STEWART","UTEP",23,28.16,"D",58.2,60.3,48,66.1,2,1,0,118.8,0,0,0,0,0,19,0,1.36,0,NA,12,1,0,1,1,50,0,0,0,0,0,1,0,0,0,0,0,0.333,0,0,1,1,2,1,0,1,1,19,1,0,0,0,0.071,0,1,0,19,0,1,0
"COLLIN JACOB","LA LAFAYET",72,27.96,"D",45.4,35.5,61,55.6,13,2,3,158.3,0,2,0,0,0,16,1,2.76,6.75,NA,9,0,0,1,3,12.5,1,0,0,1,0,0,0,0,0,0,0,0.188,3,1,1,2,9,5,0,5,1,80,5,0,0,0,0.035,0,1,0,16,0,0.231,0
"MILES GREER","BUFFALO",71,27.61,"D",56.8,53.4,66.8,59.8,2,0,1,81.9,0,0,1,0,1,43,0,1.13,1,NA,23.7,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0.6,1,0,0,0,6,3,1,1,0.333,43,0,1,0,0,0.026,0,0,0,14.3,0.333,0.667,0.5
"JUSTIN WEATHERALL","FAU",15,26.82,"D",55.9,52.9,63.6,NA,NA,0,0,79.2,NA,NA,0,0,0,0,NA,0,0,NA,1,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"AJ BROWN","RICE",57,26.79,"D",52.8,50.3,58.9,NA,6,2,2,149.3,0,0,1,0,0,29,0,2,3.75,NA,22,1,1,2,1,NA,0,0,0,1,0,0,0,0,0,0,0,0.25,2,0,0,1,5,3,1,2,0.667,58,2,1,0,1,0.069,0.333,0.667,0,19.3,0.333,0.2,0.333
"PRESTON ESTOESTA","BOWL GREEN",57,26.6,"D",44.7,43.8,50.9,NA,8,1,3,149.3,2,1,0,0,0,24,0,1.71,4.67,NA,25.7,0,1,1,2,NA,0,0,0,1,0,0,0,0,0,0,0,0.273,1,0,0,1,8,5,1,2,0.667,48,2,0,0,0,0.036,0,0.667,0,16,0,0.4,0.167
"AVERY POWELL","TEMPLE",33,26.3,"D",58.1,54.1,67.6,NA,4,1,0,156.3,0,1,1,0,0,27,0,4.05,8,NA,18.3,0,0,2,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,0.75,81,2,1,0,0,0.1,0,0.5,0,20.3,0.25,0,0
"NOAH JEFFERSON","DELAWARE",15,26.05,"D",58,54.5,64.1,NA,2,0,0,108.3,0,0,0,0,0,10,0,1.25,7,NA,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,1,0,0,0,0,0,1,0,10,0,0,0
"J.J. O'NEAL","MO STATE",46,25.4,"D",63.2,67.9,49.7,NA,2,0,0,118.8,0,0,0,0,0,29,0,1.12,0,NA,11,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,29,1,0,0,0,0.039,0,1,0,29,0,0,0
"STONE PERKINS","BALL ST",19,25.11,"D",54.1,60.8,56.8,NA,1,0,0,92.4,0,0,0,0,0,12.5,0,1.79,0,NA,14,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0.667,25,1,0,0,0,0.071,0,0.333,0,8.3,0,0,0
"TRE FULTON","UNLV",30,24.04,"D",51,57.5,46.8,NA,3,0,2,118.8,0,0,0,0,0,16,1,1,4,NA,16,0,0,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,0,0,4,1,0,1,1,16,1,0,0,0,0.063,0,1,0,16,0,0.5,0
"CHACE CALICUT","GA SOUTHRN",25,23.7,"D",56.4,55.4,60,NA,3,0,0,118.8,0,0,0,0,0,13,0,1.44,0,NA,10.5,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2,2,0,2,1,26,1,0,0,0,0.056,0,0.5,0,13,0,0,0.25
"ISAIAH JORDAN","NEVADA",45,23.15,"D",46.3,40.6,55.3,60,4,0,1,67.1,0,0,0,0,3,19,0,1.65,5,NA,9.2,0,1,1,0,50,1,0,0,0,0,0,0,0,0,0,0,0.2,1,0,1,0,7,5,0,2,0.4,38,2,0,0,0,0.043,0,0.4,0,7.6,0,0,0.25
"SAM FONGANG","LA TECH",43,22.86,"D",48.8,40.9,69.4,57.4,8,0,4,118.8,0,0,0,0,0,13.3,2,1.74,0,NA,6.7,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,4,2,0,0,6,5,0,3,1,40,2,0,0,2,0.043,0.667,0.667,0,13.3,0,0.2,0.333
"WILLIE NELSON III","UTSA",33,22.46,"D",40.3,45.7,51,59.7,3,2,1,99.3,0,2,0,0,1,15,0,2.5,2,NA,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,2,6,3,0,2,0.667,30,2,0,0,0,0.083,0,0.667,0,10,0,0.25,0
"AJ GRAHAM","DELAWARE",29,21.98,"D",62.3,59,66.1,58.9,NA,0,0,118.8,NA,NA,0,0,0,32,NA,2.91,0,NA,31,NA,NA,1,NA,0,0,NA,0,0,0,0,0,0,0,1,0,NA,NA,0,0,NA,1,1,1,1,1,32,1,0,0,0,0.091,0,1,0,32,0,NA,NA
"MAKAI SHAHID","ARK STATE",45,21.94,"D",57,55.5,61.4,NA,1,0,1,158.3,1,0,0,0,0,21,0,1.45,0,NA,10.5,0,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,42,1,0,0,0,0.035,0,0.5,0,21,0,0,0
"MICHAEL ROBINSON III","SO MISS",38,21.4,"D",40.4,30.9,64.6,NA,5,0,2,89.6,0,0,0,0,2,22,1,1.22,4.8,NA,15.8,0,1,1,0,NA,0,0,0,1,0,0,1,0,0,0,0,0.167,2,1,0,0,6,4,1,1,0.25,22,1,0,0,0,0.056,0,0.25,0,5.5,0,0,1
"AAMII BRANCH","AKRON",46,20.67,"D",56.4,59.5,62.1,NA,NA,0,0,100,NA,NA,0,0,0,8,NA,0.5,0,NA,3,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,3,3,0,2,1,16,2,0,0,0,0,0,1,0,8,0,NA,NA
"BRANDON GREIL","ARK STATE",21,19.44,"F",56.4,53.2,66.7,NA,1,0,0,116.7,0,0,0,0,0,12,0,4.8,0,NA,5.3,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,2,2,0,4,1,48,1,0,0,0,0.1,0,0.25,0,12,0,0,0.5
"MALIK ARMSTRONG","N ILLINOIS",48,17.3,"F",55.3,54.1,58.3,NA,3,0,1,158.3,0,0,0,0,0,16,0,0.76,2,NA,2,0,1,1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0.4,1,0,0,0,3,1,0,1,1,16,1,0,0,0,0.048,0,1,0,16,0,0.333,0.5
"AUSTIN BRAWLEY","NEW MEXICO",30,17.28,"F",55,52.2,63.7,60,1,1,0,135.4,0,1,0,0,2,45.5,0,4.33,0,NA,5.5,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0.5,91,2,0,0,0,0.095,0,0.5,0,22.8,0,0,0
"BISHOP TURNER","NEVADA",54,16.35,"F",49.6,42,64.4,NA,1,0,0,116.7,0,0,0,0,0,12,0,0.57,0,NA,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,3,3,0,1,1,12,1,0,0,0,0,0,1,0,12,0,0,0.5
"ZYIL POWELL","TEMPLE",22,15.78,"F",50.1,51.5,54.6,58,1,0,0,118.8,0,0,0,0,0,22,0,2.2,6,NA,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,22,1,0,0,0,0.1,0,1,0,22,0,0,0
"ELIJAH MC-CANTOS","COLO STATE",57,15,"F",44.6,39.2,60,NA,4,0,2,118.8,1,0,0,0,0,15.3,0,1.64,18,NA,3.7,0,2,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.429,1,0,0,0,5,4,1,3,1,46,1,0,0,0,0.071,0,0.333,0,15.3,0,0.25,0.667
"JO CHAVEZ","RICE",32,12.71,"F",46.4,40.4,67.5,NA,4,0,1,118.8,0,0,0,0,0,21,0,1.05,4,NA,7,0,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,4,4,0,1,1,21,1,0,0,1,0.05,1,1,0,21,0,0,0.333
"AISIAH PAOGOFIE","HAWAII",15,10.21,"F",42.2,42.1,60,57.9,NA,0,0,118.8,NA,NA,0,0,0,13.5,NA,2.45,0,NA,13,NA,NA,1,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,2,2,0,2,1,27,1,0,0,0,0.091,0,0.5,0,13.5,0,NA,NA
"WESLEY MILLER","FIU",54,3.22,"F",43.2,39.6,62.5,NA,1,0,0,158.3,0,0,0,0,0,31.7,0,2.5,0,NA,21.7,0,1,2,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,3,3,0,3,1,95,3,0,0,0,0.053,0,1,0,31.7,0,0,0.5
"LORENZO SMITH","NEW MEX ST",38,2.28,"F",31.1,30.9,60.8,NA,2,0,0,134.2,0,0,0,0,2,17,0,1.76,0,NA,14.4,0,2,2,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,7,7,0,3,0.6,51,3,0,0,0,0.069,0,0.6,0,10.2,0,0,0.5
