"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Pass.Break.Up","Lined.up.in.Press.Coverage","Interception","Average.Depth.of.Tackle","Receiving.Yards.per.Coverage.Target","Drops...Off.Targets.Receptions.Forced","Average.Depth.of.Target.per.Coverage","Pass.Stop","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Pass.Plays","Assist.on.Pass.Plays","Missed.Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Dropped.Int","Touchdowns.Allowed","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Run.Tackle.for.Losss.or.No.Gain","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Beaten.Defender","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact","Batted.Passes","Interceptions"
"DONAVAN PHILORD","C MICHIGAN",42,41.85,"C",58.1,58.1,59.1,59.7,5,2,0,0,NA,0,6,6,0,12.3,0,0,0,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.167,0,0,0,2,3,2,0,2,0.667,18,0,0,0,2,0,0.667,0,0,0,0.333,0,6,0,3,0,0
"ANTHONY RICHARD JR.","MEMPHIS",38,41.48,"C",62.9,67.4,45.4,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"KALEB MARTIN","MIAMI OH",40,41.31,"C",55.6,52.9,68.1,NA,4,0,1,0,NA,0,3.5,7,1,24.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,1,0.5,14,1,0,0,2,0,1,0.5,0,0,0,0,4,0,3,0,0
"ASA LOCKS","TEMPLE",36,41,"C",57.2,53.6,70.3,NA,3,1,2,0,NA,0,1,10.7,0,8.7,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,3,1,32,1,0,0,3,0,1,0.333,0,0,0,0,3,0,2,0,0
"CJ CLINKSCALES JR.","CHARLOTTE",33,40.93,"C",63.1,60.5,66.2,NA,3,1,1,0,NA,0,0,21.5,0,21,1,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,43,1,0,0,1,0.111,0.5,0.5,0,0,0,0,3,0,2,0,0
"SHEMAR WELCH","TROY",67,40.69,"C",60.8,57.4,77.7,NA,5,1,1,0,NA,0,-3,7.1,3,16,0,1,2,0,0,1,0,1,NA,0,0,1,0,0,0,0,0,0,0.286,1,1,0,1,5,5,1,5,0.625,57,4,0,0,4,0.02,0.5,0.5,0,0,0,0.4,7,0,4,0,0
"JK JOHNSON","FAU",36,40.65,"C",63.4,66.9,51.6,NA,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,1,0,0
"AIDAN SINGLETON","MIDDLE TN",35,40.59,"C",64.1,62.4,65.7,NA,3,0,0,0,NA,0,6,6,0,6,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,0,0,0,1,0,1,0,0,0,0,0,3,0,2,0,0
"MAURION ELEAM","LA LAFAYET",29,39.97,"D",59.5,60.6,62,53.5,1,0,0,0,NA,0,0,2,1,14.8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0.5,8,1,1,0,2,0,0.5,0.25,0,0.25,0,0,1,0,1,0,0
"ETHAN TOOKES","KENNESAW",15,39.88,"D",64.8,64.9,60,59.2,NA,0,0,0,NA,0,0,2,0,2,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"ZACH CODY","RICE",19,39.28,"D",53.3,52.1,61.3,NA,NA,0,0,0,NA,0,0,0,2,33,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"CARSTEN MAMARIL","S DIEGO ST",34,39.06,"D",60.9,60.3,61.8,NA,5,0,2,0,NA,0,0,8.6,0,6.6,2,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,3,3,1,5,1,43,1,0,0,3,0.043,0.6,0.2,0,0,0,0.167,6,0,5,0,0
"TAI TERRELL","TROY",50,38.68,"D",57.5,60.2,61.6,NA,3,0,0,0,NA,0,0,3.7,3,12.8,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0.333,22,1,0,0,4,0.026,0.667,0.167,0,0,0,0,3,0,3,0,0
"TJ SMITH","TULANE",21,38.65,"D",54.5,49.9,68.6,NA,5,0,1,0,NA,0,0,6,1,18,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0.5,12,1,0,0,1,0,0.5,0.5,0,0,0,0,5,0,1,0,0
"ADAM TAYLOR","SACRAMENTO",19,38.38,"D",55.9,50.4,69.5,NA,1,1,0,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA
"AHAMAD CHAPMAN","UTSA",30,38.34,"D",70.1,69.9,60.6,NA,1,0,0,0,NA,1,0,4.7,0,-0.7,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,2,2,2,2,0.667,14,1,0,0,2,0,0.667,0.333,0.333,0,0,0.667,3,0,2,0,1
"LATRISTAN THOMPSON","UTEP",16,37.77,"D",60.6,57.9,65.1,NA,1,0,0,1,NA,0,5,16,0,16.7,0,1,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2,2,1,1,0.333,48,1,1,0,2,0.167,0.667,0.333,0,0.333,0,1,2,0,3,0,0
"JUSTIN WATTS","DOMINION",29,37.42,"D",60.3,59.5,61.7,NA,1,0,0,0,NA,0,0,3,2,12.6,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0.6,15,1,0,0,2,0,0.4,0.2,0,0,0,0,1,0,1,0,0
"MYCHAL YHARBROUGH","MIAMI OH",40,37.08,"D",53.8,50.5,72,NA,4,1,1,0,NA,0,3,16.8,0,13.8,0,1,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,3,0.75,67,1,0,0,0,0.033,0,0.25,0,0,0,0,4,0,3,0,0
"JOSHUA SCOTT","NEVADA",64,37.03,"D",61.6,65.4,39.5,NA,5,1,1,0,NA,0,0,7,3,5.6,1,1,0,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.286,0,0,0,1,4,2,0,4,0.571,49,2,0,0,6,0.022,0.857,0.286,0,0,1,0,7,0,6,0,0
"DAMARIUS MCGHEE","FAU",48,36.51,"D",61.6,68.5,38.6,NA,4,0,1,0,NA,0,14,13,0,8,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,3,1,1,1,1,13,1,0,0,1,0,1,1,0,0,0.5,0,5,0,3,0,0
"TONEY COLEMAN JR.","MIAMI OH",23,36.02,"D",61.7,57.9,70.9,NA,6,0,1,0,NA,0,2,11.8,0,10.8,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,2,2,0,4,1,47,2,0,0,3,0.083,0.75,0.5,0,0,0,0.2,8,0,5,0,0
"JAIR MURPHY","USF",55,35.64,"D",63,62.7,65.5,56,4,0,1,0,NA,0,5,14,0,10.3,1,2,1,0,0,0,0,1,NA,1,0,0,0,0,1,0,0,0,0.333,0,0,1,0,3,3,1,4,1,56,3,0,0,1,0.054,0.25,0.75,0,0,0,0.25,6,0,4,0,0
"JAKOB GUDE","APP STATE",22,35.21,"D",61.5,59.3,64.7,NA,1,0,1,0,NA,0,0,8,0,6.5,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,16,1,0,0,2,0,1,0.5,0,0,0,0,1,0,1,0,0
"DARRELL SWEETING","UAB",43,35.08,"D",61.6,60,66.5,60,4,0,1,0,NA,0,2,10.3,0,7,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,2,2,0,4,1,41,2,0,0,2,0.048,0.5,0.5,0,0,0,0.25,5,0,4,0,0
"DRE WALKER","APP STATE",39,35.01,"D",52.8,54,49.3,64.7,2,2,0,0,NA,0,0,2.7,0,9.7,0,0,0,2,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0.333,0,0,1,2,4,3,0,1,0.333,8,0,0,0,2,0,0.667,0,0,0,1,0,3,0,1,0,0
"CRAIG ROYAL JR.","TEXAS ST",43,34.82,"D",53.2,49.5,70.7,NA,4,0,2,0,NA,0,-1,24.7,0,24,1,2,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,5,1,3,1,74,1,0,0,2,0.074,0.667,0.333,0,0,0,0,4,0,6,0,0
"DELVON GULLEY","UAB",44,33.16,"D",58.3,56.5,64.5,NA,2,0,0,0,NA,0,0,3.5,1,11.8,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0.5,14,2,0,0,3,0,0.75,0.5,0,0,0,0,2,0,2,0,0
"KIONTRE HARRIS","FRESNO ST",59,32.65,"D",60.5,63.3,47.5,NA,4,0,0,0,NA,1,0,21.7,0,9.7,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,1,65,3,0,0,1,0.067,0.333,1,0.333,0,0,0,4,0,4,0,1
"D'ANGELO MAYES","UTAH ST",56,32.21,"D",55,56.2,54.9,55.8,2,0,0,0,NA,0,0,2.3,1,8.3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0.25,9,1,0,0,2,0,0.5,0.25,0,0,0,0,2,0,1,0,0
"BJ ALLEN JR.","N TEXAS",16,31.8,"D",51.7,50.6,61.5,59.2,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0
"TRENT GUMMER","DELAWARE",24,31.79,"D",57.8,57.9,60,59.6,NA,0,0,0,NA,0,0,7,1,12.7,NA,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,0.333,21,1,0,0,2,0.056,0.667,0.333,0,0,NA,NA,NA,0,0,0,0
"BARRY DILLON","OHIO",51,31.67,"D",53.9,64.5,36.2,NA,2,0,1,0,NA,0,1,4.5,2,9.3,0,0,0,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,5,2,0,2,0.5,18,0,0,0,4,0,1,0,0,0,0.667,0,4,0,2,0,0
"DAVION PRITCHARD","KENT STATE",24,31.2,"D",61.8,61.1,61.4,NA,1,0,0,0,NA,0,0,6.8,1,5.3,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0.75,27,3,0,0,3,0,0.75,0.75,0,0,0,0,1,0,1,0,0
"JOEL KPASSOU","MO STATE",67,31.04,"D",58.1,60.2,50.2,58.3,7,0,1,0,NA,0,0,13,0,19.5,1,2,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.222,0,0,0,1,5,4,1,3,0.75,52,2,0,0,0,0.051,0,0.5,0,0,1,0.143,9,0,5,0,0
"CHAUNCEY LOGAN JR.","MEMPHIS",51,30.83,"D",44.9,44.5,56.2,55.8,9,1,1,0,NA,0,6,12,1,15.4,1,3,0,0,0,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7,6,1,5,0.714,84,4,0,0,2,0.107,0.286,0.571,0,0,0,0,9,0,7,0,0
"MARKIE GRANT","UTAH ST",51,30.75,"D",47,48.9,62.9,NA,6,0,1,0,NA,0,0,4.3,5,16.2,1,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,7,7,1,7,0.538,56,3,0,0,7,0.031,0.538,0.231,0,0,0,0.143,7,0,7,0,0
"RJ LESTER JR.","UTSA",38,30.72,"D",51.8,49.8,67.5,55.7,3,0,1,0,NA,0,7,6.7,3,12.6,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,5,5,1,4,0.571,47,1,0,0,4,0.04,0.571,0.143,0,0,0,0.5,4,0,3,0,0
"KHALIL CONLEY","APP STATE",31,29.76,"D",58.8,57.5,63.2,NA,NA,0,0,0,NA,0,0,10.5,1,8.5,NA,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,0.5,21,1,0,0,2,0.056,1,0.5,0,0,NA,NA,NA,0,0,0,0
"JAY HARPER","LA MONROE",25,29.54,"D",63.1,62.8,60,NA,1,0,0,0,NA,0,0,8.5,1,15.5,0,1,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,2,2,1,1,0.5,17,1,0,0,1,0.048,0.5,0.5,0,0,0,0.667,3,0,3,0,0
"MALAKAI MURPHY","SO MISS",17,29.28,"D",54.8,54.7,60.6,59.1,NA,0,0,0,NA,0,0,3.5,0,7,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,0.5,7,1,0,0,1,0,0.5,0.5,0,0,NA,NA,NA,0,0,0,0
"EDDIE PLEASANT III","MARSHALL",45,28.79,"D",59.3,61.8,52.6,NA,1,0,0,0,NA,0,6,12,0,5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,12,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"MALIK GANAWAY","MO STATE",21,28.45,"D",54,53.1,60.6,NA,1,1,0,0,NA,0,0,11,0,10,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,1,22,1,0,0,2,0,1,0.5,0,0,0,0,1,0,1,0,0
"MALIKAI NICHOLS","SACRAMENTO",16,28,"D",57.4,64.6,46.5,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,NA
"ANGELO ROSS","E CAROLINA",43,27.58,"D",58.1,61.2,47.1,NA,4,1,0,0,NA,0,0,10.8,1,10.5,0,1,1,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,1,3,2,0,3,0.75,43,1,0,0,3,0.043,0.75,0.25,0,0,1,0.2,6,0,3,0,0
"KAMERON CARTER","LA TECH",16,27.46,"D",52.8,51.8,60.9,NA,NA,0,0,0,NA,0,0,10,1,10,NA,1,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,1,1,0,1,0.5,20,1,0,0,0,0.1,0,0.5,0,0,NA,NA,NA,0,0,0,0
"ANGELO STOCKSTILL","KENT STATE",40,26.71,"D",47.3,41.5,68.5,NA,3,1,1,0,NA,0,1,12.7,1,15,0,1,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,0,2,0.667,38,2,0,0,2,0.056,0.667,0.667,0,0,0,0,3,0,1,0,0
"JELANI WHITMORE","S DIEGO ST",39,26.67,"D",52,49,66.6,59.1,2,1,0,0,NA,0,0,15,1,25,0,2,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,0.667,45,2,0,0,1,0.083,0.333,0.667,0,0,0,0,2,0,1,0,0
"JAQUISE ALEXANDER","DELAWARE",27,26.35,"D",63.4,68.6,44.8,NA,0,0,0,0,NA,0,0,2.5,1,10,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,0.5,5,0,0,0,1,0,0.5,0,0,0,1,1,2,0,1,0,0
"ASAAD CHAPMAN","UTSA",28,26.06,"D",47.5,46.7,61.7,59.8,2,0,0,0,NA,0,0,3.4,0,9.2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0.6,17,0,0,0,2,0,0.4,0,0,0,0,0,2,0,3,0,0
"JOSIAH CHARLES","NEW MEX ST",37,24.64,"D",51.7,55.3,62.7,58.9,2,0,0,0,NA,0,0,15,1,15,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0.75,60,2,0,0,2,0.095,0.5,0.5,0,0,0,0,2,0,3,0,0
"AZIR LEE","DELAWARE",15,24.51,"D",54.3,54.2,60,NA,1,1,0,0,NA,0,0,5,0,4,0,0,2,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.667,0,0,0,1,2,2,0,1,1,5,0,0,0,1,0,1,0,0,0,0,0.667,3,0,1,0,0
"DEREK FIELDS","BALL ST",39,24.29,"D",49.2,46.9,65.5,60,3,0,1,0,NA,0,4,9,1,14.5,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,5,5,0,3,0.75,36,3,0,0,2,0,0.5,0.75,0,0,0,0.333,4,0,3,0,0
"CAIDEN NEWSOME","AKRON",33,22.94,"D",54,53.5,61.2,60,2,0,0,0,NA,0,0,11.7,0,10.7,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,35,2,0,0,2,0.048,0.667,0.667,0,0,0,0,2,0,2,0,0
"NICK BELL","NAVY",23,21.42,"D",45.3,43.7,61.3,NA,NA,0,0,0,NA,0,0,10,1,29.3,NA,1,NA,NA,NA,NA,0,1,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,2,2,0,1,0.333,30,1,0,0,1,0.077,0.333,0.333,0,0,NA,NA,NA,0,0,0,0
"KAI RAPOLLA","WASH STATE",38,21.13,"D",56.8,57.2,57.2,NA,4,1,0,0,NA,0,5,32,0,25,0,2,1,0,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,1,3,2,0,2,1,64,2,0,0,1,0.091,0.5,1,0,0,0.333,0.333,5,0,1,0,0
"JASON HARDY","MIDDLE TN",17,20.85,"D",45.4,40.7,66.9,NA,2,0,0,0,NA,0,8.5,11.5,0,18,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0.5,23,1,0,0,1,0.111,0.5,0.5,0,0,0,0,2,0,0,0,0
"LOYALL MOUZON","FRESNO ST",59,20.39,"D",62.2,60.4,66.8,NA,1,1,0,0,NA,0,0,18.3,0,6,0,1,1,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,2,2,0,3,1,55,3,0,0,2,0.035,0.667,1,0,0,0,1,2,0,0,0,0
"JABARI STRAIT","TROY",35,19.67,"F",52.4,52,61.2,59.1,1,1,0,0,NA,0,0,31,0,31,0,1,1,1,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,3,3,0,1,1,31,1,0,0,0,0.043,0,1,0,0,0,0.5,2,0,1,0,0
"JAYDEN LEWIS","LA MONROE",51,19.59,"F",44.1,43.1,62.2,60,2,0,2,0,NA,0,0,14,3,23.3,2,3,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,7,7,3,4,0.5,112,3,1,0,4,0.083,0.5,0.375,0,0.125,0,0.333,3,0,1,0,0
"LAWRENCE JOHNSON","FIU",26,19.27,"F",57.3,59.1,54.2,NA,1,0,0,0,NA,0,0,14,0,10,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2,1,0,1,1,14,1,0,0,1,0,1,1,0,0,1,0,2,0,1,0,0
"DRAVON WILSON","SM HOUSTON",38,18.71,"F",44.6,41,62.1,NA,2,0,1,0,NA,0,11,9.5,2,21.5,0,2,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.333,1,0,0,0,5,4,0,2,0.5,38,2,0,0,1,0.111,0.25,0.5,0,0,0,1,3,0,3,0,0
"ISAIAH BUXTON","S JOSE ST",17,17.67,"F",50.9,50,60.8,NA,0,0,0,0,NA,0,0,6,1,10,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0.5,12,1,0,0,0,0,0,0.5,0,0,0,1,1,0,1,0,0
"CHARLES MCCARTHERENS","MARSHALL",40,17,"F",44,46.9,45.5,NA,2,0,1,0,NA,0,5.5,4,1,8,0,0,2,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.667,1,0,0,0,6,4,0,1,0.333,12,0,0,0,2,0,0.667,0,0,0,0.5,1,6,0,4,0,0
"RONALD JACKSON JR.","OHIO",45,14.37,"F",53.1,59.6,37.6,59.4,1,0,1,0,NA,0,3,51,0,7,0,1,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,3,1,0,1,1,51,1,0,0,1,0.042,1,1,0,0,0.5,0,2,0,1,0,0
"NAKEEL LAWRENCE","TEMPLE",22,13.38,"F",52.4,51.5,61,NA,1,0,0,0,NA,0,0,8.7,0,6.3,0,1,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,3,3,0,3,1,26,1,0,0,3,0.077,1,0.333,0,0,0,0.667,3,0,3,0,0
"AHLSTON WARE","FAU",20,13.32,"F",44.5,42.2,62,NA,2,0,0,0,NA,0,0,26.3,0,23.3,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0.667,79,2,0,0,1,0.286,0.333,0.667,0,0,0,0,2,0,2,0,0
"BRAYDEN HALL","MARSHALL",27,12.95,"F",38.4,42.1,44.8,59.6,4,0,1,0,NA,0,0,14.8,0,18,1,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,5,4,1,3,0.75,59,2,0,0,2,0.167,0.5,0.5,0,0,0,0.25,5,0,4,0,0
"A'TIQ MUHAMMAD","KENT STATE",46,12.17,"F",37.2,35.3,56.7,NA,7,1,0,0,NA,0,10,14.9,1,18.4,0,2,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,1,6,0.75,119,4,0,0,4,0.08,0.5,0.5,0,0,0,0,7,0,7,0,0
"JUSTIN CONTENT","UTEP",33,10.52,"F",48.4,55.7,35.9,NA,2,0,0,0,NA,0,6,12.7,0,5,0,1,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4,2,0,3,1,38,2,0,0,2,0.067,0.667,0.667,0,0,0.5,0.5,4,0,3,0,0
"KENDALL BANNISTER","OHIO",71,9.93,"F",43.8,51.3,41.2,56.5,2,0,0,0,NA,0,6.5,18.8,2,8.2,0,2,1,0,1,0,0,0,NA,0,0,0,1,0,1,0,0,0,0.5,0,0,1,0,9,5,0,3,0.6,94,2,0,0,3,0.061,0.6,0.4,0,0,0.333,1,4,0,3,0,0
"TY WILLIAMS","C MICHIGAN",26,9.36,"F",41.3,38.6,62.6,NA,1,0,0,0,NA,0,0,13.3,1,18.3,0,2,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0.75,53,2,0,0,3,0.143,0.75,0.5,0,0,0,0,1,0,1,0,0
"TREY GLASPER","OREGON ST",35,8.91,"F",48.7,51.5,47.5,NA,1,0,0,0,NA,0,0,11.7,1,7,0,1,2,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,4,3,0,2,0.667,35,1,0,0,1,0.063,0.333,0.333,0,0,1,0.667,4,0,3,0,0
"WILL YATES","BALL ST",53,8.88,"F",50.3,52.4,46.9,NA,3,0,0,0,NA,0,0,12,0,13.2,0,2,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,6,5,0,4,0.8,60,4,0,0,4,0.063,0.8,0.8,0,0,0,0.4,5,0,3,0,0
"XAVION GRIFFIN","W KENTUCKY",39,8.43,"F",42.5,34.4,68.7,NA,3,0,0,0,NA,0,11,28.5,1,18.3,0,2,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0.75,114,3,0,0,2,0.154,0.5,0.75,0,0,0,0,3,0,3,0,0
"ARMONI RUE","LA MONROE",51,8.37,"F",45.8,50.8,30.3,NA,3,0,1,0,NA,0,0,9.6,1,11,1,0,3,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0.571,0,0,0,0,8,6,0,4,0.8,48,4,0,0,3,0,0.6,0.8,0,0,1,0.5,7,0,6,0,0
"TRULY BELL III","FRESNO ST",18,3.62,"F",44.9,42.9,61.7,NA,0,0,0,0,NA,0,0,14.5,0,3,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,1,29,1,0,0,1,0.143,0.5,0.5,0,0,0,1,1,0,1,0,0
"CHASE CANADA","N TEXAS",24,0,"F",45.3,49.5,47.6,NA,0,0,0,0,NA,0,0,25,0,27,0,2,0,0,1,0,0,2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,2,1,50,2,0,0,0,0.222,0,1,0,0,1,0,1,0,1,0,0
