"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Run.Tackle.for.Losss.or.No.Gain","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Pass.Plays","Average.Depth.of.Tackle","Missed.Tackles.on.Run.Plays","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Pass.Rush.Productivity","Unblocked.Pass.Rush","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Yards.per.Reception.Allowed","Sacks","Pursuit.Pressure","Pass.Break.Up","Hits","Drops...Off.Targets.Receptions.Forced","Beaten.Defender","Plays.of.15..Yards.Allowed","Forced.Fumble","Lined.up.in.Press.Coverage","Pass.Tackle.for.Loss.or.No.Gain","Fumble.Recovery","Interceptions","Dropped.Int","Touchdowns.Allowed","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"TREY RUBINSTEIN","KENT STATE",44,38.63,"D",72.5,66.5,58.4,73,3,0,1,0,0,0,5,0,79.2,-0.22,NA,0,-5,0,-4,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,-4,0,0,0,1,0,1,0,0,-4,0,0,0,3,0,1
"AYDEN JONES","TEXAS ST",21,38.52,"D",68.1,80.2,NA,53.3,3,0,3,0,0,1,4.33,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2
"STONE COMBS","RICE",27,38.46,"D",59.1,56.7,57.9,62.9,3,1,1,0,1,0,2.5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"KENDELL ANDERSON","MARSHALL",15,38.46,"D",75.1,66.1,60,66.5,1,0,1,0,0,0,0,0,79.2,-4,NA,0,-5,0,-4,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,-4,0,0,0,1,0,1,0,0,-4,0,0,0,1,0,2
"NAKIAN JACKSON","JAMES MAD",60,38.41,"D",60.3,70,46.4,57.6,5,2,2,0,1,1,3,1,118.8,1.19,NA,1,1,1,12.5,0,2,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.286,2,0,0,3,3,2,6,2,1,2,1,25,1,0,0,2,0.048,1,0.5,0,12.5,0,0.2,0.5,7,0,3
"MICAH JOHNSON","LA LAFAYET",41,38.4,"D",65.6,74.9,56,58.2,4,2,0,0,2,0,7.5,0,118.8,0.78,NA,0,-3,0,14,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,14,1,0,0,1,0,1,1,0,14,0,0,0,4,0,0
"JAVANTE MACKEY","TEXAS ST",24,38.15,"D",60.3,89.2,60,42.3,6,2,1,1,1,1,0,0,114.6,3.83,NA,0,2.8,1,11.5,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0.143,1,0,1,0,0,3,3,3,0,4,1,46,2,0,0,4,0.167,1,0.5,0,11.5,0,0,0.25,7,0,4
"JOSH ANGLIN","KENNESAW",17,37.71,"D",68.5,71.1,73.6,53.3,2,1,1,0,0,0,0,0,118.8,1.63,NA,0,13,1,13,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,13,1,0,0,0,0,0,1,0,13,0,0,0,2,0,2
"CAM SANTEE","UNLV",40,37.01,"D",53.4,73.8,56.5,45.4,4,1,2,0,1,0,3.5,0,52.1,0.64,NA,0,3,0,16,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,1,0.333,16,1,0,0,1,0.04,0.333,0.333,0,5.3,0,0,0,4,0,0
"ROCCO NICHOLL","KENT STATE",40,36.87,"D",57.5,46.4,90.2,52.6,8,2,2,0,2,0,13.6,2,118.8,1.74,NA,0,19,0,33,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,1,1,0,1,2,2,5,1,0,1,1,33,1,0,0,1,0.053,1,1,0,33,0,0.222,0,10,0,5
"JOSEPH SIPP JR.","FAU",49,36.77,"D",69.4,72.7,55.1,64.3,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"JACK FRIES","OHIO",64,36.75,"D",54.7,61.2,72.8,43.8,7,0,3,1,0,0,2.4,2,95.8,0.28,NA,0,1,0,7,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,1,0.222,2,1,1,0,1,0,6,3,1,1,1,7,1,0,0.5,1,0,1,1,0,7,0,0.286,0,9,0,9
"BRADLEY ILUNGA-BISSELELE","BUFFALO",18,36.64,"D",66.9,67.1,NA,62.4,2,0,0,0,0,0,4,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"JASHAWN COOPER","MO STATE",35,36.52,"D",56,57.2,57.7,57.4,3,1,1,1,1,1,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2
"K'VION THUNDERBIRD","FRESNO ST",42,36.22,"D",40.8,72.9,55.2,28.8,9,2,3,3,2,3,-1.67,1,155.4,3.28,NA,0,6.6,0,11.8,0,1,0,0,0,1,1,0,NA,0,0,0,0,1,0,0.308,3,0,3,1,1,2,10,8,1,5,1,59,5,0,0,4,0.056,0.8,1,0,11.8,0,0.167,0.429,13,0,9
"KEITH BROWN","WASH STATE",57,36.08,"D",50.9,56.9,56.5,50.6,7,1,3,1,1,1,4.67,0,94.3,1.68,NA,0,7.1,0,9.5,0,0,0,0,2,0,1,0,NA,1,0,0,0,0,0,0.125,1,2,2,0,0,1,9,5,3,6,0.75,57,2,0,0,6,0.029,0.75,0.25,0,7.1,0,0,0.25,8,0,5
"TAYLOR POWELL","FRESNO ST",37,35.55,"D",59.6,63,61.6,54.8,3,2,0,0,2,0,9,1,118.8,1.25,NA,0,11,0,15,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.25,0,0,0,2,2,2,2,1,0,1,1,15,1,0,0,1,0.083,1,1,0,15,0,0.25,0,4,0,1
"CHANCE BARRON","NEW MEX ST",25,35.25,"D",62.9,62.4,55.5,64,1,1,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RICKEY BANKS","LA MONROE",18,35.17,"D",53.4,62.7,45.9,58.4,4,3,0,0,0,2,0,0,0,0,NA,1,0,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,5,0,1
"XAVIOUS ANDERSON JR.","S ALABAMA",20,35.05,"D",60.5,64.4,60,56.4,4,1,2,0,1,1,3.33,0,39.6,0,NA,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.2,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,0,2
"ETHAN POWELL","S JOSE ST",41,34.87,"D",60.8,66.1,53.7,61,5,1,2,0,0,0,5.5,0,81.3,2,NA,0,7.8,1,18,0,0,0,0,2,0,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,1,2,0.5,36,1,0,0,3,0.056,0.75,0.25,0,9,0,0,0,5,0,2
"AVERY JONES","N ILLINOIS",54,34.77,"D",57.5,41.3,72,65.8,3,0,1,0,0,0,6.33,1,56.3,0.26,NA,1,5.8,0,3.5,0,0,1,2,1,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,0,0,2,0,6,1,3,2,0.5,7,0,1,0,1,0,0.25,0,0,1.8,0.25,0.25,0,4,0,3
"PEDER HAUGO","N DAK ST",15,34.57,"D",66.6,66.9,59.4,62,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"CLAY MARTINEAU","NEW MEXICO",18,34.55,"D",70.7,65.2,62.8,60.8,2,0,2,0,0,0,2,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0.333,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,3,0,3
"CALEB OLABODE","MO STATE",19,34.35,"D",63.2,44.5,NA,74.3,3,1,2,0,1,0,0,0,77.1,1.4,NA,0,5.3,0,7,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,0,2,0,0,0,1,4,1,2,2,0.667,14,1,1,0,2,0,0.667,0.333,0,4.7,0.333,0,0,4,0,2
"JAWARREN CORBIN","DELAWARE",29,33.63,"D",57.2,54.2,52.9,64.7,2,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"COOPER KING","RICE",19,33.33,"D",56.6,52.5,57.9,62.7,1,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BARON HOPSON","KENNESAW",19,33.29,"D",67.9,69.9,57.7,62.9,NA,0,0,NA,NA,NA,0,NA,39.6,1.11,NA,0,4.3,NA,10,0,0,0,0,2,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,1,0.25,10,1,0,0,2,0,0.5,0.25,0,2.5,0,NA,NA,NA,0,0
"MYLES BUTLER","JVILLE ST",20,33.14,"D",59.6,52,67.1,61.6,2,0,0,0,0,0,6,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"BRYCE STEELE","TROY",29,33.11,"D",63.1,69.4,57.2,59.9,4,0,2,0,0,0,5,0,91.7,1.3,NA,0,1,0,8.7,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3,0.75,26,0,0,0,3,0,0.75,0,0,6.5,0,0,0,4,0,1
"KELBEE HOLMES","LA MONROE",15,32.91,"D",59.2,55.7,NA,63,2,0,1,1,0,0,-3,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,0,3
"ETHAN JOHNSON","GA SOUTHRN",24,32.81,"D",56.2,67.6,NA,52.6,1,0,0,0,0,0,7,0,39.6,0,NA,0,15,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MARTAVIS BLACKMON","MO STATE",32,32.67,"D",60.1,53.1,60,66.3,5,1,2,0,0,0,7,0,95.8,0.47,NA,0,7,1,7,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,1,1,7,0,0,0,1,0,1,0,0,7,0,0,0,5,0,4
"JALEN MARSHALL","MARSHALL",46,32.24,"D",59.3,48.3,68.2,66.9,5,2,0,0,0,1,5.33,2,0,0,NA,1,0,2,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0.375,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.333,8,0,4
"TJ WILLIAMS","LA MONROE",23,31.92,"D",57.5,57.3,59.1,58.7,4,1,1,0,0,1,48,0,105.6,2.8,NA,0,-1.7,1,9.3,1,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0.2,0,1,0,0,1,1,2,1,0,3,1,28,1,0,0,3,0,1,0.333,0,9.3,0,0,0.25,5,0,2
"JADEN KELLY","GA STATE",21,31.83,"D",60.7,70.7,77,46,3,0,1,0,0,1,6.5,0,116.7,1,NA,0,11,0,12,1,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,1,0,0,1,2,0,2,2,0,1,1,12,1,0,0,1,0,1,1,0,12,0,0,0.5,4,0,2
"JACE ARNOLD","SM HOUSTON",58,31.61,"D",63.9,53.1,58.9,70.9,3,1,1,0,0,1,10,0,79.2,0.05,NA,1,-5,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.25,0,1,0,1,1,1,3,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0.333,4,0,2
"CJ ALLEN JR.","GA SOUTHRN",21,30.87,"D",61.4,48.6,72.3,64,1,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2
"GARY RUTHERFORD","WYOMING",60,30.52,"D",53.5,69,56.1,44.2,3,1,2,0,1,0,1,0,156.3,0.86,NA,0,8,0,12,0,0,1,0,0,0,1,0,NA,0,0,0,1,1,0,0,2,0,0,0,0,1,5,3,0,2,1,24,2,1,0,1,0.036,0.5,1,0,12,0.5,0,0,3,0,3
"ZACH BERGMANN","BUFFALO",41,30.49,"D",71,74.6,62.5,64.7,2,0,1,0,0,0,2.5,0,112.5,0.5,NA,0,-1,0,11,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,11,1,0,0,1,0,1,1,0,11,0,0,0,2,0,2
"DREW SPEECH","NEW MEXICO",38,30.36,"D",58.4,44.6,84.8,59.4,5,1,2,0,1,0,10,1,91.7,1,NA,0,3.7,0,6,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.167,0,2,0,0,1,1,5,2,1,3,1,18,2,0,0,3,0,1,0.667,0,6,0,0.333,0,6,0,3
"JABARI ODOEMENEM","OREGON ST",43,29.9,"D",56.4,58.5,57.9,56.5,4,1,1,0,1,0,4.33,0,95.8,1.47,NA,0,11.5,0,25,0,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0.5,25,1,0,0,1,0.059,0.5,0.5,0,12.5,0,0,0,4,0,3
"RAFAEL TERRERO JR.","KENT STATE",37,29.15,"D",62,54.8,56.9,68.2,4,1,1,0,1,0,4.5,1,83.3,0.27,NA,0,-2,0,4,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0.2,1,0,0,0,0,1,4,1,1,1,1,4,1,0,0,1,0,1,1,0,4,0,0.25,0,5,0,4
"BRONSON OLEVAO JR.","UTAH ST",27,28.6,"D",63.2,74,58.2,56.6,2,2,0,0,1,1,0,0,108.3,0.63,NA,0,2,1,10,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,0,0,0,0,2,1,1,0,1,1,10,1,0,0,1,0,1,1,0,10,0,0,0.5,3,0,1
"JORDAN WILLIAMS","S ALABAMA",18,28.23,"D",48.2,57.2,83.4,33.9,4,2,2,0,0,0,8,1,156.3,1.33,NA,1,14,2,12,1,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0.2,1,1,0,0,1,2,3,2,0,1,1,12,1,0,0,1,0,1,1,0,12,0,0.5,0,5,0,2
"CHRIS JOE","UTAH ST",17,27.97,"D",62,54.3,67.4,63,1,0,1,0,0,0,1,0,100,1,NA,0,8,0,8,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,8,0,0,0,1,0,1,0,0,8,0,0,0,1,0,1
"HECTOR CHAVEZ","FAU",23,27.78,"D",59,73.5,NA,46.5,6,2,2,0,2,1,3.25,0,158.3,3.45,NA,0,1.5,0,19,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0.143,2,0,0,0,0,2,2,2,0,2,1,38,2,0,0,2,0.091,1,1,0,19,0,0,1,7,0,5
"LEON HART JR.","FAU",46,27.24,"D",43.3,57.8,60,36.8,8,2,2,1,1,0,14.4,1,118.8,3.9,NA,0,16.4,1,19.5,0,0,0,0,1,0,3,0,NA,0,0,0,0,0,0,0.111,2,0,1,0,0,2,7,4,0,4,0.8,78,3,0,0,4,0.15,0.8,0.6,0,15.6,0,0.143,0,9,0,4
"JAYDEN STUDIO","JAMES MAD",16,26.99,"D",49.1,74.4,66,32.3,3,0,2,0,0,0,2.5,0,158.3,4.25,NA,1,32,0,34,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,2,0,0,1,1,0,1,1,0,1,1,34,1,0,0,0,0.125,0,1,0,34,0,0,0,3,0,3
"NIKO BAUMGARTNER","FRESNO ST",18,26.93,"D",69.2,70.2,58.9,62,NA,0,0,NA,NA,NA,0,NA,87.5,1.67,NA,0,-7,NA,5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,2,1,10,0,0,0,2,0,1,0,0,5,0,NA,NA,NA,0,0
"DAUNTE CURTIS","AKRON",31,26.91,"D",54.3,35.7,63,67.9,5,1,1,1,0,0,1.5,2,93.8,0.87,NA,1,2,1,6.5,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0.286,1,0,1,0,1,1,5,0,0,2,1,13,0,0,0,1,0,0.5,0,0,6.5,0,0.5,0,7,0,5
"JAKE RIPP","BOISE ST",22,26.88,"D",70.1,63.1,87.5,56.3,2,1,0,0,0,0,0,1,104.2,0.9,NA,0,4,1,9,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0.333,0,0,0,0,1,1,2,1,0,1,1,9,1,0,0,1,0,1,1,0,9,0,1,0,3,0,2
"SEMAJ BRIDGEMAN","KENT STATE",24,26.52,"D",56.6,52.8,61.8,60.2,NA,0,0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"JJ CLAYTON","MEMPHIS",17,26.05,"D",59,59.1,NA,59.3,5,1,1,0,0,0,4.5,0,118.8,2.5,NA,0,7.5,1,12.5,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,1,25,1,0,0,1,0.1,0.5,0.5,0,12.5,0,0,0,5,0,3
"ISAAC PRINCE","TOLEDO",34,23.98,"D",53.8,56.7,NA,53.6,3,2,1,0,2,0,2,3,118.8,1.18,NA,0,12,0,13,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,1,0,0,0,0,2,4,1,0,1,1,13,0,0,0,1,0,1,0,0,13,0,0.5,0,6,0,4
"BLAYNE MYRICK","MIAMI OH",47,23.77,"D",53.8,67.7,57.9,48.6,2,2,0,0,0,1,0,0,103.5,1.22,NA,0,11,2,16.5,0,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,0.333,0,0,0,0,0,2,4,3,1,2,0.667,33,2,1,0,2,0.037,0.667,0.667,0,11,0.333,0,0.333,3,0,3
"LOGAN STUDT","FRESNO ST",23,23.35,"D",50.4,51.1,56.8,56.8,4,3,1,0,1,0,4,1,118.8,3.14,NA,0,15,2,22,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,1,0,0,0,0,3,3,1,1,1,1,22,1,0,0,1,0.143,1,1,0,22,0,0.333,0,5,0,4
"ISAIAH HUNG","WASH STATE",26,23.21,"D",66.3,62.2,60,66.6,3,1,0,0,1,0,0,2,85.4,0.9,NA,0,-3.5,0,4.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.4,0,0,0,0,0,1,3,0,0,2,1,9,1,0,0,2,0,1,0.5,0,4.5,0,0.667,0,5,0,4
"ISAIAH BOGERTY","UTEP",26,22.9,"D",40.2,36.2,65.1,53.2,4,3,0,0,2,0,7,1,118.8,2.14,NA,0,12,1,15,0,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,0,0,0,1,1,3,6,1,1,1,1,15,1,0,0,1,0.143,1,1,0,15,0,0.25,0,5,0,2
"JAIYDEN THOMPSON","MIDDLE TN",18,22.83,"D",51,33.4,NA,72.7,2,1,1,0,1,0,0,0,83.3,0.5,NA,0,-2,0,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,1,1,4,0,0,0,1,0,1,0,0,4,0,0,0,2,0,2
"DYLAN LAYNE","OREGON ST",39,22.68,"D",37.2,48.7,64.9,33.8,4,1,3,1,1,2,2,2,39.6,0,NA,0,4.5,0,0,0,0,0,0,1,1,0,0,NA,0,0,0,0,0,0,0.5,2,1,1,0,0,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.667,8,0,4
"SAYED ABUHAMDEH","KENT STATE",25,21.97,"D",50.7,50.7,NA,55.5,4,1,1,0,1,1,6,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.429,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,1,7,0,3
"OWEN PEWEE","UTSA",33,21.56,"D",56.6,47.1,65.2,62.3,4,3,0,0,2,0,7,3,118.8,2.94,NA,1,12,1,53,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,0,0.429,0,0,0,1,1,3,4,1,1,1,1,53,1,0,0,1,0.056,1,1,0,53,0,0.5,0,6,0,4
"BROCK UIHLEIN","MIAMI OH",22,21.13,"D",63.8,63.8,NA,61.7,0,0,0,0,0,0,0,0,126.4,1.24,NA,0,7.7,0,10.5,0,0,1,0,0,0,1,0,NA,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0.667,21,1,1,0,2,0.059,0.667,0.333,0,7,0.333,0,0,1,0,0
"MAYSON HITCHENS","C MICHIGAN",39,20.89,"D",54.7,66.5,53.9,48.7,4,0,4,0,0,3,4,0,93.8,0.93,NA,1,-1,0,6.5,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,4,0,0,1,1,0,3,2,0,2,1,13,0,0,0,2,0,1,0,0,6.5,0,0,1,8,0,6
"MARCUS ROSS","LA MONROE",46,20.29,"D",60.2,53.3,82.3,51.1,5,0,0,0,0,0,10.5,1,96.5,1.56,NA,0,2.3,0,14,0,0,0,0,1,3,1,0,NA,0,0,0,0,0,1,0.167,0,0,0,1,1,0,4,2,1,2,0.667,28,2,0,0,3,0.056,1,0.667,0,9.3,0,0.333,0,6,0,3
"JACK MURRAY","N ILLINOIS",66,20.16,"D",37.5,45.3,58.1,38.4,7,1,1,1,1,0,8,2,147.9,2,NA,1,5.8,0,12,0,0,1,1,0,0,3,0,NA,0,0,0,0,1,0,0.222,1,0,1,0,1,1,10,4,1,5,0.833,60,4,1,0,0,0.1,0,0.667,0,10,0.167,0.333,0,9,0,8
"STRATTON SHUFELT","MO STATE",31,20.01,"D",47.2,60.7,60,43.2,4,1,0,0,1,0,7,0,116.7,1.41,NA,0,2,0,12,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,2,1,24,2,0,0,2,0.059,1,1,0,12,0,0,0,4,0,3
"CANNON LEWIS","MARSHALL",55,19.59,"F",47.3,55.8,62.5,42.7,5,2,2,0,2,0,4,1,158.3,2.9,NA,0,14.3,0,20.3,0,0,0,0,0,1,1,0,NA,0,0,0,0,2,0,0.167,1,1,0,0,0,2,7,3,0,3,1,61,3,0,0,2,0.048,0.667,1,0,20.3,0,0.25,0,6,0,2
"CADE LAW","E CAROLINA",29,19.4,"F",49.6,59.4,55.2,46.4,6,0,1,0,0,1,5,1,58.3,0.7,NA,0,2.5,0,7,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0.333,1,0,0,0,0,0,5,2,0,1,0.5,7,0,0,0,1,0,0.5,0,0,3.5,0,0.167,0.5,9,0,7
"BLESYNG ALUALU-TUIOLEMOTU","UNLV",32,19.21,"F",48.3,44.1,54.6,58,2,0,1,1,0,0,0,1,118.8,1.12,NA,1,15,0,19,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.333,1,0,1,1,1,0,4,1,0,1,1,19,0,0,0,1,0.059,1,0,0,19,0,0.5,0,3,0,2
"JULIUS PURYEAR","DELAWARE",17,19.03,"F",54.9,43.4,61.9,63.8,1,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"ZACH SMITH","W KENTUCKY",34,19.01,"F",50.2,45.4,54.4,63.9,2,1,1,0,1,0,1,3,39.6,0,NA,0,15,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.6,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6,0,5,0,3
"LOGAN BRANTLEY","BOISE ST",37,18.1,"F",58.5,77.8,57.5,47.5,4,0,2,0,0,1,5,0,118.8,2.43,NA,0,10.5,0,25.5,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0.2,2,0,0,0,0,0,2,2,0,2,1,51,2,0,0,2,0.048,1,1,0,25.5,0,0,1,5,0,3
"KOREY SMITH","MIDDLE TN",49,17.21,"F",43.8,44.4,55,55.4,4,2,1,0,1,0,0,0,118.8,2.47,NA,0,12,1,15.7,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,2,8,3,0,3,1,47,2,0,0,2,0.105,0.667,0.667,0,15.7,0,0,0,4,0,4
"JOE DREW","ARK STATE",55,17.18,"F",59,70.2,54.7,45.9,5,0,0,0,0,0,7.75,0,118.8,3.64,NA,0,2,0,20,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,40,2,0,0,2,0.182,1,1,0,20,0,0,0,5,0,6
