"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Total.Tackles","Assistant","Stops","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Average.Depth.of.Tackle","Pursuit.Pressure","Run.Tackle.for.Losss.or.No.Gain","Pass.Rush.Productivity","Passer.Rating.Allowed","Average.Depth.of.Target.per.Coverage","Yards.per.Reception.Allowed","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Unblocked.Pass.Rush","Drops...Off.Targets.Receptions.Forced","Sacks","Missed.Tackles.on.Pass.Plays","Beaten.Defender","Plays.of.15..Yards.Allowed","Hits","Pass.Tackle.for.Loss.or.No.Gain","Lined.up.in.Press.Coverage","Batted.Passes","Pass.Break.Up","Forced.Fumble","Interceptions","Touchdowns.Allowed","Fumble.Recovery","Dropped.Int","Missed.Tackle.Percentage","Run.Stop","Pass.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","NFL.Sacks","First.Contact"
"JOHN CURRY","TEXAS TECH",56,36.27,"D",73,43.6,58.7,82.1,4,0,2,0,2,5.33,0,0,NA,32.5,5.8,8,0.71,0,1,0,0,0,0,0,1,1,NA,0,1,0,1,0,0,0,0.333,1,1,1,0,1,0,4,2,3,3,0.6,24,2,1,0,3,0,0.6,0.4,0.2,4.8,0.2,0.4,0,5,0,3
"LUKE FERRELLI","OLE MISS",55,36.2,"D",46.1,39.3,63.3,54.4,7,2,2,2,3,7.33,2,0,NA,93.8,8,13,1,0,0,1,1,1,0,1,0,0,NA,0,0,0,0,0,0,0,0.364,0,2,0,1,2,2,10,2,2,2,0.667,26,1,0,1,2,0.039,0.667,0.333,0,8.7,0,0.375,0.333,11,0,7
"ZACH JOHNSON","STANFORD",17,35.85,"D",57.4,51.9,60,64.5,3,1,1,0,0,4,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"JAMES NESTA","OKLAHOMA",18,35.68,"D",67.1,66,62.6,60.9,2,1,0,1,1,5,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,1,0,0.5,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,1,4,0,3
"DESMAN STEPHENS II","USC",25,35.54,"D",67.5,67.3,60,63.3,3,0,2,0,1,2.33,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.25,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4,0,1
"ANTONIO WATTS","LOUISVILLE",80,35.44,"D",60.5,52,57.9,65.5,3,0,1,0,1,4.5,1,0,NA,0,0,0,0,0,1,0,0,2,0,0,0,0,NA,1,0,0,0,0,0,0,0.5,0,1,0,3,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,6,0,4
"JADON PERLOTTE","TENNESSEE",18,35.25,"D",55.3,57.4,NA,64.3,4,0,1,0,0,20,0,0,NA,79.2,-3,-3,-0.3,0,0,0,0,1,0,0,0,1,NA,0,0,0,0,0,0,0,0.2,1,1,1,0,0,0,3,1,1,1,1,-3,0,0,0,0,0,0,0,0,-3,0,0,0.333,5,0,3
"CALEB WOODSON","ALABAMA",24,34.94,"D",68.4,60.2,57.5,72.4,3,1,2,0,1,0,0,1,NA,83.3,2,4,0.5,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.25,1,1,1,0,0,1,1,0,1,1,1,4,0,0,0,1,0,1,0,0,4,0,0.5,0,4,0,2
"BRYCE COWAN","VANDERBILT",16,34.83,"D",62.7,68.7,48.6,62.3,2,1,0,1,0,16,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1
"WILLIE BRELAND III","IOWA STATE",26,34.61,"D",60.7,61.7,NA,59.6,4,1,1,1,1,44,0,0,NA,87.5,3,5,0.45,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,0,1,0,0,0,1,2,1,0,1,1,5,1,0,0,1,0,1,1,0,5,0,0.333,0,5,0,1
"JA'QUAVION SMITH","ARKANSAS",30,33.74,"D",66.7,49.1,57.5,74.1,1,0,1,0,0,0,0,0,NA,56.3,-1.5,5,0.26,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0.5,5,0,0,0,1,0,0.5,0,0,2.5,0,0,0,1,0,1
"KENDALL JOHNSON","DUKE",26,33.67,"D",67.1,66.1,65.8,60.6,2,0,2,0,0,3,0,0,NA,107.6,5.3,18,4.5,0,1,1,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,0.333,1,1,1,0,1,0,2,1,1,2,0.667,36,0,0,0,2,0.125,0.667,0,0,12,0,0,0,3,0,2
"FATT FORREST","MISS STATE",30,33.67,"D",77.1,64.4,69.6,74.5,5,1,1,0,1,3,1,0,NA,156.3,1,17.3,4,1,0,0,1,1,0,1,0,0,NA,0,1,0,0,1,0,0,0.286,1,0,0,0,1,1,2,1,2,3,0.75,52,2,1,0,0,0.077,0,0.5,0,13,0.25,0.5,0.2,7,0,3
"ZION ELEE","MARYLAND",27,33.46,"D",74.2,63.9,74.9,NA,1,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,0,1,2,NA,0,0,NA,0,0,0,NA,NA,0,0,0.667,1,0,0,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,3,0,2
"WINSTON BERGLUND","PURDUE",16,33.38,"D",59.3,71.5,59.2,52.6,1,1,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"MYLES JOHNSON","FLORIDA",16,33.28,"D",55.7,62.9,59.1,52.1,3,1,2,1,0,0,0,1,NA,112.5,0,11,1.57,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,1,0,1,1,11,1,0,0,1,0,1,1,0,11,0,0,0,3,0,1
"WESTON POLK","KANSAS ST",17,33.17,"D",45.9,37.6,66,61.2,1,0,1,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"AISEA MOA","MICHIGAN",22,32.67,"D",63.7,56.3,56.7,70.1,NA,0,0,NA,NA,0,0,NA,NA,39.6,8,0,0,NA,0,1,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,1
"CHASE TAYLOR","MICHIGAN",35,32.67,"D",55.9,59.8,55.9,54.4,3,2,0,1,0,8,0,0,NA,77.1,1.5,16,1.6,1,1,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0,1,0.5,16,1,0,0,2,0.1,1,0.5,0,8,0,0,0,3,0,1
"ZACARI THOMAS","BOSTON COL",22,32.66,"D",71.1,73.2,59.1,62.6,NA,0,0,NA,NA,0,0,NA,NA,56.3,3,6,1.2,NA,0,1,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,1,0.5,6,0,0,0,2,0,1,0,0,3,0,NA,NA,NA,0,2
"MOHAMED TOURE","MIAMI FL",36,32.59,"D",66.7,72.7,74.2,55.2,5,1,1,0,0,3,0,0,NA,110.4,10,10.5,1.11,1,0,0,0,0,3,1,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,2,1,21,1,0,0,1,0.053,0.5,0.5,0,10.5,0,0,0,5,0,2
"EDWIN SPILLMAN","TENNESSEE",29,32.47,"D",63.1,62.2,70.2,59.2,1,0,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.667,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,3,0,2
"ELIJAH ELLISS","UTAH",39,32.33,"D",51,53.3,62,48.1,3,1,1,1,1,3,3,1,NA,118.8,3,17,1.31,0,1,0,0,1,1,1,2,0,NA,0,0,0,0,0,0,0,0.4,1,0,1,2,4,1,5,2,0,1,1,17,1,0,0,1,0.077,1,1,0,17,0,0.25,1,5,0,3
"TRISTAN JERNIGAN","CAL",29,31.61,"D",58.7,54.4,NA,63,6,1,2,1,0,7.75,0,0,NA,106.3,9.5,9.5,1.46,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,1,1,2,1,19,1,0,0,2,0.077,1,0.5,0,9.5,0,0,0,6,0,2
"COLE SULLIVAN","OKLAHOMA",20,31.6,"D",70.9,62.4,54,75.9,1,0,1,0,1,1,0,0,NA,39.6,7,0,0,0,0,0,0,1,0,0,0,0,NA,0,1,0,0,0,0,0,0.667,1,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,1,3,0,2
"CHRIS D'APPOLONIA","SYRACUSE",43,31.24,"D",56.7,58.3,60,56.9,3,1,2,1,1,-2,0,1,NA,82.3,3,5.7,0.68,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.25,1,1,1,0,0,1,4,2,1,3,0.75,17,2,0,0,3,0,0.75,0.5,0,4.3,0,0.333,0,4,0,3
"COOPER CATALANO","WISCONSIN",64,31.19,"D",64.2,63.7,60,63.2,7,0,3,0,1,1,0,0,NA,94.4,1.3,6.7,0.65,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.222,2,1,0,1,1,0,6,2,1,3,1,20,1,0,0,3,0,1,0.333,0,6.7,0,0.333,0.167,9,0,10
"FRANK CUSANO","WAKE",32,30.59,"D",56.5,49.4,66.3,61,8,3,0,2,3,9.5,0,0,NA,93.1,0,6.3,1.19,1,0,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,0,0,3,4,1,0,3,1,19,0,0,0,3,0,1,0,0,6.3,0,0.429,0.2,12,0,9
"JAYDEN JENNINGS","UCF",23,30.41,"D",49.6,76.3,58.4,33.1,2,1,1,1,0,2,0,0,NA,79.9,12,8,1.45,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,0,2,0.667,16,1,0,0,2,0,0.667,0.333,0,5.3,0,0,0,2,0,1
"TYLER LOCKHART","MISS STATE",38,30.31,"D",59.3,54.3,59.5,62.4,4,1,1,1,0,4,0,0,NA,83.3,-2.7,4,0.63,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,1,0,0,0,0,1,4,1,0,3,1,12,0,0,0,1,0,0.333,0,0,4,0,0,0.333,5,0,4
"CARMYCAH GLASS","HOUSTON",29,30.28,"D",66.3,63.3,65.9,63.1,1,0,1,0,0,0,0,0,NA,79.2,-1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.5,2,0,2
"REX VAN WYHE","KANSAS ST",23,30.17,"D",65.4,64,NA,63.4,1,0,0,0,0,17,0,0,NA,79.2,-6,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"TATE ROMNEY","OKLA STATE",47,29.76,"D",59.2,57.5,65.2,59,7,1,3,1,2,3.5,0,0,NA,118.8,-6,20,1,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.222,2,1,0,1,1,1,4,1,1,1,1,20,1,0,0,1,0.05,1,1,0,20,0,0.286,0,9,0,8
"CHARLES CORREA","PURDUE",28,29.37,"D",60.3,55.5,69.7,58.7,1,0,1,0,1,0,0,0,NA,49.3,13,14,0.82,0,0,1,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0.5,0,1,0,0,0,0,3,2,2,1,0.333,14,0,1,0,1,0,0.333,0,0,4.7,0.333,1,0,2,0,1
"WHITTMAN WHALEY","WAKE",16,29.26,"D",56.7,33.1,NA,74.5,5,2,1,2,3,0,1,0,NA,91.7,4.5,6,1.2,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.375,0,1,0,1,1,2,3,0,1,2,1,12,0,0,0,2,0,1,0,0,6,0,0.6,0,8,0,3
"PAYTON PIERCE","OHIO STATE",26,28.75,"D",60.9,62.6,39.4,69.4,1,1,0,1,0,0,2,0,NA,79.2,-4,2,0.13,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0.667,0,0,0,2,2,1,3,1,1,1,1,2,0,0,0,1,0,1,0,0,2,0,0,1,3,0,1
"SHAWN MURPHY","S CAROLINA",19,28.57,"D",62.8,60,57.9,64.1,3,0,2,0,0,5,0,0,NA,85.4,4.5,4.5,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.25,0,2,0,0,0,0,3,2,2,2,1,9,1,0,0,0,0,0,0.5,0,4.5,0,0,0.333,4,0,4
"CAMERON LINDSEY","PITTSBURGH",23,28.52,"D",50.6,61.3,53,51.6,NA,0,0,NA,NA,0,0,NA,NA,39.6,16,0,0,NA,0,2,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,1,1,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,NA,NA,NA,0,0
"OWEN CHAMBLISS","NEBRASKA",15,27.98,"D",53.8,60,52.8,60,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0
"SEAN ALLISON","RUTGERS",44,27.95,"D",53.5,54.9,NA,54.8,9,2,4,2,2,2.33,0,0,NA,139.6,4.5,8,2.4,0,0,0,0,2,0,1,0,0,NA,0,0,0,0,1,0,0,0.308,1,3,0,0,0,2,7,3,2,6,1,48,1,0,0,4,0.05,0.667,0.167,0,8,0,0.286,0.333,13,0,9
"JEFF UTZINGER","INDIANA",29,27.73,"D",63.5,72.6,56,58.5,2,0,1,0,0,1,0,0,NA,89.6,2,5.5,0.92,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,1,11,1,0,0,2,0,1,0.5,0,5.5,0,0,0,2,0,2
"STANQUAN CLARK","LOUISVILLE",54,27.02,"D",60.2,52.5,58.4,72.8,7,0,1,0,0,4.6,0,1,NA,95.8,8.5,33,2.64,0,0,1,0,0,0,1,0,0,NA,0,0,0,1,1,0,0,0,1,0,1,0,0,0,7,1,1,2,0.5,66,1,0,0,3,0.04,0.75,0.25,0.25,16.5,0,0,0,7,0,6
"DEXTER FOSTER","NEBRASKA",52,26.82,"D",50.4,57.6,59.4,48.4,4,1,2,1,1,2.5,1,0,NA,118.8,20,20,0.77,0,0,0,0,1,0,1,1,0,NA,0,0,0,0,0,0,0,0.333,1,1,0,1,2,1,6,2,1,1,1,20,1,0,0,1,0.039,1,1,0,20,0,0.25,0.5,6,0,5
"DANIEL WINGATE","MARYLAND",22,25.94,"D",66,53.7,NA,69.9,1,0,1,0,0,0,0,0,NA,91.7,0,6,0.86,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,12,1,0,0,2,0,1,0.5,0,6,0,0,0,1,0,1
"T.J. CAPERS","LOUISVILLE",62,25.75,"D",49.9,33.5,73.4,59.2,4,0,2,0,1,3,0,0,NA,42.4,3.3,9,0.41,0,0,2,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0.333,1,1,0,2,2,0,8,2,1,1,0.333,9,0,0,0,2,0,0.667,0,0,3,0,0.5,0.25,6,0,4
"TA'MERE ROBINSON","USC",17,25.67,"D",56.3,51.2,59.5,62.9,1,0,0,0,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"TAH'J BUTLER","OLE MISS",44,24.87,"D",50.4,45.1,54.2,61.2,6,1,2,0,2,1.67,0,1,NA,77.1,0.7,7,0.93,1,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,0.25,2,0,1,0,0,1,6,2,1,2,0.667,14,2,1,0,2,0,0.667,0.667,0,4.7,0.333,0.4,0,8,0,5
"ZAYDRIUS RAINEY-SALE","WASHINGTON",34,24.19,"D",63.1,74.9,58.2,54.4,2,0,0,0,0,0,0,0,NA,95.8,16,32,2.13,0,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,1,1,0,1,1,0,1,0.5,32,1,0,0,2,0.067,1,0.5,0,16,0,0,0,3,0,2
"AIDEN HALL","WAKE",39,22.45,"D",45.2,51,53.6,48.8,2,1,0,0,0,0,0,0,NA,60.4,-1.3,8,0.8,1,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,0.5,16,0,0,0,4,0,1,0,0,4,0,0,0,2,0,3
"RASHEEM BILES","TEXAS",42,22.41,"D",53.6,63.5,56.1,49.3,3,1,2,1,1,-2,0,1,NA,65.2,4.1,10.7,3.56,0,0,1,0,1,0,1,0,0,NA,0,0,0,1,0,0,0,0.4,1,1,1,0,0,1,4,3,1,6,0.857,64,3,0,0,7,0.056,1,0.429,0.143,9.1,0,0.333,0.5,5,0,4
"ASHTON WOODS","W VIRGINIA",42,22.15,"D",61,65.9,56.3,60.4,2,0,0,0,0,0,0,0,NA,99.3,4.3,15,1.58,0,1,1,0,1,1,1,0,0,NA,0,0,1,0,0,0,0,0.333,0,0,0,1,1,0,2,2,1,2,0.667,30,1,0,0,3,0.053,1,0.333,0,10,0,0,0.333,3,0,1
"CAM TORBOR","W VIRGINIA",24,21.82,"D",53.7,50.5,65.6,55.2,1,1,0,1,0,0,0,0,NA,77.1,16,16,1.33,0,0,0,0,1,1,1,0,0,NA,0,1,0,0,0,0,0,0.5,0,0,0,0,0,1,3,2,1,1,0.5,16,1,1,0,1,0.083,0.5,0.5,0,8,0.5,0,1,2,0,1
"MIKAI GBAYOR","FLORIDA ST",30,21.8,"D",62.4,65.6,58.7,59.6,3,1,1,1,1,2,0,0,NA,118.8,8,14.5,1.93,0,0,0,0,1,0,1,0,0,NA,0,0,0,0,0,0,0,0.4,1,0,0,0,0,1,2,1,0,2,1,29,1,0,0,2,0.067,1,0.5,0,14.5,0,0.333,0.5,5,0,5
"AJ RICE","MISS STATE",28,21.26,"D",51.2,65,59.5,53.9,1,1,0,1,0,0,0,0,NA,110.4,10,10.5,1.5,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,4,3,0,2,1,21,1,0,0,0,0,0,0.5,0,10.5,0,0,1,2,0,1
"MOSES WALKER","RUTGERS",47,20.78,"D",53.9,47.9,NA,64.1,2,0,0,0,1,3.5,1,0,NA,100,1,8,0.53,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,1,1,0,5,0,0,1,1,8,0,0,0,1,0,1,0,0,8,0,0.333,0,3,0,4
"JON JON KAMARA","WISCONSIN",18,20.63,"D",53.6,62.1,56.8,51.6,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"JUSTIN OKORONKWO","S CAROLINA",29,20.04,"D",55,57.4,57.7,55.9,4,0,3,0,0,4.5,0,0,NA,112.5,-4,11,0.85,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.2,3,0,0,0,0,0,4,1,0,1,1,11,1,0,0,1,0,1,1,0,11,0,0,1,5,0,4
"DEUCE DYCE","WAKE",24,19.97,"F",63,47.2,58.3,72.4,4,0,1,0,2,4,0,0,NA,87.5,-5,5,0.42,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,0,1,0,0,0,0,2,0,1,1,1,5,0,0,0,1,0,1,0,0,5,0,0.5,0,6,0,3
"PIERSON WATSON","BYU",26,19.11,"F",57.3,63.6,57.9,54.5,2,0,1,0,1,5.5,1,0,NA,118.8,13,18,1.5,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,1,1,0,2,1,0,1,1,18,1,0,0,1,0.083,1,1,0,18,0,0.5,0,3,0,2
"SIONE FOTU","HOUSTON",57,18.66,"F",41.7,66.4,66.8,34.1,4,1,0,1,0,0,0,0,NA,100.7,6.2,11.6,2.67,0,0,3,0,0,0,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,1,9,0.75,104,5,0,0,11,0.051,0.917,0.417,0,8.7,0,0,0,4,0,5
"ALEX SANFORD JR.","PITTSBURGH",32,18.02,"F",55.7,66,52.2,55.2,1,0,0,0,0,2,0,0,NA,106.3,6.5,9.5,1.19,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,19,1,0,0,2,0.063,1,0.5,0,9.5,0,0,0,1,0,1
"KOBE MCCLOUD","CLEMSON",23,17.89,"F",54.6,58.8,54.2,56.7,4,1,1,0,1,4,0,0,NA,108.3,4,10,1.67,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,0,0,1,3,1,0,1,1,10,1,0,0,1,0,1,1,0,10,0,0.5,0.25,6,0,5
"JORDAN LOCKHART","TEXAS A&M",22,17.29,"F",46.1,50.3,59.8,50.5,1,1,0,0,0,0,0,0,NA,108.3,6,10,2,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,10,1,0,0,1,0,1,1,0,10,0,0,0,1,0,0
"NICHOLAS RODRIGUEZ","MISSOURI",25,16.18,"F",36.3,53.5,57,45.9,2,1,0,1,1,7,0,0,NA,114.6,3,11.5,1.64,0,1,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0.333,0,0,0,0,1,1,5,2,0,2,1,23,2,0,0,2,0,1,1,0,11.5,0,0.333,0,3,0,1
"JUSTIN CRYER","TEXAS",49,15.55,"F",54.7,55.8,54.7,56.6,3,1,1,1,2,4,0,0,NA,118.8,5,24,1.09,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.4,1,0,0,0,0,1,4,1,0,1,1,24,1,0,0,0,0.045,0,1,0,24,0,0.5,0,5,0,3
"KIP LEWIS","OKLAHOMA",32,15.29,"F",46.3,45.2,57.3,55.4,2,0,1,0,1,4,1,0,NA,112.5,0,11,0.79,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.333,1,0,0,1,1,0,4,1,0,1,1,11,1,0,0,1,0,1,1,0,11,0,0.333,0,3,0,3
"GRANT BEERMAN","ILLINOIS",23,11.38,"F",39.8,33.4,66.3,54.1,3,0,2,0,3,2,0,1,NA,137.5,6,7.5,1.36,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,1,0,0,0.5,2,0,1,0,1,0,5,1,0,2,1,15,1,0,0,0,0,0,0.5,0,7.5,0,0.6,0,6,0,4
"BRANDON BOOKER","SMU",52,11.28,"F",46.6,57.6,54.3,43,4,0,2,0,1,3.5,0,0,NA,104.2,6.5,9,1.71,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0.2,2,0,0,0,0,0,5,3,0,4,1,36,2,0,0,4,0.048,1,0.5,0,9,0,0.333,0,5,0,2
"JAHSIAH GALVAN","STANFORD",49,8.48,"F",32.6,27.3,63.8,53.3,6,0,2,0,3,4.5,0,0,NA,110.4,7,10.5,0.95,0,2,0,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0.4,1,1,0,1,2,0,11,3,0,2,1,21,2,0,0,1,0,0.5,1,0,10.5,0,0.6,0.2,10,0,7
"AARON HAMPTON","CAL",28,8.1,"F",35.2,24.3,63,66.4,2,0,1,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0.6,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,4
"JACK PARIS","ILLINOIS",21,0,"F",30.3,50.6,59.7,30.7,4,1,0,1,3,6,0,0,NA,104.2,1.3,9,2.08,0,0,0,0,2,0,1,0,0,NA,0,0,0,0,0,0,0,0.556,0,0,0,0,0,1,7,4,0,3,1,27,1,0,0,2,0.077,0.667,0.333,0,9,0,0.5,0.667,8,0,6
