"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Interception","Assist.Tackles.on.Run.Plays","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Average.Depth.of.Target.per.Coverage","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Pass.Stop","Lined.up.in.Press.Coverage","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Pass.Break.Up","Run.Tackle.for.Losss.or.No.Gain","Plays.of.15..Yards.Allowed","Unblocked.Pass.Rush","Pass.Rush.Productivity","Missed.Tackles.on.Pass.Plays","Forced.Fumble","Touchdowns.Allowed","Pass.Tackle.for.Loss.or.No.Gain","Pursuit.Pressure","Hits","Dropped.Int","Sacks","Beaten.Defender","Fumble.Recovery","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage"
"CYRUS REYES","KENTUCKY",27,34.45,"D",58.7,56.4,63,60,2,0,1,0,0,56.3,0.2,23.5,9,4,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,4,0,0,0,0,0,0,0,0,2,0,0,0
"T.J. BANKS","LOUISVILLE",49,34.31,"D",47.7,46,55.4,NA,9,0,2,0,0,56.3,0.37,14,3.6,5.5,1,NA,2,2,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.182,1,1,0,0,0,7,4,1,2,0.5,11,0,0,0,0,0,0,0,0,2.8,0,0.286,0
"JOHN CURRY","TEXAS TECH",78,34.01,"D",59.8,55.4,69.3,55.7,8,3,3,0,1,118.8,1.16,-1,2.5,14.7,0,NA,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,3,1,0,0,3,5,3,1,3,1,44,3,0,0,3,0.026,1,1,0,14.7,0,0.167,0
"CJ HEARD","VANDERBILT",77,33.99,"D",66.7,59.8,73.1,66.1,9,2,1,0,2,151.5,2.24,9,13,12.7,1,NA,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,1,6,0.857,76,3,0,0,4,0.059,0.571,0.429,0,10.9,0,0,0
"QUA MOSS","TENNESSEE",52,33.98,"D",69,69.8,62.5,NA,3,0,1,0,0,90.6,0.93,-3.3,16,8.3,1,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0.75,25,2,0,0,3,0,0.75,0.5,0,6.3,0,0,0
"KOY BEASLEY","KANSAS ST",57,33.98,"D",57,62.9,46.4,NA,5,0,1,0,0,0,0,0,13.67,0,0,NA,0,2,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.375,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.333
"XXAVIER THOMAS","PENN STATE",18,33.97,"D",63.7,62.5,61.7,NA,NA,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"JORDAN LESTER","TCU",32,33.78,"D",66.3,66.5,62.3,NA,1,0,0,0,0,58.3,0.47,2.5,0,7,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,7,0,0,0,0,0,0,0,0,3.5,0,0,0
"QUAN SANKS","INDIANA",24,33.3,"D",56.6,56.2,61,57.7,1,0,0,0,0,39.6,0,32,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JORDAN YOUNG","MICHIGAN",25,33.28,"D",63.6,65.7,58.3,NA,2,0,1,0,0,91.7,0.55,4,10,6,1,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,6,0,0.5,0
"OMARION ROBINSON","OKLAHOMA",46,32.6,"D",58.7,55.3,70.8,47.7,4,0,2,0,0,39.6,0,13,5,0,0,NA,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.333,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667
"TRAJEN GRECO","MISSOURI",76,32.56,"D",61.8,57.9,69.5,NA,4,1,1,0,1,104.2,0.23,-3,3,9,0,NA,0,0,0,1,0,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0.333,1,0,0,0,1,3,3,1,1,1,9,1,1,0,0,0,0,1,0,9,1,0,0.667
"CJ RICHARD JR.","FLORIDA ST",58,32.12,"D",48.5,57.9,36.3,57.3,11,1,3,0,0,100,0.57,7.5,5.2,8,0,NA,0,3,1,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0.214,3,0,1,1,1,7,2,0,2,1,16,2,0,0,0,0,0,1,0,8,0,0.375,0
"LOGAN BARTLEY","KANSAS ST",16,31.18,"D",54.5,52.5,59,NA,3,0,1,0,0,0,0,0,9,0,0,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"QUAY'SHEED SCOTT","S CAROLINA",32,31.13,"D",55.7,60.2,46.1,NA,0,0,0,0,0,39.6,0,8,0,0,0,NA,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TA'SHAWN JAMES","UCLA",46,30.99,"D",62.9,56.4,74.6,57.4,5,1,2,0,1,84,0.86,9.7,3.33,9.5,0,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.167,2,0,0,0,1,2,2,0,2,0.667,19,1,0,0,0,0.045,0,0.333,0,6.3,0,0,0.5
"MIGUEL MITCHELL","ARKANSAS",34,30.87,"D",53,64.6,37.3,60,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MEKHAI SMITH","MINNESOTA",22,30.85,"D",62,58.7,65.9,60,3,1,0,0,1,70.8,0.87,-0.5,7,13,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,13,1,0,0,2,0,1,0.5,0,6.5,0,0,0
"KYLIN JACKSON","TCU",16,30.67,"D",54,64,46.3,58,NA,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"BRAYLON JOHNSON","WAKE",47,30.36,"D",58.4,60,68.5,55.9,6,1,3,0,0,112.5,2.04,3.6,1,13.8,1,NA,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0.25,2,1,1,1,1,5,4,2,4,0.8,55,4,0,0,5,0.037,1,0.8,0,11,0,0,0.333
"AIDEN MANUTAI","CAL",28,30.21,"D",62.2,60.6,63.1,NA,1,0,0,0,0,68.8,1,8,0,12,0,NA,0,0,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,12,1,1,0,1,0,0.5,0.5,0,6,0.5,0,0
"RYLON DILLARD-ALLEN","WASHINGTON",75,30.17,"D",60,53.6,61.4,80.8,5,1,1,0,1,118.8,1,22,0,33,1,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.167,0,0,0,1,1,3,2,1,1,1,33,1,0,0,0,0.03,0,1,0,33,0,0.5,0
"DAMON WALTERS","NWESTERN",64,30.14,"D",49.6,42.5,66.6,NA,7,2,0,0,1,79.2,0.09,-1,13.25,3,0,NA,0,1,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,2,4,3,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0.167,0.333
"CHE OJARIKRE","DUKE",23,30.02,"D",65,60.3,69.9,NA,5,2,1,0,1,118.8,2.41,4,4,13.7,0,NA,0,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,3,1,41,2,0,0,2,0.059,0.667,0.667,0,13.7,0,0,0
"TOMMY PRASSAS","BYU",49,29.5,"D",62.4,64.4,56.4,59.8,5,1,0,0,1,81.9,1.52,3.7,6,50,0,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,1,2,1,0,1,0.333,50,1,0,0,1,0.03,0.333,0.333,0,16.7,0,0.333,0
"TJ METCALF","TENNESSEE",46,29.47,"D",59.1,57.5,57.1,60,2,0,1,0,0,100,0.36,4,1,8,0,NA,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,1,8,0,0,0,1,0,1,0,0,8,0,0,0
"EMMANUEL KARMO","MINNESOTA",18,29.38,"D",52.1,52.5,62.1,55.2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PATRICK SMITH-YOUNG","DUKE",28,29.32,"D",51,54.9,49.7,NA,0,0,0,0,0,39.6,0,7.5,0,0,0,NA,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PEYTON MORGAN","TEXAS TECH",32,29.19,"D",60.4,60.2,60.3,NA,4,1,0,0,0,104.2,0.86,8.5,9,9,0,NA,0,0,1,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,3,2,1,2,1,18,0,0,0,1,0.048,0.5,0,0,9,0,0,0.333
"ZECHARIAH POYSER","MIAMI FL",62,29.04,"D",63.4,62.8,62.7,NA,4,0,0,0,0,75.7,0.51,0.8,0,6.5,0,NA,2,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2,2,0,4,0.667,26,1,0,0,3,0,0.5,0.167,0,4.3,0,0,0.2
"KOI PERICH","OREGON",21,28.8,"D",56,53.9,60.9,NA,1,1,0,0,0,66.7,1,15,0,11,0,NA,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,11,1,1,0,2,0,1,0.5,0,5.5,0.5,0,0
"EDWIN JOSEPH","OLE MISS",72,28.4,"D",61.3,58.2,69,NA,5,0,2,0,0,71.5,0.28,5,5.25,5,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3,0,2,0.667,10,2,0,0,2,0,0.667,0.667,0,3.3,0,0,0
"NAETEN MITCHELL","COLORADO",71,27.34,"D",45.4,38,57.2,59.4,10,1,3,0,1,85.4,0.83,30,5.43,20,1,NA,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.167,2,0,0,0,1,6,3,1,1,0.5,20,1,0,0,0,0.042,0,0.5,0,10,0,0.111,0.5
"BRAHEEM LONG JR.","SYRACUSE",50,26.32,"D",43.9,60.7,26.9,61,3,1,1,0,1,0,0,0,18,0,0,NA,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.571,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
"KENNEDY URLACHER","USC",55,26.3,"D",61.7,66.4,44.6,59.2,2,0,0,0,0,68.8,0.35,5.5,0,12,0,NA,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4,2,1,1,0.5,12,1,1,0,1,0,0.5,0.5,0,6,0.5,1,0.333
"RASEAN DINKINS","GEORGIA",45,26.2,"D",55.1,56.4,61.7,47.3,3,1,0,0,0,118.8,0.86,8.5,0,15,0,NA,0,0,1,0,0,1,1,50,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,1,1,1,3,2,0,2,1,30,2,0,0,0,0.029,0,1,0,15,0,0,0.333
"KENNY WOSELEY JR.","VA TECH",17,26.04,"D",57.7,55.8,64.2,NA,4,2,0,0,1,118.8,2,8.5,0,13,0,NA,0,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1,26,2,0,0,0,0.077,0,1,0,13,0,0,0
"AARON GATES","KENTUCKY",73,25.25,"D",59.3,58.1,64.8,57.2,1,0,0,0,0,62.2,0.26,2.4,0,3,0,NA,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,3,3,0,4,0.571,12,0,0,0,7,0,1,0,0,1.7,0,0,0.5
"J'ZAVIEN CURRENCE","S CAROLINA",29,25.12,"D",61.7,60.7,61.8,NA,3,1,1,0,0,158.3,1.32,5,0,12.5,1,NA,0,0,1,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,25,2,0,0,0,0.053,0,1,0,12.5,0,0,0
"JJ DUNNIGAN","MIAMI FL",68,24.95,"D",42.4,35.1,69.6,61.5,8,0,1,0,0,118.8,1.76,14.4,3.33,22.5,0,NA,1,0,0,0,1,3,2,40,3,0,0,0,1,1,0,0,0,0,0,0.273,1,1,3,4,0,8,6,0,4,0.8,90,2,0,0,5,0.059,1,0.4,0,18,0,0,0.375
"LAGONZA HAYWARD","FLORIDA",17,24.39,"D",59.8,59.3,60.8,60,2,0,0,0,0,104.2,0.82,9,0,9,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,0,0,0,1,0,1,0,0,9,0,0,0
"DASHAWN SPEARS","LSU",23,23.52,"D",51.2,59.6,38.8,NA,1,1,0,0,0,79.2,0.13,-5,0,2,0,NA,0,0,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,3,1,0,1,1,2,0,0,0,1,0,1,0,0,2,0,0,0.5
"GARRISON MONROE","MINNESOTA",36,23.45,"D",58,57.5,60.4,59,1,0,1,0,0,87.5,0.43,-2,3,5,0,NA,0,1,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,0,0,0.667,1,0,1,1,0,3,2,1,2,1,10,0,0,0,2,0,1,0,0,5,0,0.5,1
"DEVYN HIDROGO","TCU",23,23.17,"D",49.2,42.5,66.7,NA,4,0,1,0,0,78.5,1.25,9.7,19,7.5,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0.667,15,1,0,0,0,0,0,0.333,0,5,0,0,0
"KYAN MCDONALD","ARIZONA ST",19,22.75,"D",63.1,56.4,75,57.8,1,0,0,0,0,118.8,1.75,13,6,14,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,14,1,0,0,0,0,0,1,0,14,0,0,0
"MA'KHI JONES","FLORIDA ST",58,22.5,"D",53.7,51.7,61.3,57.1,6,1,0,0,1,143.8,3.85,15,10.67,33.3,0,NA,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0.143,0,0,0,0,1,5,3,2,3,0.6,100,2,2,0,0,0.077,0,0.4,0,20,0.4,0.2,0
"BRANDYN HILLMAN","VIRGINIA",57,21.93,"D",46.8,48.1,56.2,58.4,3,2,1,0,2,118.8,2.18,32,2,37,0,NA,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0,2,4,1,0,1,1,37,0,0,0,0,0.059,0,0,0,37,0,0.4,0
"COLE MARTIN","UCLA",16,21.61,"D",52.3,51.7,60,NA,4,2,1,0,0,109.7,5.08,18.3,0,30.5,1,NA,0,0,2,0,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0.667,61,2,0,0,0,0.167,0,0.667,0,20.3,0,0,0
"DAYLEN AUSTIN","ARIZONA",16,21.5,"D",59.5,59,60,NA,1,1,0,0,0,118.8,2.17,-1.5,0,13,0,NA,0,0,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,26,1,0,0,0,0.083,0,0.5,0,13,0,0,0
"PROPHET BROWN","USC",72,21.21,"D",52,53.8,48.7,NA,3,0,0,1,0,84.7,1.34,13.2,11,19.7,0,NA,0,1,0,0,0,2,0,NA,1,0,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,7,5,1,3,0.5,59,3,0,0,2,0.045,0.333,0.5,0.167,9.8,0,0.5,0.333
"QUINTON HAMMONDS","OKLA STATE",28,20.99,"D",63.3,60.7,65.2,NA,1,0,0,0,0,109.7,2.15,2.3,0,21.5,0,NA,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0.667,43,1,0,0,2,0.05,0.667,0.333,0,14.3,0,0,0
"ETHAN MINTER","VIRGINIA",49,20.7,"D",41,41.8,44.5,NA,6,2,1,0,0,127.1,1.11,28.5,1.5,21,0,NA,1,1,2,0,0,1,0,NA,0,0,1,0,0,0,0,0,0,0,0,0.143,1,0,0,0,2,5,2,0,1,0.5,21,1,0,0,0,0.053,0,0.5,0,10.5,0,0.2,0
"GERALD KILGORE","S CAROLINA",37,20.56,"D",63.2,61.6,65,NA,3,1,0,0,0,118.8,2.89,5,0,18.3,0,NA,0,0,1,0,0,3,0,NA,2,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,2,2,1,3,1,55,2,0,0,0,0.158,0,0.667,0,18.3,0,0,0.4
"KYEAURE MAGLOIRE","ARKANSAS",25,19.88,"F",56.7,59.2,54.5,60,3,0,0,0,0,118.8,1.58,10,35.5,19,0,NA,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2,1,0,1,1,19,1,0,0,1,0.083,1,1,0,19,0,0.333,0.5
"PEYTON WATERS","N CAROLINA",67,19.81,"F",60,65.7,35.8,60,4,1,0,0,0,89.6,0.94,2,0,5.5,0,NA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,4,2,0,6,1,33,1,0,0,4,0,0.667,0.167,0,5.5,0,1,0.2
"JOENEL AGUERO","OLE MISS",65,17.57,"F",58.8,64.5,44.8,NA,4,0,1,0,0,118.8,1.38,6,14,15.7,1,NA,0,2,0,0,0,2,0,NA,2,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,4,2,1,3,1,47,2,0,0,2,0.059,0.667,0.667,0,15.7,0,0.667,0.4
"QUINN OLSON","ARIZONA",25,16.23,"F",53.6,51.9,61.1,NA,2,0,0,0,0,118.8,1.53,12,0,13,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,26,2,0,0,0,0,0,1,0,13,0,0,0
"KOEN ENTRINGER","LOUISVILLE",55,16.19,"F",50.5,53.6,47.7,NA,4,0,2,0,0,158.3,1.92,13.7,14,16.7,2,NA,0,1,0,0,0,2,0,NA,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5,3,2,3,1,50,2,0,0,0,0.077,0,0.667,0,16.7,0,0.5,0
"ANQUON FEGANS","AUBURN",20,15.37,"F",57.6,48.2,70.5,NA,3,1,1,0,1,118.8,6,41,8,48,0,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,48,1,0,0,1,0.125,1,1,0,48,0,0,0
"QUENTIN REDDISH","VA TECH",50,14.91,"F",51.9,54,49.5,59.2,6,1,0,0,0,150,0.62,4,7,10.5,0,NA,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,1,5,4,0,2,1,21,2,0,0,0,0.029,0,1,0,10.5,0,0.5,0.375
"TANNER JOHNSON","MISS STATE",20,14.71,"F",52.1,50.1,60,NA,1,0,0,0,0,118.8,1.15,12,0,15,0,NA,0,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,2,0,1,1,15,1,0,0,0,0.077,0,1,0,15,0,0,0.5
"MJ CANNON","CINCINNATI",58,12.79,"F",49.8,45,66.7,59.4,5,1,0,0,0,118.8,2.53,12.3,0,30.3,0,NA,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,1,91,3,0,0,0,0.056,0,1,0,30.3,0,0,0
"JARVIS LEE","SMU",38,10.13,"F",50.7,52.2,51.6,58.4,3,0,1,0,0,118.8,5.94,12,0,19,1,NA,1,1,0,0,0,4,0,25,0,1,0,1,1,0,0,0,0,0,0,0.25,0,1,1,1,0,6,5,1,5,0.833,95,4,0,0,0,0.25,0,0.667,0,15.8,0,1,0
"DALTON BROOKS","TEXAS A&M",54,9.62,"F",45,56.1,31.5,NA,3,2,0,0,2,158.3,1.91,23,0,42,0,NA,0,3,0,0,0,1,0,NA,2,0,1,0,0,0,0,0,0,0,0,0.625,0,0,0,0,2,6,2,0,1,1,42,1,0,0,0,0.045,0,1,0,42,0,0.6,0.667
"RUSHAUN TONGUE","WAKE",70,9.35,"F",40.8,36,57.4,60,3,0,0,0,0,85.4,0.54,11.7,14,10,0,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,6,4,0,2,0.667,20,2,0,0,3,0,1,0.667,0,6.7,0,0,0.5
"DJ COLEMAN","FLORIDA",60,9.01,"F",42.2,48.3,31.6,59.6,2,0,0,0,0,91,0.59,15,0,12,0,NA,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,6,3,0,2,0.667,24,1,0,0,1,0.024,0.333,0.333,0,8,0,1,0
"CHAMP ANTHONY","AUBURN",34,7.59,"F",46,38.2,64.3,59.2,1,1,0,0,1,125,2,19.5,0,20,0,NA,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.667,0,0,0,0,1,4,3,0,1,0.5,20,1,0,0,2,0.1,1,0.5,0,10,0,0.5,1
"JASPER BEELER","CINCINNATI",58,7.58,"F",44.9,40.9,59.1,60,4,0,1,0,0,118.8,2.39,22,11,28.7,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,3,1,86,2,0,0,0,0.083,0,0.667,0,28.7,0,0,0
"COLEMAN BRYSON","N CAROLINA",72,7.37,"F",47.2,55,31.9,60,4,1,2,0,1,158.3,1.66,10,2,15.8,1,NA,0,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0.556,1,0,0,0,1,8,3,1,4,1,63,3,0,0,4,0.053,1,0.75,0,15.8,0,0.714,0
"CHRIS BRACY","MICHIGAN",24,7.1,"F",47.7,39.6,66.1,NA,0,0,0,0,0,158.3,1.5,3,0,18,0,NA,0,0,0,0,0,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,18,1,0,0,0,0.083,0,1,0,18,0,0,1
"BRYLAN GREEN","ARKANSAS",31,3.25,"F",49.7,44.5,65.9,59.6,1,0,0,0,0,158.3,3.81,37,9,61,0,NA,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,1,1,61,1,0,0,1,0.063,1,1,0,61,0,0,1
"JAYDEN SHIPPS","MARYLAND",28,3.17,"F",34.6,31.8,57.1,NA,3,0,1,0,0,114.6,2.4,14.8,3,16,0,NA,1,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,0,6,5,0,3,0.75,48,2,0,0,0,0.05,0,0.5,0,12,0,0,0.333
"MALIK HARTFORD","UCLA",64,2.3,"F",41.1,36.7,67,58.4,3,1,1,0,1,135.4,3.69,16.9,1,32.3,0,NA,4,1,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0.571,1,0,0,0,1,7,6,0,4,0.5,129,4,0,0,0,0.057,0,0.5,0,16.1,0,0.333,0.75
"ASHLYND BARKER","FLORIDA ST",51,0,"F",29.9,33.6,34.3,59.4,2,1,0,0,1,118.8,2.21,8.8,0,13.3,0,NA,0,0,0,0,0,2,0,50,3,0,0,0,1,0,0,0,0,0,0,0.6,0,0,1,1,1,10,6,1,4,1,53,3,0,0,0,0.083,0,0.75,0,13.3,0,0,0.75
